category,gene,chromosome,start,end,bm3_signal,avg_bg_signal,fold_change,is_higher_than_bg
down,B3gnt5,chr16,19761053,19761371,1408.4729296875,22.62386640294393,62.25606643010509,True
down,Nit2,chr16,57166841,57167420,1733.915915222168,29.193113644917805,59.39468931995965,True
down,Tenm3,chr8,48842973,48843696,640.2144140625,12.032735567092894,53.20605696790657,True
down,Rimkla,chr4,119492218,119492766,763.5908877563477,15.952204407374063,47.86742122006475,True
down,Pld1,chr3,27938473,27939115,1858.9587607421875,50.43070284144084,36.86164689369766,True
down,Rps27rt,chr3,90213380,90213814,1220.4098638916016,39.300745281855264,31.05309721581926,True
down,Zfp110,chr7,12834896,12835208,841.6174624023438,27.438167448679607,30.673238800532378,True
down,Plscr1,chr9,92250368,92250657,893.6345399169921,30.166273630777994,29.623630377907737,True
down,Slc25a24,chr3,109123111,109123423,364.7893721923828,12.572780676841736,29.014215834075724,True
down,Ppp1r3b,chr8,35376445,35376747,896.969506225586,31.466685306549067,28.505369964687777,True
down,Itgb3bp,chr4,99929380,99930163,1754.2571202087402,61.80386441198985,28.384262649253,True
down,Pcdh15,chr10,73099128,73100203,123.37502532958985,4.469752016067505,27.602208105973492,True
down,Ltbp1,chr17,75005540,75006469,644.2175321655274,24.04941775131226,26.78724029110333,True
down,Slc4a7,chr14,14702707,14703781,964.9927749633789,37.53439435068767,25.7095603021419,True
down,Sfrp2,chr3,83789777,83790042,489.1649031982422,19.080414257685344,25.637016921748064,True
down,Tub,chr7,108950395,108951326,463.4890353393555,18.65708796819051,24.842517553092065,True
down,Mrpl36,chr13,73330957,73331558,733.2469448242188,29.709893600781758,24.680227895697506,True
down,Slc25a1,chr16,17921791,17922241,624.8781768798829,27.581984827041623,22.65530130620791,True
down,Lrrc32,chr7,98489693,98490159,770.9262876586914,34.57928849919637,22.294452000555413,True
down,Mxi1,chr19,53329281,53330034,693.5665222167969,31.85599498430888,21.77193092095924,True
down,Mxi1,chr19,53310331,53311348,651.8875048828126,30.59063852787018,21.31003261958387,True
down,Map2k3os,chr11,60931508,60932362,1906.4762243652344,90.44323190689086,21.07925805136979,True
down,Mtx2,chr2,75137423,75138154,220.74126153564453,11.068905661265054,19.942464801024986,True
down,Pwp1,chr10,85871823,85872309,503.50435455322264,25.404990723292034,19.819111923217324,True
down,Hmox2,chr16,4726299,4726876,510.17222717285154,26.486032041867574,19.261934983934214,True
down,Rtcb,chr10,85957403,85957884,466.49035607910156,24.32758119773865,19.175369400163127,True
down,Cbr3,chr16,93683220,93683831,296.7664910888672,15.706692508061726,18.894270129535343,True
down,Sacs,chr14,61172675,61173531,2126.381208862305,112.83752577145894,18.844628099778404,True
down,Dbf4,chr5,8422144,8423171,843.9509852294922,44.87009674708048,18.80876232530978,True
down,Tom1l1,chr11,90687348,90687819,830.6140766601562,44.22764842224121,18.78042596183922,True
down,Sgo1,chr17,53688993,53689412,959.9903327026367,51.267996332804366,18.724943461236396,True
down,Ctsc,chr7,88278003,88278275,680.7292650146485,36.458885343869525,18.67114857171879,True
down,Insig1,chr5,28070975,28071794,1500.505692138672,82.66413361358643,18.151834738301222,True
down,Dgcr6,chr16,18066321,18066909,960.3221725463867,53.14300329685212,18.07052881791629,True
down,Ebf3,chr7,137313128,137315593,650.2187756347656,35.98507098197937,18.069125831664543,True
down,Piezo2,chr18,63386247,63387293,480.16253479003905,26.614974409739176,18.04106693464766,True
down,Mapk12,chr15,89140089,89140792,475.15993255615234,26.376384506225588,18.014596824064377,True
down,Lmo7,chr14,101729429,101730117,697.9021037902831,39.22505954170227,17.792250972832964,True
down,Ergic2,chr6,148211419,148212430,966.3249162597656,54.84040387598674,17.620674684398075,True
down,Slc25a1,chr16,17927319,17928633,423.4757846069336,24.039946847915648,17.61550419749162,True
down,Acyp2,chr11,30649110,30649612,926.8142331542969,55.00833643086751,16.848614106319747,True
down,Sgk3,chr1,9797821,9798652,430.14561950683594,25.548979257583614,16.836117606505056,True
down,Pkn3,chr2,30077571,30077975,453.48681701660155,27.044174064636234,16.768373696041042,True
down,Dynlt1a,chr17,6316722,6317055,116.7061050415039,6.98239877764384,16.71432823561612,True
down,Prdx4,chrX,155338143,155338553,306.76985595703127,18.41501387723287,16.658681769243827,True
down,Akap12,chr10,4266346,4266776,653.5548562622071,40.343461784362795,16.199771347225493,True
down,Fdx1,chr9,51963071,51963638,710.2381790161132,44.17741040738423,16.07695363912497,True
