gene,chr,tss,strand,promoter_start,promoter_end,cpg_start,cpg_end,cpg_id,cpg_count,exo_peak_count,exo_mean_signal,exo_min_qvalue,endo_peak_count,endo_mean_signal,endo_min_qvalue,category
Cops5,chr1,10038127,-,10037627,10040627,10039745,10040279,661,60,1,5.1922,4.1414,0,0.0,1.0,exo_only
Cops5,chr1,10037941,-,10037441,10040441,10039745,10040279,661,60,1,5.1922,4.1414,0,0.0,1.0,exo_only
Cops5,chr1,10038149,-,10037649,10040649,10039745,10040279,661,60,1,5.1922,4.1414,0,0.0,1.0,exo_only
Cops5,chr1,10037938,-,10037438,10040438,10039745,10040279,661,60,1,5.1922,4.1414,0,0.0,1.0,exo_only
Cops5,chr1,10038168,-,10037668,10040668,10039745,10040279,661,60,1,5.1922,4.1414,0,0.0,1.0,exo_only
Cops5,chr1,10037945,-,10037445,10040445,10039745,10040279,661,60,1,5.1922,4.1414,0,0.0,1.0,exo_only
Cspp1,chr1,10039767,+,10037267,10040267,10039745,10040279,661,60,1,5.1922,4.1414,0,0.0,1.0,exo_only
Cspp1,chr1,10039773,+,10037273,10040273,10039745,10040279,661,60,1,5.1922,4.1414,0,0.0,1.0,exo_only
Cspp1,chr1,10039773,+,10037273,10040273,10039745,10040279,661,60,1,5.1922,4.1414,0,0.0,1.0,exo_only
Cspp1,chr1,10039777,+,10037277,10040277,10039745,10040279,661,60,1,5.1922,4.1414,0,0.0,1.0,exo_only
Cspp1,chr1,10039785,+,10037285,10040285,10039745,10040279,661,60,1,5.1922,4.1414,0,0.0,1.0,exo_only
Cspp1,chr1,10039823,+,10037323,10040323,10039745,10040279,661,60,1,5.1922,4.1414,0,0.0,1.0,exo_only
Cspp1,chr1,10040155,+,10037655,10040655,10039745,10040279,661,60,1,5.1922,4.1414,0,0.0,1.0,exo_only
Rpl7,chr1,16102082,-,16101582,16104582,16104765,16106291,707,169,1,13.3514,20.4572,0,0.0,1.0,exo_only
Rpl7,chr1,16104662,-,16104162,16107162,16104765,16106291,707,169,1,13.3514,20.4572,0,0.0,1.0,exo_only
Rpl7,chr1,16104402,-,16103902,16106902,16104765,16106291,707,169,1,13.3514,20.4572,0,0.0,1.0,exo_only
