gene,chr,tss,strand,promoter_start,promoter_end,cpg_start,cpg_end,cpg_id,cpg_count,exo_peak_count,exo_mean_signal,exo_min_qvalue,endo_peak_count,endo_mean_signal,endo_min_qvalue,category
Tcea1,chr1,4857814,+,4855314,4858314,4857465,4858372,622,83,1,6.26284,3.86907,1,5.4187,3.97151,common
Tcea1,chr1,4858038,+,4855538,4858538,4857465,4858372,622,83,1,6.26284,3.86907,1,5.4187,3.97151,common
Pcmtd1,chr1,7088920,+,7086420,7089420,7088491,7089271,639,85,1,11.9292,8.3835,1,7.79645,5.67378,common
Pcmtd1,chr1,7088930,+,7086430,7089430,7088491,7089271,639,85,1,11.9292,8.3835,1,7.79645,5.67378,common
Pcmtd1,chr1,7089104,+,7086604,7089604,7088491,7089271,639,85,1,11.9292,8.3835,1,7.79645,5.67378,common
Pcmtd1,chr1,7089166,+,7086666,7089666,7088491,7089271,639,85,1,11.9292,8.3835,1,7.79645,5.67378,common
Ncoa2,chr1,13372439,-,13371939,13374939,13372746,13374794,687,188,1,7.88974,7.18649,1,10.4542,3.5513,common
Ncoa2,chr1,13374083,-,13373583,13376583,13372746,13374794,687,188,1,7.88974,7.18649,1,10.4542,3.5513,common
Ncoa2,chr1,13374083,-,13373583,13376583,13372746,13374794,687,188,1,7.88974,7.18649,1,10.4542,3.5513,common
Ncoa2,chr1,13374083,-,13373583,13376583,13372746,13374794,687,188,1,7.88974,7.18649,1,10.4542,3.5513,common
Ncoa2,chr1,13374029,-,13373529,13376529,13372746,13374794,687,188,1,7.88974,7.18649,1,10.4542,3.5513,common
Ncoa2,chr1,13372429,-,13371929,13374929,13372746,13374794,687,188,1,7.88974,7.18649,1,10.4542,3.5513,common
Ncoa2,chr1,13374029,-,13373529,13376529,13372746,13374794,687,188,1,7.88974,7.18649,1,10.4542,3.5513,common
Gm29570,chr1,13376070,+,13373570,13376570,13372746,13374794,687,188,1,7.88974,7.18649,1,10.4542,3.5513,common
Tceb1,chr1,16656884,-,16656384,16659384,16656764,16657043,712,25,1,7.78185,2.45826,1,6.40266,4.38692,common
Tceb1,chr1,16657042,-,16656542,16659542,16656764,16657043,712,25,1,7.78185,2.45826,1,6.40266,4.38692,common
Tceb1,chr1,16657018,-,16656518,16659518,16656764,16657043,712,25,1,7.78185,2.45826,1,6.40266,4.38692,common
Tceb1,chr1,16657038,-,16656538,16659538,16656764,16657043,712,25,1,7.78185,2.45826,1,6.40266,4.38692,common
Tceb1,chr1,16656914,-,16656414,16659414,16656764,16657043,712,25,1,7.78185,2.45826,1,6.40266,4.38692,common
Tceb1,chr1,16656625,-,16656125,16659125,16656764,16657043,712,25,1,7.78185,2.45826,1,6.40266,4.38692,common
Tceb1,chr1,16656900,-,16656400,16659400,16656764,16657043,712,25,1,7.78185,2.45826,1,6.40266,4.38692,common
Tceb1,chr1,16656915,-,16656415,16659415,16656764,16657043,712,25,1,7.78185,2.45826,1,6.40266,4.38692,common
Tceb1,chr1,16656878,-,16656378,16659378,16656764,16657043,712,25,1,7.78185,2.45826,1,6.40266,4.38692,common
Tceb1,chr1,16657042,-,16656542,16659542,16656764,16657043,712,25,1,7.78185,2.45826,1,6.40266,4.38692,common
D030040B21Rik,chr1,16657552,+,16655052,16658052,16656764,16657043,712,25,1,7.78185,2.45826,1,6.40266,4.38692,common
Fam135a,chr1,24100194,-,24099694,24102694,24099641,24100556,768,108,1,4.39663,2.68503,1,5.83868,1.95381,common
Fam135a,chr1,24100182,-,24099682,24102682,24099641,24100556,768,108,1,4.39663,2.68503,1,5.83868,1.95381,common
Fam135a,chr1,24100333,-,24099833,24102833,24099641,24100556,768,108,1,4.39663,2.68503,1,5.83868,1.95381,common
Fam135a,chr1,24100216,-,24099716,24102716,24099641,24100556,768,108,1,4.39663,2.68503,1,5.83868,1.95381,common
Fam135a,chr1,24100341,-,24099841,24102841,24099641,24100556,768,108,1,4.39663,2.68503,1,5.83868,1.95381,common
Gm37580,chr1,24100625,+,24098125,24101125,24099641,24100556,768,108,1,4.39663,2.68503,1,5.83868,1.95381,common
Lmbrd1,chr1,24678630,+,24676130,24679130,24678516,24679083,773,54,1,5.80914,2.55659,1,5.34769,2.87627,common
Lmbrd1,chr1,24678660,+,24676160,24679160,24678516,24679083,773,54,1,5.80914,2.55659,1,5.34769,2.87627,common
Lmbrd1,chr1,24678739,+,24676239,24679239,24678516,24679083,773,54,1,5.80914,2.55659,1,5.34769,2.87627,common
Lmbrd1,chr1,24678926,+,24676426,24679426,24678516,24679083,773,54,1,5.80914,2.55659,1,5.34769,2.87627,common
Ptp4a1,chr1,30949770,-,30949270,30952270,30948826,30950216,821,145,1,5.4646,4.20617,1,4.62212,1.30416,common
Ptp4a1,chr1,30949757,-,30949257,30952257,30948826,30950216,821,145,1,5.4646,4.20617,1,4.62212,1.30416,common
Ptp4a1,chr1,30946426,-,30945926,30948926,30948826,30950216,821,145,1,5.4646,4.20617,1,4.62212,1.30416,common
Ptp4a1,chr1,30949309,-,30948809,30951809,30948826,30950216,821,145,1,5.4646,4.20617,1,4.62212,1.30416,common
Ptp4a1,chr1,30949587,-,30949087,30952087,30948826,30950216,821,145,1,5.4646,4.20617,1,4.62212,1.30416,common
Dst,chr1,34005880,+,34003380,34006380,34006046,34006248,844,18,1,4.68788,2.28136,1,5.24731,2.14788,common
Dst,chr1,34005882,+,34003382,34006382,34006046,34006248,844,18,1,4.68788,2.28136,1,5.24731,2.14788,common
Dst,chr1,34006126,+,34003626,34006626,34006046,34006248,844,18,1,4.68788,2.28136,1,5.24731,2.14788,common
Dst,chr1,34006180,+,34003680,34006680,34006046,34006248,844,18,1,4.68788,2.28136,1,5.24731,2.14788,common
Txndc9,chr1,37997315,-,37996815,37999815,37997823,37998675,874,101,1,10.0433,6.70279,1,5.9169,2.6812,common
Txndc9,chr1,37997243,-,37996743,37999743,37997823,37998675,874,101,1,10.0433,6.70279,1,5.9169,2.6812,common
Txndc9,chr1,37997893,-,37997393,38000393,37997823,37998675,874,101,1,10.0433,6.70279,1,5.9169,2.6812,common
Txndc9,chr1,37997224,-,37996724,37999724,37997823,37998675,874,101,1,10.0433,6.70279,1,5.9169,2.6812,common
Txndc9,chr1,37995845,-,37995345,37998345,37997823,37998675,874,101,1,10.0433,6.70279,1,5.9169,2.6812,common
Txndc9,chr1,37997616,-,37997116,38000116,37997823,37998675,874,101,1,10.0433,6.70279,1,5.9169,2.6812,common
Txndc9,chr1,37996658,-,37996158,37999158,37997823,37998675,874,101,1,10.0433,6.70279,1,5.9169,2.6812,common
Txndc9,chr1,37997262,-,37996762,37999762,37997823,37998675,874,101,1,10.0433,6.70279,1,5.9169,2.6812,common
Eif5b,chr1,37998010,+,37995510,37998510,37997823,37998675,874,101,1,10.0433,6.70279,1,5.9169,2.6812,common
Eif5b,chr1,37998129,+,37995629,37998629,37997823,37998675,874,101,1,10.0433,6.70279,1,5.9169,2.6812,common
Pantr1,chr1,42694808,-,42694308,42697308,42696574,42698657,910,158,1,5.48217,2.27389,1,5.53176,2.65033,common
Pantr1,chr1,42693128,-,42692628,42695628,42694733,42695261,910,44,1,5.48217,2.27389,1,5.53176,2.65033,common
Pantr1,chr1,42693153,-,42692653,42695653,42694733,42695261,910,44,1,5.48217,2.27389,1,5.53176,2.65033,common
Pantr1,chr1,42694825,-,42694325,42697325,42696574,42698657,910,158,1,5.48217,2.27389,1,5.53176,2.65033,common
Pantr1,chr1,42694825,-,42694325,42697325,42696574,42698657,910,158,1,5.48217,2.27389,1,5.53176,2.65033,common
Pantr1,chr1,42693093,-,42692593,42695593,42694733,42695261,910,44,1,5.48217,2.27389,1,5.53176,2.65033,common
Pantr1,chr1,42694842,-,42694342,42697342,42696574,42698657,910,158,1,5.48217,2.27389,1,5.53176,2.65033,common
Pantr1,chr1,42694825,-,42694325,42697325,42696574,42698657,910,158,1,5.48217,2.27389,1,5.53176,2.65033,common
Gm20646,chr1,42694925,+,42692425,42695425,42694733,42695261,910,44,1,5.48217,2.27389,1,5.53176,2.65033,common
Gm20646,chr1,42694925,+,42692425,42695425,42694733,42695261,910,44,1,5.48217,2.27389,1,5.53176,2.65033,common
Pou3f3,chr1,42695768,+,42693268,42696268,42694733,42695261,910,44,1,5.48217,2.27389,1,5.53176,2.65033,common
Slc39a10,chr1,46854046,-,46853546,46856546,46852696,46854053,942,168,1,9.36798,10.9395,1,8.38773,5.68596,common
Gm28151,chr1,46850479,-,46849979,46852979,46852696,46854053,942,168,1,9.36798,10.9395,1,8.38773,5.68596,common
Gls,chr1,52233223,-,52232723,52235723,52232207,52233503,983,120,1,5.51449,4.21818,1,7.55087,2.79205,common
Gls,chr1,52232296,-,52231796,52234796,52232207,52233503,983,120,1,5.51449,4.21818,1,7.55087,2.79205,common
Gls,chr1,52233232,-,52232732,52235732,52232207,52233503,983,120,1,5.51449,4.21818,1,7.55087,2.79205,common
Gls,chr1,52232811,-,52232311,52235311,52232207,52233503,983,120,1,5.51449,4.21818,1,7.55087,2.79205,common
Plcl1,chr1,55405921,+,55403421,55406421,55405582,55406648,1007,109,1,4.72043,1.63721,1,4.81068,2.71849,common
Tmem237,chr1,59120094,-,59119594,59122594,59119822,59120480,1036,68,1,5.3131,1.35308,1,6.35926,3.79317,common
Tmem237,chr1,59119806,-,59119306,59122306,59119822,59120480,1036,68,1,5.3131,1.35308,1,6.35926,3.79317,common
Tmem237,chr1,59120382,-,59119882,59122882,59119822,59120480,1036,68,1,5.3131,1.35308,1,6.35926,3.79317,common
Tmem237,chr1,59120112,-,59119612,59122612,59119822,59120480,1036,68,1,5.3131,1.35308,1,6.35926,3.79317,common
Tmem237,chr1,59120408,-,59119908,59122908,59119822,59120480,1036,68,1,5.3131,1.35308,1,6.35926,3.79317,common
G730003C15Rik,chr1,59119833,+,59117333,59120333,59119822,59120480,1036,68,1,5.3131,1.35308,1,6.35926,3.79317,common
G730003C15Rik,chr1,59119833,+,59117333,59120333,59119822,59120480,1036,68,1,5.3131,1.35308,1,6.35926,3.79317,common
Ino80d,chr1,63114267,-,63113767,63116767,63113485,63114349,1066,77,1,9.79268,2.03558,1,6.08869,4.038,common
Ino80d,chr1,63114267,-,63113767,63116767,63113485,63114349,1066,77,1,9.79268,2.03558,1,6.08869,4.038,common
Ino80d,chr1,63114667,-,63114167,63117167,63113485,63114349,1066,77,1,9.79268,2.03558,1,6.08869,4.038,common
Ino80d,chr1,63114334,-,63113834,63116834,63113485,63114349,1066,77,1,9.79268,2.03558,1,6.08869,4.038,common
Ino80d,chr1,63114255,-,63113755,63116755,63113485,63114349,1066,77,1,9.79268,2.03558,1,6.08869,4.038,common
Ino80dos,chr1,63114096,+,63111596,63114596,63113485,63114349,1066,77,1,9.79268,2.03558,1,6.08869,4.038,common
Ino80dos,chr1,63114471,+,63111971,63114971,63113485,63114349,1066,77,1,9.79268,2.03558,1,6.08869,4.038,common
Ino80dos,chr1,63114740,+,63112240,63115240,63113485,63114349,1066,77,1,9.79268,2.03558,1,6.08869,4.038,common
Gm20342,chr1,63117118,+,63114618,63117618,63113485,63114349,1066,77,1,9.79268,2.03558,1,6.08869,4.038,common
Klf7,chr1,64121491,-,64120991,64123991,64121613,64122142,1074,56,1,7.14341,5.14653,1,6.89049,3.75119,common
Klf7,chr1,64121482,-,64120982,64123982,64121613,64122142,1074,56,1,7.14341,5.14653,1,6.89049,3.75119,common
Klf7,chr1,64122282,-,64121782,64124782,64121613,64122142,1074,56,1,7.14341,5.14653,1,6.89049,3.75119,common
Creb1,chr1,64532645,+,64530145,64533145,64532367,64533738,1077,131,1,8.35742,8.68774,1,5.55183,3.61383,common
Creb1,chr1,64532797,+,64530297,64533297,64532367,64533738,1077,131,1,8.35742,8.68774,1,5.55183,3.61383,common
Creb1,chr1,64532804,+,64530304,64533304,64532367,64533738,1077,131,1,8.35742,8.68774,1,5.55183,3.61383,common
Creb1,chr1,64532809,+,64530309,64533309,64532367,64533738,1077,131,1,8.35742,8.68774,1,5.55183,3.61383,common
Creb1,chr1,64532809,+,64530309,64533309,64532367,64533738,1077,131,1,8.35742,8.68774,1,5.55183,3.61383,common
Creb1,chr1,64532819,+,64530319,64533319,64532367,64533738,1077,131,1,8.35742,8.68774,1,5.55183,3.61383,common
Creb1,chr1,64532832,+,64530332,64533332,64532367,64533738,1077,131,1,8.35742,8.68774,1,5.55183,3.61383,common
Creb1,chr1,64532859,+,64530359,64533359,64532367,64533738,1077,131,1,8.35742,8.68774,1,5.55183,3.61383,common
Creb1,chr1,64532894,+,64530394,64533394,64532367,64533738,1077,131,1,8.35742,8.68774,1,5.55183,3.61383,common
Idh1,chr1,65179181,-,65178681,65181681,65178904,65179373,1082,38,1,6.27762,3.35466,1,5.64373,3.70649,common
Idh1,chr1,65186479,-,65185979,65188979,65186379,65187053,1082,59,1,6.88301,3.46352,1,6.45455,3.09819,common
Idh1,chr1,65186438,-,65185938,65188938,65186379,65187053,1082,59,1,6.88301,3.46352,1,6.45455,3.09819,common
Idh1,chr1,65186500,-,65186000,65189000,65186379,65187053,1082,59,1,6.88301,3.46352,1,6.45455,3.09819,common
Idh1,chr1,65186459,-,65185959,65188959,65186379,65187053,1082,59,1,6.88301,3.46352,1,6.45455,3.09819,common
Idh1,chr1,65186479,-,65185979,65188979,65186379,65187053,1082,59,1,6.88301,3.46352,1,6.45455,3.09819,common
Pikfyve,chr1,65186683,+,65184183,65187183,65186379,65187053,1082,59,1,6.88301,3.46352,1,6.45455,3.09819,common
Pikfyve,chr1,65186689,+,65184189,65187189,65186379,65187053,1082,59,1,6.88301,3.46352,1,6.45455,3.09819,common
Pikfyve,chr1,65186693,+,65184193,65187193,65186379,65187053,1082,59,1,6.88301,3.46352,1,6.45455,3.09819,common
Pikfyve,chr1,65186694,+,65184194,65187194,65186379,65187053,1082,59,1,6.88301,3.46352,1,6.45455,3.09819,common
Pikfyve,chr1,65186696,+,65184196,65187196,65186379,65187053,1082,59,1,6.88301,3.46352,1,6.45455,3.09819,common
Pikfyve,chr1,65186702,+,65184202,65187202,65186379,65187053,1082,59,1,6.88301,3.46352,1,6.45455,3.09819,common
Pikfyve,chr1,65186704,+,65184204,65187204,65186379,65187053,1082,59,1,6.88301,3.46352,1,6.45455,3.09819,common
Pikfyve,chr1,65186713,+,65184213,65187213,65186379,65187053,1082,59,1,6.88301,3.46352,1,6.45455,3.09819,common
Pikfyve,chr1,65186750,+,65184250,65187250,65186379,65187053,1082,59,1,6.88301,3.46352,1,6.45455,3.09819,common
Gm16076,chr1,69106740,-,69106240,69109240,69107034,69108055,1112,91,1,4.22338,2.52247,1,5.53,2.00854,common
Aamp,chr1,74284738,-,74284238,74287238,74284463,74285135,1151,61,1,9.31473,10.1079,1,6.77359,6.52937,common
Aamp,chr1,74284016,-,74283516,74286516,74284463,74285135,1151,61,1,9.31473,10.1079,1,6.77359,6.52937,common
Aamp,chr1,74284680,-,74284180,74287180,74284463,74285135,1151,61,1,9.31473,10.1079,1,6.77359,6.52937,common
Aamp,chr1,74283979,-,74283479,74286479,74284463,74285135,1151,61,1,9.31473,10.1079,1,6.77359,6.52937,common
Aamp,chr1,74283142,-,74282642,74285642,74284463,74285135,1151,61,1,9.31473,10.1079,1,6.77359,6.52937,common
Aamp,chr1,74284421,-,74283921,74286921,74284463,74285135,1151,61,1,9.31473,10.1079,1,6.77359,6.52937,common
Pnkd,chr1,74284930,+,74282430,74285430,74284463,74285135,1151,61,1,9.31473,10.1079,1,6.77359,6.52937,common
Pnkd,chr1,74285045,+,74282545,74285545,74284463,74285135,1151,61,1,9.31473,10.1079,1,6.77359,6.52937,common
Pnkd,chr1,74285050,+,74282550,74285550,74284463,74285135,1151,61,1,9.31473,10.1079,1,6.77359,6.52937,common
Pnkd,chr1,74285054,+,74282554,74285554,74284463,74285135,1151,61,1,9.31473,10.1079,1,6.77359,6.52937,common
Pnkd,chr1,74285055,+,74282555,74285555,74284463,74285135,1151,61,1,9.31473,10.1079,1,6.77359,6.52937,common
Pnkd,chr1,74285777,+,74283277,74286277,74284463,74285135,1151,61,1,9.31473,10.1079,1,6.77359,6.52937,common
Pnkd,chr1,74332610,+,74330110,74333110,74332449,74332824,1152,38,1,5.7612,4.70661,1,5.80154,1.71734,common
Pnkd,chr1,74332663,+,74330163,74333163,74332449,74332824,1152,38,1,5.7612,4.70661,1,5.80154,1.71734,common
Usp37,chr1,74505803,-,74505303,74508303,74505461,74506819,1153,112,1,5.54531,1.84534,1,4.92467,1.77225,common
