gene,chr,tss,strand,promoter_start,promoter_end,cpg_start,cpg_end,cpg_id,cpg_count,exo_peak_count,exo_mean_signal,exo_min_qvalue,endo_peak_count,endo_mean_signal,endo_min_qvalue,category
Rgs20,chr1,5019539,-,5019039,5022039,5018557,5019711,623,77,1,4.96614,1.32694,0,0.0,1.0,exo_only
Rgs20,chr1,5018735,-,5018235,5021235,5018557,5019711,623,77,1,4.96614,1.32694,0,0.0,1.0,exo_only
Rgs20,chr1,5019379,-,5018879,5021879,5018557,5019711,623,77,1,4.96614,1.32694,0,0.0,1.0,exo_only
Rgs20,chr1,5019379,-,5018879,5021879,5018557,5019711,623,77,1,4.96614,1.32694,0,0.0,1.0,exo_only
Adhfe1,chr1,9547948,+,9545448,9548448,9545269,9546268,657,97,1,6.51415,2.17922,0,0.0,1.0,exo_only
Adhfe1,chr1,9548055,+,9545555,9548555,9545269,9546268,657,97,1,6.51415,2.17922,0,0.0,1.0,exo_only
Adhfe1,chr1,9548092,+,9545592,9548592,9545269,9546268,657,97,1,6.51415,2.17922,0,0.0,1.0,exo_only
Adhfe1,chr1,9548107,+,9545607,9548607,9545269,9546268,657,97,1,6.51415,2.17922,0,0.0,1.0,exo_only
Adhfe1,chr1,9548119,+,9545619,9548619,9545269,9546268,657,97,1,6.51415,2.17922,0,0.0,1.0,exo_only
Cops5,chr1,10038127,-,10037627,10040627,10039745,10040279,661,60,1,4.1038,1.82428,0,0.0,1.0,exo_only
Cops5,chr1,10035128,-,10034628,10037628,10037950,10038215,661,31,1,4.1038,1.82428,0,0.0,1.0,exo_only
Cops5,chr1,10037941,-,10037441,10040441,10039745,10040279,661,60,1,4.1038,1.82428,0,0.0,1.0,exo_only
Cops5,chr1,10038149,-,10037649,10040649,10039745,10040279,661,60,1,4.1038,1.82428,0,0.0,1.0,exo_only
Cops5,chr1,10037938,-,10037438,10040438,10039745,10040279,661,60,1,4.1038,1.82428,0,0.0,1.0,exo_only
Cops5,chr1,10038168,-,10037668,10040668,10039745,10040279,661,60,1,4.1038,1.82428,0,0.0,1.0,exo_only
Cops5,chr1,10037945,-,10037445,10040445,10039745,10040279,661,60,1,4.1038,1.82428,0,0.0,1.0,exo_only
Cspp1,chr1,10037987,+,10035487,10038487,10037950,10038215,661,31,1,4.1038,1.82428,0,0.0,1.0,exo_only
Cspp1,chr1,10038006,+,10035506,10038506,10037950,10038215,661,31,1,4.1038,1.82428,0,0.0,1.0,exo_only
Cspp1,chr1,10038217,+,10035717,10038717,10037950,10038215,661,31,1,4.1038,1.82428,0,0.0,1.0,exo_only
Cspp1,chr1,10038226,+,10035726,10038726,10037950,10038215,661,31,1,4.1038,1.82428,0,0.0,1.0,exo_only
Cspp1,chr1,10038249,+,10035749,10038749,10037950,10038215,661,31,1,4.1038,1.82428,0,0.0,1.0,exo_only
Cspp1,chr1,10038262,+,10035762,10038762,10037950,10038215,661,31,1,4.1038,1.82428,0,0.0,1.0,exo_only
Cspp1,chr1,10039767,+,10037267,10040267,10039745,10040279,661,60,1,4.1038,1.82428,0,0.0,1.0,exo_only
Cspp1,chr1,10039773,+,10037273,10040273,10039745,10040279,661,60,1,4.1038,1.82428,0,0.0,1.0,exo_only
Cspp1,chr1,10039773,+,10037273,10040273,10039745,10040279,661,60,1,4.1038,1.82428,0,0.0,1.0,exo_only
Cspp1,chr1,10039777,+,10037277,10040277,10039745,10040279,661,60,1,4.1038,1.82428,0,0.0,1.0,exo_only
Cspp1,chr1,10039785,+,10037285,10040285,10039745,10040279,661,60,1,4.1038,1.82428,0,0.0,1.0,exo_only
Cspp1,chr1,10039823,+,10037323,10040323,10039745,10040279,661,60,1,4.1038,1.82428,0,0.0,1.0,exo_only
Cspp1,chr1,10040155,+,10037655,10040655,10039745,10040279,661,60,1,4.1038,1.82428,0,0.0,1.0,exo_only
Ube2w,chr1,16619312,-,16618812,16621812,16618558,16619401,711,107,1,4.56048,2.11599,0,0.0,1.0,exo_only
Ube2w,chr1,16619489,-,16618989,16621989,16618558,16619401,711,107,1,4.56048,2.11599,0,0.0,1.0,exo_only
