chr,start,end,exo_signal,endo_signal,enrichment,pvalue,binding_type,binding_type_by_peaks,significant,exo_replicates_with_signal,endo_replicates_with_signal,exo_replicate_signals,endo_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,exo_replicates_with_peaks,endo_replicates_with_peaks,exo_peak_scores_by_rep,endo_peak_scores_by_rep,region_start,region_end
chr11,5878003,5878493,28.580024422722442,17.023913372291947,1.678816368346844,0.7,both,both,False,3,3,"18.80593700355698,51.103617711951664,15.830518552658674","18.831232027849005,14.435093189610711,17.80541489941612",3941,490,CpG:,629,3,3,7.11306;7.41252;8.86434,9.07706;8.62404;11.4416,5877457,5881398
chr11,5902021,5902327,15.570418223021685,7.5608902455988725,2.059336627996298,0.7,both,both,False,3,3,"16.991388369297635,15.2729583311772,14.446907968590224","17.596854502221813,4.687331068619438,0.3984851659553638",3450,306,CpG:,630,2,1,7.74638;4.60975,3.32706,5899761,5903211
chr11,5955545,5956093,16.18616588136415,22.13607629497996,0.7312120569910966,0.7,both,both,False,3,3,"16.352103899974242,16.235120984581815,15.971272759536394","10.47004846573301,24.872116831062577,31.066063588144306",4487,548,CpG:,630,3,3,6.23571;8.68598;7.8122,6.39124;11.2012;6.40567,5952457,5956944
chr11,5972162,5972405,10.488004265183008,6.760535767697397,1.5513569671942091,0.4,both,both,False,3,3,"10.109638048477299,6.799111847830291,14.555262899241432","8.988390960315666,8.551243360679928,2.7419729820965935",3030,243,CpG:,630,1,1,4.22326,5.18415,5971075,5974105
chr11,6064996,6066085,18.27770069664778,9.420677876082673,1.9401683124153328,0.2,both,both,False,3,3,"18.315621863172485,26.733076964080944,9.784403262689906","15.289271930649898,7.185175083304918,5.7875866142932",2732,1089,CpG:,631,2,1,4.87451;10.1859,4.35824,6063592,6066324
chr11,6199825,6200401,30.52237698043493,10.286260719149427,2.9672956785562437,0.1,both,both,False,3,3,"26.691137799111235,44.38016216412977,20.495830978063797","18.16252947696768,9.11628342424254,3.5799692562380567",2545,576,CpG:,632,3,1,7.58392;14.6252;8.32767,7.52739,6198640,6201185
chr11,6267407,6267896,36.880695252995885,19.189918502749958,1.921878680605694,0.2,both,both,False,3,3,"21.490444732714668,27.378130695647545,61.77351033062545","21.88836493332205,15.495548994968003,20.185841579959817",2117,489,CpG:,632,3,3,13.6434;6.37142;7.84106,7.14265;5.23257;5.17082,6266679,6268796
chr11,6274191,6274450,55.232857479095195,31.754351661933935,1.7393791587093403,0.7,both,exo_only,False,3,3,"25.34867180790635,73.58081113586202,66.76908949351721","38.86258305205562,31.03913104118594,25.36134089256024",2381,259,CpG:,632,1,0,9.77064,,6274127,6276508
chr11,6274673,6275009,49.850907023608336,27.703104477012364,1.7994700581291854,0.4,both,both,False,3,3,"24.17111257126457,69.53894068082174,55.842667818738704","33.18075026545608,25.93128807335569,23.997275092225326",2850,336,CpG:,632,3,3,9.77064;6.74794;12.475,6.60663;7.15854;7.55432,6274127,6276977
chr11,6291320,6292275,66.96597951731265,47.78427670509319,1.4014228975485348,0.1,both,both,False,3,3,"91.51418877219803,54.301952256487745,55.0817975232522","51.1275570379412,49.32478501304049,42.90048806429789",2710,955,CpG:,9,3,3,7.73429;20.8675;10.3777,9.71866;26.7262;9.19901,6290375,6293085
chr11,6389594,6389970,32.89834214406797,33.75896846524395,0.9745067352380145,0.7,both,both,False,3,3,"30.906062402745047,38.89239963602871,28.896564393430143","20.42623439162288,59.69580110864183,21.154869895467144",2405,376,CpG:,633,2,2,6.81864;7.82059,7.48297;13.4782,6388673,6391078
chr11,6415425,6416451,20.86030267919325,19.554450866523066,1.066780285551551,1.0,both,both,False,3,3,"24.0932267655138,12.526608349601174,25.96107292246477","18.058345148185637,14.326484445363853,26.2785230060197",5024,1026,CpG:,633,3,3,9.52864;7.54264;5.18356,7.11468;7.45927;5.63809,6413425,6418449
chr11,6444021,6444762,69.91940090084931,66.94856013397708,1.0443749762642691,0.7,both,both,False,3,3,"93.20165758094227,54.591134144895754,61.965410976709904","106.94248610834734,46.462184193774206,47.4410100998097",1971,741,CpG:,634,3,3,11.189;17.5226;16.6183,10.4589;17.5946;14.472,6443208,6445179
chr11,6447281,6447509,4.917565269446178,7.2291668781936735,0.6802395562730339,1.0,both,both,False,1,1,"14.752695808338533,0.0,0.0","21.68750063458102,0.0,0.0",1058,228,CpG:,634,1,1,4.37024,7.41828,6447439,6448497
chr11,6474938,6475777,28.88973556923008,20.132921392742272,1.4349500008302103,0.7,both,exo_only,False,3,3,"25.878743834338838,43.236213799373644,17.55424907397776","18.01473348801125,17.574682343174036,24.809348347041528",1704,839,CpG:,634,1,0,4.88237,,6474700,6476404
