chr,start,end,exo_signal,endo_signal,enrichment,pvalue,binding_type,peak_width_exo,peak_width_endo,significant
chr1,72824693,72824937,223.57975996720305,1.237284764955706,180.70194210724569,0.0391431778862994,both,1074.2,157.0,True
chr13,53111251,53111503,206.7338660149693,1.7531524086263128,117.92121723002748,0.0467301489719769,both,958.25,289.0,True
chr15,76176731,76177408,100.84146658066928,0.8804427222159286,114.53495387737208,0.0602980871333702,both,1773.6666666666667,169.0,True
chr10,127195381,127195717,167.85519488060774,1.5926870728321163,105.39119563652112,0.0602980871333702,both,1199.6666666666667,214.0,True
chr6,18030271,18030637,116.73094071296708,1.1632540703300034,100.34862003951696,0.0391431778862994,both,673.625,237.0,True
chr11,103117220,103117987,873.1860600052795,8.75370466362768,99.75045921225046,0.2198232719326553,both,630.5,436.0,True
chrX,135008815,135009106,226.92992547081408,2.487643243430537,91.2228576465292,0.0602980871333702,both,828.3333333333334,191.0,True
chr4,68953777,68954136,178.455001817042,2.0370002929530497,87.60676296140089,0.0901835622153236,both,1477.0,238.0,True
chr14,21847624,21848111,825.0920690233024,9.734467893725816,84.75985313538312,0.0189841368159586,both,1155.6,240.0,True
chr18,35920049,35920581,68.53500087057009,0.8353642362121327,82.04205770327745,0.0391431778862994,both,825.0,212.0,True
chr10,79818987,79819210,55.66830518620592,0.7248268902019432,76.80220744941766,0.0602980871333702,both,1189.3333333333333,233.0,True
chr6,91212723,91212972,75.46888600588245,1.0072543956639357,74.92534788705176,0.0343496805725763,both,674.6666666666666,236.0,True
chr11,115707906,115708259,166.2430750525244,2.4694119253570834,67.3209169136434,0.0901835622153236,both,650.5,237.0,True
chr7,141070293,141071018,66.13985819110844,1.0286512063175983,64.29765287290938,0.0310673953939536,both,521.25,155.0,True
chr19,16436343,16436900,135.9962713192355,2.2486140580483047,60.48004139815532,0.0467301489719769,both,1208.8333333333333,257.0,True
chr5,35525417,35525676,57.34236033530718,0.9692842632457174,59.15948758240663,0.0391431778862994,both,462.8,245.0,True
chr3,54155976,54156294,152.59864587699556,2.6901131095715614,56.72573593059775,0.0602980871333702,both,1111.3333333333333,205.0,True
chr13,65259084,65259501,311.444288797085,5.792221961718516,53.76939814383105,0.0265187219594307,both,1772.0,447.5,True
chr15,76911248,76911879,58.95374795665273,1.1829484957935583,49.83627619147081,0.1675981495701136,both,621.0,184.0,True
chr15,98894822,98895074,87.67219095251853,1.763846554158024,49.70511224224323,0.3533672919932917,both,1307.25,189.0,True
chr11,119524577,119524897,67.69483338844584,1.4718303380608535,45.99363910220403,0.0602980871333702,both,414.0,209.0,True
chr2,33616698,33616985,114.51201941962648,2.5419755953702,45.04843383555362,0.0467301489719769,both,973.5,207.0,True
chr19,41088568,41088790,123.17160024761846,2.831068042176056,43.5071140688461,0.0901835622153236,both,1395.5,187.0,True
chr8,70086828,70087130,65.49644386024836,1.520259083731299,43.08242230626569,0.0602980871333702,both,1116.6666666666667,262.0,True
chr7,96211677,96211879,158.73554973487015,3.832868422937103,41.41429661006524,0.7446618702498163,both,884.0,412.0,True
chrX,146962658,146963233,30.304573471477465,0.7621570304698545,39.76158752061279,0.0602980871333702,both,588.6666666666666,245.0,True
chr11,68212866,68213077,121.48601920147496,3.1456796021209845,38.61995961685437,0.0901835622153236,both,1212.0,316.0,True
chr10,81322538,81322776,62.95254743779068,1.6450147134284137,38.26868351018563,0.0391431778862994,both,829.4,231.0,True
chr6,54327754,54327961,59.1921903512223,1.6715584740839688,35.41137882338231,0.0391431778862994,both,689.6,155.0,True
