chr,start,end,cpg_length,cpg_name,cpg_score,exo_signal,endo_signal,enrichment,pvalue,binding_type,significant,exo_replicates_with_signal,endo_replicates_with_signal,total_exo_replicates,total_endo_replicates,exo_replicate_signals,endo_replicate_signals,n_exo_peaks,n_endo_peaks,exo_peak_scores_by_rep,endo_peak_scores_by_rep,analysis_start,analysis_end,analysis_length,exo_signal_std,endo_signal_std,exo_signal_cv,endo_signal_cv,exo_replicates_with_peaks,endo_replicates_with_peaks
chr7,127717034,127717466,432,1559,CpG:,15.328984075858271,27.415605598025852,0.5591335205435726,0.4,both,False,3,2,3,2,"17.020473146880114,27.8736025845563,1.092876496138396","35.56893751356337,19.262273682488335",1,1,3.52898;5.62735;3.36734,9.87696;4.97107,127717034,127717466,432,10.998414246722314,8.153331915537517,0.717491400101576,0.2973974762798829,3,2
chr7,127745854,127746160,306,1559,CpG:,1350.9948866102432,900.7734825283874,1.499816449767289,0.2,both,False,3,2,3,2,"1403.2624188591453,1257.795090220333,1391.927150751251","876.5316699657565,925.0152950910182",1,1,48.3739;48.1816;37.9433,44.0549;35.7579,127745854,127746160,306,66.0644816882718,24.241812562630855,0.04890061564484007,0.02691221825778701,3,2
chr7,127746480,127747131,651,1559,CpG:,13.073588775599609,25.700749400207705,0.5086851193332889,0.4,both,False,3,2,3,2,"3.4031116687757077,4.747404004754742,31.07025065326837","39.74417198638213,11.657326814033286",0,1,48.1816;37.9433,44.0549;35.7579,127746480,127747131,651,12.737390091786077,14.04342258617442,0.9742841319561,0.5464207431266936,2,2
chr7,127752084,127752380,296,1559,CpG:,23.09209180630005,17.00108089962521,1.3582719794486193,1.0,exo_only,False,3,1,3,2,"3.9942973529970325,26.875808551504804,38.406169514398314","0.0,34.00216179925042",1,0,3.20373;4.74515,4.82105,127752084,127752380,296,14.301086688759314,17.00108089962521,0.6193066790448863,1.0,2,1
chr7,127769765,127770211,446,1559,CpG:,73.82768156211294,57.96033508360654,1.2737621591665766,0.8,both,False,3,2,3,2,"50.63887946167334,55.668785236341535,115.17537998832395","26.269196099764564,89.6514740674485",1,1,17.3635;25.5971;19.3882,18.4693;13.1107,127769765,127770211,446,29.30926033280471,31.69113898384197,0.3969955403265122,0.5467728738650006,3,2
chr7,127776587,127777720,1133,1559,CpG:,111.75526389222735,164.1699283167207,0.6807291995439403,0.2,both,False,3,2,3,2,"92.15785981487197,101.16891380084476,141.93901806096534","173.60988719802143,154.72996943541995",1,1,11.0461;11.8855;11.9789,16.8817;12.0445,127776587,127777720,1133,21.657855161174734,9.43995888130074,0.19379718150959555,0.057501145173730825,3,2
chr7,127824263,127824550,287,1560,CpG:,48.54485029958266,36.727923468845646,1.3217423070694616,1.0,exo_only,False,3,1,3,2,"12.427308039382774,9.527233063966971,123.68000979539825","0.0,73.45584693769129",1,0,4.09002;9.67815;6.7745,6.66339,127824263,127824550,287,53.141771097458374,36.727923468845646,1.0946943037110413,1.0,3,1
chr7,127841412,127842351,939,1560,CpG:,274.2160519175721,197.08529604128756,1.3913572317446063,0.8,both,False,3,2,3,2,"213.92088388558776,208.89392812158098,399.8333437455475","155.41664937052863,238.75394271204647",1,1,17.3382;21.7902;15.0227,23.4046;19.7011,127841412,127842351,939,88.84854369734815,41.66864667075892,0.32400927325748075,0.21142443149097087,3,2
chr7,127875449,127877185,1736,1560,CpG:,99.40560718560549,90.7927731745254,1.094862550288272,1.0,both,False,3,2,3,2,"106.22018280556675,113.09238334240452,78.90425540884519","38.9876747433491,142.5978716057017",1,1,10.6443;9.81992;9.24443,6.06366;11.1281,127875449,127877185,1736,14.765632474555744,51.8050984311763,0.14853923126274002,0.5705861449081914,3,2
chr7,127895403,127895688,285,1560,CpG:,250.55887955782705,93.94142107461627,2.6671821300085705,0.2,both,False,3,2,3,2,"212.9343768404241,185.0859143909655,353.65634744209154","31.080132402453508,156.80270974677904",1,1,20.2927;25.6113;16.9979,11.41;9.25102,127895403,127895688,285,73.78211223284379,62.86128867216277,0.2944701555301114,0.6691541170346251,3,2
