chr,start,end,cpg_length,cpg_name,cpg_score,exo_signal,endo_signal,enrichment,pvalue,binding_type,significant,exo_replicates_with_signal,endo_replicates_with_signal,total_exo_replicates,total_endo_replicates,exo_replicate_signals,endo_replicate_signals,n_exo_peaks,n_endo_peaks,exo_peak_scores_by_rep,endo_peak_scores_by_rep,analysis_start,analysis_end,analysis_length,exo_signal_std,endo_signal_std,exo_signal_cv,endo_signal_cv,exo_replicates_with_peaks,endo_replicates_with_peaks
chr11,5878003,5878493,490,629,CpG:,321.0058781740617,128.7355166396316,2.4935300416951067,0.4,both,False,3,2,3,2,"313.5880609006298,159.66528263286668,489.7642909886886","85.65859090843979,171.81244237082345",1,1,16.1997;51.1361;21.6569,11.5992;16.18,5878003,5878493,490,134.8643932232195,43.07692573119183,0.42013060318506334,0.3346157055614788,3,2
chr11,5902021,5902327,306,630,CpG:,30.660717756400185,44.12155209958943,0.6949147592812243,0.2,both,False,3,2,3,2,"29.042593488506242,42.882029402489756,20.057530378204547","44.44964185727188,43.79346234190698",1,0,3.70721;3.72981;4.24067,4.04538,5902021,5902327,306,9.388048556086602,0.32808975768244864,0.30619141504366515,0.007436042978313577,3,1
chr11,5955545,5956093,548,630,CpG:,95.97941920647077,55.05742706521584,1.7432601616632502,1.0,exo_only,False,3,1,3,2,"76.8481614885539,58.77348857900522,152.31660755185314","0.0,110.11485413043168",1,0,10.1949;12.1907;11.6102,21.3484,5955545,5956093,548,40.51405141589034,55.05742706521584,0.4221118626352237,1.0,3,1
chr11,5972162,5972405,243,630,CpG:,148.21263921865875,5.474883603460995,27.07137721155658,0.2,both,False,3,2,3,2,"90.53259647824636,23.41730765354486,330.688013524185","6.623033864998523,4.326733341923466",1,0,3.6514;12.5465;3.78324,4.00846,5972162,5972405,243,131.90668966978694,1.1481502615375283,0.8899827326816874,0.20971226873420928,3,1
chr11,6064996,6066085,1089,631,CpG:,12.133216561620154,9.366633832947281,1.2953657394977238,0.8,both,False,3,2,3,2,"21.170859227386277,6.358368381433689,8.870422076040501","3.7148591068712693,15.018408559023294",1,1,3.31324;2.76122;3.62258,3.63888;2.75759,6064996,6066085,1089,6.472343324057321,5.651774726076012,0.5334400231947287,0.6033944346362518,3,2
chr11,6199825,6200401,576,632,CpG:,485.40094802804566,360.32553318060104,1.3471178235508356,0.4,both,False,3,2,3,2,"515.3692923105425,341.4747056555417,599.3588461180528","313.717148092058,406.93391826914416",1,1,23.5874;41.563;28.5971,29.8502;24.2996,6199825,6200401,576,107.39222107085702,46.60838508854309,0.22124435790070207,0.12935076978067553,3,2
chr11,6267407,6267896,489,632,CpG:,188.82479117496857,101.11010826243458,1.8675164572553682,0.8,both,False,3,2,3,2,"90.5702408710628,149.25231100835197,326.65182164549094","96.15347517828756,106.06674134658158",1,1,14.4965;28.5961;8.87523,8.8128;8.6905,6267407,6267896,489,100.35973324377049,4.956633084147008,0.5314965933195461,0.04902213210257777,3,2
chr11,6274191,6274450,259,632,CpG:,15.636606723338636,22.022412197009935,0.7100315162324351,0.8,both,False,3,2,3,2,"19.629103612715674,7.924729737535867,19.35598681976436","17.5890267861856,26.455797607834274",1,1,10.6226;18.7343;9.35371,12.1832;9.43212,6274191,6274450,259,5.454260302965856,4.433385410824338,0.3488135501179436,0.201312434403815,3,2
chr11,6274673,6275009,336,632,CpG:,254.4364478843553,151.83076470806486,1.6757898069839614,0.2,both,False,3,2,3,2,"295.47705307460967,216.4992335864476,251.33305699200858","149.5907779421125,154.0707514740172",1,1,10.6226;18.7343;9.35371,12.1832;9.43212,6274673,6275009,336,32.31714992641115,2.239986765952338,0.12701462465432514,0.014753181084606338,3,2
chr11,6291320,6292275,955,9,CpG:,238.54817660067093,180.69752564230515,1.3201518712153395,1.0,both,False,3,2,3,2,"186.042174134579,158.2396883739851,371.36266729344874","163.5319997477906,197.8630515368197",1,1,14.8793;23.6897;14.4883,11.978;15.4633,6291320,6292275,955,94.59743216072155,17.16552589451456,0.39655483227221405,0.09499591006295298,3,2
chr11,6389594,6389970,376,633,CpG:,36.84360987582105,6.393171758093732,5.762962621671657,0.5,exo_only,False,3,1,3,2,"26.622949668701658,14.004645040694703,69.9032349180668","0.0,12.786343516187465",0,0,18.0907;18.6264,24.7962,6389594,6389970,376,23.93755081974354,6.393171758093732,0.6497069885503475,1.0,2,1
chr11,6415425,6416451,1026,633,CpG:,113.57737835604622,140.96213742631684,0.8057296833727066,0.4,both,False,3,2,3,2,"95.0798141570584,79.38056951749627,166.27175139358403","110.79719983578657,171.12707501684713",1,1,9.02016;19.3763;10.8512,16.1604;16.0028,6415425,6416451,1026,37.807753022606335,30.16493759053028,0.3328810153029356,0.21399319094673896,3,2
chr11,6444021,6444762,741,634,CpG:,565.6793024150628,457.6718585150122,1.2359931944483054,0.8,both,False,3,2,3,2,"515.8563337132998,488.2090267613832,692.9725467705051","323.40101643419456,591.9427005958299",1,1,34.1006;51.4278;39.1086,32.0196;29.8914,6444021,6444762,741,90.71483134645679,134.2708420808177,0.1603644166565166,0.2933779728482332,3,2
chr11,6528548,6528932,384,634,CpG:,411.73215128315815,212.91147867838544,1.9338184762931563,0.8,both,False,3,2,3,2,"277.33866012096405,324.8822817802429,632.9755119482676","72.91200817624728,352.9109491805236",1,1,13.7784;38.5712;12.8297,10.484;16.4605,6528548,6528932,384,157.64214214249927,139.99947050213814,0.3828754729287219,0.6575477816938893,3,2
chr11,6547034,6547252,218,634,CpG:,5.826203799758118,8.796543044781465,0.6623288000863593,1.0,both,False,3,2,3,2,"3.1249389560944443,4.437042905650007,9.916629537529902","1.1457064392369822,16.44737965032595",1,1,12.1308;18.2991;7.26059,13.1176;13.2864,6547034,6547252,218,2.9415518841567523,7.650836605544483,0.5048831083249911,0.869754921518099,3,2
chr11,6605463,6605768,305,635,CpG:,96.13042009280679,90.64023298982714,1.0605711936287259,0.8,both,False,3,2,3,2,"48.99990578323114,49.41180655057313,189.9795479446161","42.13298014656442,139.14748583308986",1,1,6.896;6.72361;7.97861,6.00304;11.304,6605463,6605768,305,66.3615677656351,48.50725284326272,0.6903284902070326,0.5351624906867445,3,2
chr11,6625740,6626394,654,635,CpG:,238.0960819213276,124.42913587086062,1.9135074776090768,0.4,both,False,3,2,3,2,"181.30652875054503,171.98391922533693,360.99779778810085","176.0679274042812,72.79034433744005",1,1,8.46481;21.1463;9.92418,11.1328;10.0445,6625740,6626394,654,86.98793626834193,51.63879153342057,0.36534803750817174,0.41500562687354947,3,2
chr11,7063695,7064250,555,638,CpG:,13.559973194076493,10.364103764027089,1.3083594590341705,1.0,both,False,3,2,3,2,"11.36155686936937,25.56868499463743,3.7496777182226784","16.194578462892824,4.533629065161353",1,1,3.66604;3.45914;2.58292,8.664;3.8332,7063695,7064250,555,9.042199046124935,5.830474698865736,0.6668301564250074,0.5625642922548509,3,2
chr11,7213334,7214110,776,640,CpG:,58.72071028779872,44.49102769807442,1.3198326342625744,0.8,both,False,3,2,3,2,"78.39270066723381,43.6453016406482,54.12412855551415","68.54286056203941,20.439194834109433",1,1,5.31379;13.8733;5.83155,9.98227;5.07968,7213334,7214110,776,14.553163630733808,24.05183286396499,0.24783698220622064,0.5405996244273304,3,2
chr11,8624300,8624839,539,650,CpG:,20.071573666753633,32.37848708569893,0.6199046179529164,1.0,both,False,2,2,3,2,"26.411102877034768,33.80361812322613,0.0","9.297052125762699,55.45992204563516",1,1,4.81771;4.25888;7.02676,6.78942;12.6911,8624300,8624839,539,14.510074029474175,23.08143495993623,0.7229166118403824,0.7128632940397929,3,2
chr11,8664109,8664649,540,651,CpG:,13.988935447916573,17.916405561235216,0.780789171137301,0.5,exo_only,False,3,1,3,2,"7.2200266219951486,7.016445676485698,27.730334045268872","0.0,35.83281112247043",1,0,3.91536;4.73955;4.49298,6.42694,8664109,8664649,540,9.716991573487151,17.916405561235216,0.6946198021761792,1.0,3,1
chr11,9010914,9011323,409,653,CpG:,309.20598731161425,160.8679625113611,1.9221104220162977,0.8,both,False,3,2,3,2,"218.64286651704597,111.25757560170368,597.7175198160932","125.98744973926497,195.7484752834572",1,1,9.76532;30.6259;13.6318,11.6044;22.8117,9010914,9011323,409,208.66572704895808,34.88051277209611,0.6748437469248199,0.21682696932046192,3,2
chr11,11113908,11114582,674,669,CpG:,16.844152246337497,47.266624682734914,0.35636460947655024,0.8,both,False,3,2,3,2,"18.510674847339665,26.049266049699188,5.9725158419736415","80.5338338178414,13.99941554762843",1,1,3.13442;3.36889;5.04532,10.7396;4.83911,11113908,11114582,674,8.280577593002,33.267209135106484,0.4915995457594184,0.7038202824594327,3,2
chr11,11115678,11116517,839,669,CpG:,9.317058854411886,49.443703320654414,0.18843772267599979,0.2,both,False,3,2,3,2,"7.428447434103673,14.880706301747118,5.642022827384867","75.11496924671997,23.772437394588867",1,1,3.13442;2.90186,10.7396;4.63829,11115678,11116517,839,4.001121335121984,25.671265926065548,0.4294403843147714,0.5192019246531991,2,2
chr11,11461979,11462326,347,672,CpG:,156.0826674213098,285.06481107442454,0.5475339689701646,0.2,both,False,3,2,3,2,"164.76413667442475,117.47758006774727,186.00628552175735","280.75549779226867,289.3741243565804",1,1,25.3289;27.7742;21.9135,33.2695;39.916,11461979,11462326,347,28.64229738335949,4.30931328215587,0.18350722637284317,0.015116959774564377,3,2
chr11,11685304,11686481,1177,674,CpG:,8.025378507853432,10.549781340710066,0.7607151512121553,0.4,both,False,3,2,3,2,"4.993861332928213,6.969382089178949,12.112892101453134","13.80822435312587,7.29133832829426",1,1,4.37758;3.37542,5.76532;11.4824,11685304,11686481,1177,3.000721701856753,3.2584430124158055,0.37390407180425483,0.30886355908078866,2,2
chr11,11808710,11809131,421,675,CpG:,286.08152709078996,268.90037513062396,1.0638941167405211,0.8,both,False,3,2,3,2,"259.0825131296262,218.36936105741742,380.7927070853263","206.0549873660126,331.74576289523526",1,1,22.1163;33.6796;34.6104,26.9866;39.9024,11808710,11809131,421,69.00263714710134,62.84538776461133,0.2411992058655464,0.23371253288167737,3,2
chr11,12025554,12026332,778,676,CpG:,60.45914935902234,14.230850863272854,4.248456395186883,0.2,both,False,3,2,3,2,"50.57637083744942,45.164530560412565,85.63654667920503","1.266049523586479,27.19565220295923",1,0,4.88988;8.54289;4.50226,5.18059,12025554,12026332,778,17.939676802361788,12.964801339686376,0.29672393661762037,0.9110348681361061,3,1
chr11,12036489,12038108,1619,676,CpG:,11.459564463454607,10.854596707318727,1.0557337847225572,0.8,both,False,3,2,3,2,"13.280527297474118,7.653209431220014,13.444956661669687","12.217813772209785,9.491379642427667",1,1,4.34811;3.38373,4.32237;3.15675,12036489,12038108,1619,2.6923364360737736,1.3632170648910593,0.23494230035180066,0.125588918837667,2,2
chr11,12464568,12464924,356,680,CpG:,36.336840017011546,27.11889319071609,1.339908666680067,1.0,both,False,3,2,3,2,"15.783120149976751,19.92070448264647,73.30669541841142","37.99430268534114,16.24348369609104",1,0,3.4797;6.46728,3.86958,12464568,12464924,356,26.196151846251514,10.87540949462505,0.7209254253806181,0.401027041116418,2,1
chr11,16257539,16257942,403,709,CpG:,74.39481146459839,74.4987886784686,0.9986043100067175,0.8,both,False,3,2,3,2,"79.51922377404149,33.54991435767995,110.11529626207376","73.11020823418355,75.88736912275367",1,1,3.81413;8.2896;5.36619,7.35563;7.21373,16257539,16257942,403,31.467010531447027,1.3885804442850613,0.4229731874032769,0.018638966739151618,3,2
chr11,16507843,16508363,520,710,CpG:,141.94228435663078,132.25360250106226,1.0732583587315945,1.0,both,False,3,2,3,2,"170.3794018323605,141.25739881442144,114.19005242311037","42.2001758648799,222.3070291372446",1,1,12.622;16.5586;14.9473,7.48743;18.6188,16507843,16508363,520,22.94431734893769,90.05342663618235,0.16164540012115042,0.6809147345189258,3,2
chr11,16752214,16753080,866,712,CpG:,93.25196928937588,55.988243060629586,1.66556341459748,0.4,both,False,3,2,3,2,"67.82064634878145,45.914610673318556,166.02065084602762","67.58979907377213,44.386687047487044",1,1,5.41739;12.3821;8.18771,7.78354;6.42726,16752214,16753080,866,52.226617488107884,11.601556013142542,0.5600591374755881,0.20721414673754335,3,2
chr11,16951076,16951424,348,714,CpG:,585.0359690180227,382.328587652623,1.5301915365784156,0.8,both,False,3,2,3,2,"458.5741143062197,477.8341109615633,818.699681786285","236.90607053384014,527.7511047714058",1,1,27.1817;56.3171;35.8512,12.737;29.4663,16951076,16951424,348,165.41218186957033,145.42251711878285,0.28273848212651453,0.3803600405913438,3,2
chr11,17159070,17159983,913,715,CpG:,177.9326156652422,86.01743848221977,2.0685644539626895,0.2,both,False,3,2,3,2,"164.96723890147882,124.29115463582735,244.5394534584204","76.5518575336168,95.48301943082276",1,1,19.6237;28.4384;22.1821,6.92243;16.2754,17159070,17159983,913,49.939891125242816,9.465580948602984,0.280667436594078,0.11004258108150437,3,2
chr11,17211326,17211726,400,716,CpG:,528.3770726680756,431.0686322975159,1.2257376971549143,0.8,both,False,3,2,3,2,"417.2008986377716,459.0776473617554,708.8526720046997","385.6837853240967,476.4534792709351",1,1,35.4302;46.3129;30.7947,37.8333;38.0555,17211326,17211726,400,128.75557460516205,45.3848469734192,0.24368122930656722,0.10528450361031,3,2
chr11,17257527,17257808,281,716,CpG:,194.28357532722953,238.70630279893976,0.8139021594703048,0.8,both,False,3,2,3,2,"171.81658186182858,190.31493114322106,220.71921297663894","178.73846776290296,298.6741378349766",1,1,8.19204;15.315;11.6809,8.18223;10.7583,17257527,17257808,281,20.160678477046233,59.96783503603682,0.10376934047610478,0.25122015771216233,3,2
