seqnames,start,end,distanceToTSS,geneId,SYMBOL
chr13,47043183,47044004,0,218214,Kdm1b
chr16,97610392,97611183,0,50528,Tmprss2
chr11,116130558,116131201,0,338364,Trim65
chr12,71831095,71831860,0,208846,Daam1
chr5,108132085,108132989,0,73130,Tmed5
chr17,34264511,34265096,1180,14961,H2-Ab1
chr3,103058217,103058519,0,18176,Nras
chr11,116654222,116654433,0,114886,Cygb
chr8,69749631,69749956,6,620419,Zfp963
chr6,47830173,47830632,0,330301,Zfp786
chr6,115360967,115362226,16,19016,Pparg
chrX,152233406,152233786,134,20591,Kdm5c
chr19,11818526,11819169,0,20908,Stx3
chr5,90931120,90931445,0,665563,Mthfd2l
chr2,5713742,5715268,0,227541,Camk1d
chr5,31452362,31452578,0,269639,Zfp512
chr9,88481758,88483199,0,56403,Syncrip
chr17,24141162,24141875,0,18607,Pdpk1
chr10,127380387,127380653,-9,71750,R3hdm2
chr7,125444606,125445208,0,77035,Kdm8
chr4,103119197,103119913,0,71148,Mier1
chr2,155826090,155826831,0,16418,Eif6
chr11,59191614,59192134,0,14923,Guk1
chr15,51877270,51877796,0,78581,Utp23
chr1,121327653,121328143,0,72999,Insig2
chr14,54641128,54641737,0,239096,Cdh24
chr4,116144334,116144681,0,68075,Lurap1
chr4,108833263,108833800,0,70533,Btf3l4
chr3,83055251,83055643,0,53317,Plrg1
chr14,26969890,26970847,0,72993,Appl1
chr4,40722233,40723250,0,15502,Dnaja1
chr12,102757312,102758334,0,100233175,Gon7
chr5,114690800,114691170,0,56356,Gltp
chr11,61266868,61267493,0,11671,Aldh3a2
chr2,119167445,119168086,0,320415,Gchfr
chr6,86438328,86439022,0,232196,C87436
chr12,80436450,80436956,0,320808,Dcaf5
chr17,31276991,31277406,0,22092,Rsph1
chr1,153486981,153487778,0,13211,Dhx9
chr8,105613932,105614532,-934,100316712,Mir1966
chr4,32238406,32240295,0,12014,Bach2
chrX,101273844,101274103,0,59024,Med12
chr1,156718337,156718908,164,215015,Fam20b
chr9,121762634,121763050,-967,270210,Zbtb47
chr4,109665677,109667173,16,12580,Cdkn2c
chr17,46383388,46384503,0,57908,Zfp318
chr7,134224650,134225407,0,11489,Adam12
chr4,12171401,12171897,0,68099,Cibar1
chr7,79504772,79505482,0,723968,Mir9-3
chr11,60139740,60140546,0,19377,Rai1
chr16,91931351,91931751,0,28080,Atp5po
chr7,116333749,116334655,0,68052,Rps13
chr8,85299056,85300113,0,56452,Orc6
chr2,122738328,122738840,0,18457,Bloc1s6
chr8,84908520,84909214,0,13423,Dnase2a
chr10,40883344,40884526,0,83767,Wasf1
chr1,74124244,74124923,0,21961,Tns1
chr11,103267034,103267850,0,53859,Map3k14
chr9,77917272,77918016,0,68801,Elovl5
chr5,139791366,139792185,0,17135,Mafk
chr10,84917514,84917973,0,237422,Ric8b
chr6,97178802,97179375,0,232286,Tmf1
chr17,26507982,26508904,0,19252,Dusp1
chr19,10688656,10689219,0,107305,Vps37c
chr4,82504346,82506555,0,18028,Nfib
chr4,137681527,137681896,0,110351,Rap1gap
chr19,5447472,5448842,0,14283,Fosl1
chr17,33929192,33930553,0,19732,Rgl2
chr13,108044085,108044666,0,75616,Smim15
chr14,105895076,105895323,1496,24064,Spry2
chr2,69647125,69647462,0,72569,Bbs5
chr13,119755651,119755894,0,245269,Nim1k
chr2,38643669,38644013,0,19177,Psmb7
chr18,74207528,74207809,0,66468,Ska1
chr10,58255344,58255740,0,70297,Gcc2
chr13,24638734,24638949,21,193385,Ripor2
chr15,97246949,97247838,0,105827,Amigo2
chr1,79761251,79761833,0,69368,Wdfy1
chr5,124115908,124116699,0,65105,Arl6ip4
chr8,70139216,70139902,0,105980076,Mef2bl
chr11,102555764,102556459,0,237943,Gpatch8
chr4,46649724,46650710,0,381605,Tbc1d2
chr15,73184091,73185471,0,239528,Ago2
chr11,4594212,4594952,0,74302,Mtmr3
chr15,55071916,55072237,0,319944,Taf2
chr6,37299800,37300061,0,320127,Dgki
chr3,96597431,96598815,795,545554,Ankrd34a
chr9,21546352,21547476,0,59035,Carm1
chr4,33310153,33310655,0,24018,Rngtt
chr16,24393278,24394073,0,210126,Lpp
chr10,79777133,79777458,0,83554,Fstl3
chr9,106885631,106887477,0,109095,Rbm15b
chr2,102658650,102659347,0,20511,Slc1a2
chr8,71602124,71602943,0,100037278,Niban3
chr9,22411367,22411818,0,68283,Matcap2
chr16,38562692,38563197,0,67846,Tmem39a
chr3,95658487,95659477,0,17210,Mcl1
chr1,189687914,189688439,0,108000,Cenpf
chr3,68572336,68572589,91,30953,Schip1
chr10,62980177,62980810,0,70432,Rufy2
chr10,79874255,79874713,0,19152,Prtn3
chr13,62964732,62965237,0,72061,Aopep
chr10,79779936,79780219,-362,83554,Fstl3
chr12,28649525,28649834,0,19819,Rnaseh1
chr10,58446725,58447449,0,19386,Ranbp2
chr19,41980924,41982472,0,226122,Ubtd1
chr16,91484935,91485537,0,15975,Ifnar1
chr4,101068788,101069748,0,242570,Raver2
chr6,121109702,121110111,0,194401,Mical3
chr18,32162806,32163600,0,26405,Map3k2
chr8,31150835,31151036,495,234138,Tti2
chr1,93685454,93686634,0,51800,Bok
chr4,152282859,152283620,489,100129,Gpr153
chr8,106059663,106060215,30,18021,Nfatc3
chr4,80911185,80911937,539,52829,Lurap1l
chr8,95715799,95716412,0,66083,Setd6
chr9,21312114,21312529,0,11768,Ap1m2
chr19,6235534,6235910,0,225849,Ppp2r5b
chr12,80168329,80168631,1520,109711,Actn1
chr2,69822564,69823322,194,277396,Klhl23
chr11,45980057,45980944,0,214105,Sox30
chr18,13970139,13970852,868,225207,Zfp521
chr18,13971238,13971610,110,225207,Zfp521
chr3,10439504,10440158,0,74718,Snx16
chr8,40898981,40899274,543,11988,Slc7a2
chr16,18248030,18249295,0,15547,Trmt2a
chr13,100744138,100744607,0,66128,Mrps36
chr5,129669870,129670194,0,22648,Zfp11
chr3,129878501,129879061,0,66350,Pla2g12a
chr2,53190977,53192516,0,56194,Prpf40a
chr5,136244404,136244936,0,23921,Sh2b2
chr4,141077834,141078468,0,66147,Necap2
chr4,129120944,129121645,0,15444,Hpca
chr8,105276317,105276537,177,78688,Nol3
chr11,102447127,102447776,0,217219,Fam171a2
chr8,123041287,123042967,0,100503178,2810013P06Rik
chr8,95806617,95808138,0,234594,Cnot1
chr17,65782573,65783979,0,70351,Ppp4r1
chr10,41518857,41519970,0,53599,Cd164
chr17,73107861,73108488,0,225010,Lclat1
chr8,70594347,70595521,0,71780,Isyna1
chr4,46450682,46452589,0,67628,Anp32b
chr4,137356935,137357836,0,12540,Cdc42
chr4,149099516,149099929,0,56273,Pex14
chr17,46202358,46203009,0,72322,Xpo5
chr7,109010708,109011269,0,22141,Tub
chr9,20581269,20581685,0,244721,Zfp846
chr10,80349019,80349330,-607,66548,Adamtsl5
chr16,91597230,91598030,0,77975,Tmem50b
chr4,82506710,82506941,-931,18028,Nfib
chr2,156179356,156180438,0,170791,Rbm39
chr12,100724639,100725581,0,73086,Rps6ka5
chr13,29855262,29855514,0,68916,Cdkal1
chr11,117076625,117077062,0,102465258,Mir6516
chr19,55742345,55743241,0,21416,Tcf7l2
chr5,112326118,112326567,0,54723,Tfip11
chr5,110770051,110771137,0,100504049,Gm15559
chr15,77928841,77929138,0,56551,Txn2
chr19,47731239,47731916,0,67788,Sfr1
chr3,95140179,95140481,-993,102466888,Mir8099-2
chrX,106011556,106012093,0,67075,Magt1
chr17,74527820,74529348,0,12211,Birc6
chr11,97698897,97700716,0,22658,Pcgf2
chr9,44407135,44407934,0,60409,Trappc4
chr11,70239632,70239850,0,104457,0610010K14Rik
chr7,127895403,127895688,0,27973,Vkorc1
chr8,94875947,94876296,0,114255,Dok4
chr1,170174609,170175289,0,107652,Uap1
chr17,29842083,29842375,46,74762,Mdga1
chr2,132846556,132847257,0,66586,Crls1
chr15,99972474,99973733,0,207214,Larp4
chr8,31111750,31112293,0,68867,Rnf122
chr14,61599428,61599716,0,66597,Trim13
chr15,84680904,84681714,0,109270,Prr5
chr3,108571613,108571862,0,99730,Taf13
