seqnames,start,end,distanceToTSS,geneId,SYMBOL
chr8,110079697,110080128,0,234725,Zfp612
chr9,24695948,24696360,0,320752,Dpy19l2
chr12,57575938,57576606,121,70846,Ttc6
chr7,16475558,16476830,0,18142,Npas1
chr11,116969039,116969281,2243,268510,Mgat5b
chr10,107271870,107272607,0,108030,Lin7a
chr6,88446045,88446698,0,65967,Eefsec
chr18,37751792,37752055,192,93704,Pcdhgb7
chr1,60042646,60043499,0,70375,Ica1l
chr18,37755688,37756215,0,93723,Pcdhga11
chrX,95711569,95712121,0,547176,Zc3h12b
chr9,40876202,40876450,2075,244813,Bsx
chr15,98295938,98296320,0,239652,Zfp641
chr2,13793075,13793793,0,241230,St8sia6
chr6,85502724,85503112,0,330369,Fbxo41
chr19,25610007,25611039,0,240590,Dmrt3
chrX,93631949,93632435,0,18968,Pola1
chr11,104132524,104133862,0,12921,Crhr1
chr2,152626972,152627572,19,19700,Rem1
chr2,170497210,170497548,-65,13081,Cyp24a1
chr18,34720197,34720469,0,14587,Gfra3
chr12,72939661,72940486,0,20476,Six6
chr15,83251083,83251828,0,239559,A4galt
chr2,25290231,25290874,316,227618,Lrrc26
chr7,35186360,35186671,0,53896,Slc7a10
chr2,179931966,179932187,-2611,228980,Taf4
chr14,54781103,54781990,0,50934,Slc7a8
chr5,37241746,37242615,0,12933,Crmp1
chrX,153237843,153238174,95,245671,Klf8
chr10,90828917,90829902,0,77531,Anks1b
chr9,119894747,119895533,0,67561,Wdr48
chrX,157491334,157492336,0,20603,Sms
chr2,25616103,25616625,1034,77058,Ccdc183
chr8,32883371,32884945,0,211323,Nrg1
chr18,11059069,11059297,22,14465,Gata6
chr9,114057238,114057741,98,382111,Susd5
chr3,58636585,58636808,399,545527,Erich6
chr14,69190582,69191014,0,18095,Nkx3-1
chr10,18844886,18845426,0,64058,Perp
chr18,35964843,35965235,0,74002,Psd2
chr3,96670062,96670418,0,213121,Ankrd35
chr2,143062930,143063274,0,20639,Snrpb2
chr8,106893008,106893910,0,214987,Chtf8
chr6,85190026,85190668,2588,13796,Emx1
chr2,18698656,18699226,0,381350,Spag6
chr2,25305080,25305422,0,14810,Grin1
chr2,172938929,172940663,0,12162,Bmp7
chr9,98296489,98296945,0,74080,Nmnat3
chr17,57087448,57087687,95,22153,Tubb4a
chr11,69045640,69046110,0,20877,Aurkb
chr8,3495872,3496387,2702,140482,Zfp358
chr5,38038963,38039555,0,71116,Stx18
chr2,50066300,50067004,0,320343,Lypd6
chr9,122572205,122572723,0,319626,9530059O14Rik
chr6,85431902,85432290,0,232187,Smyd5
chr1,193035479,193036021,0,329324,Syt14
chr6,6216759,6217226,0,50799,Slc25a13
chr19,17356352,17356764,0,14537,Gcnt1
chr17,70516168,70516453,146,224997,Dlgap1
chr5,100719409,100719687,18,15442,Hpse
chr14,34201177,34201649,0,432839,Gprin2
chr10,54074629,54076165,0,100502920,Gm16998
chr2,170133456,170133728,217,228913,Zfp217
chr8,84912537,84913446,0,100503676,Gm38426
chr13,57907481,57908451,0,20745,Spock1
chr3,89159735,89160229,0,15168,Hcn3
chr19,4476634,4477151,0,171180,Syt12
chr12,118198504,118199025,18,13411,Dnah11
chr2,109674032,109674244,-456,12064,Bdnf
chr19,41895893,41896185,0,107094,Rrp12
chr1,95667365,95667768,0,20452,St8sia4
chr7,97788274,97789365,0,18479,Pak1
chr9,62677691,62677940,0,319480,Itga11
chr14,118533924,118534141,114,239273,Abcc4
chr14,24004138,24005040,0,16531,Kcnma1
chr14,24003687,24003940,0,16531,Kcnma1
chr10,89744948,89745809,0,75089,Bltp3b
chr5,138820882,138821434,802,384244,Foxl3
chr8,102784878,102785094,548,12552,Cdh11
chr8,102784311,102784548,1094,12552,Cdh11
chr15,5242329,5242792,0,19219,Ptger4
