seqnames,start,end,distanceToTSS,geneId,SYMBOL
chr9,110380486,110381316,2193,235623,Scap
chr11,58961795,58962215,0,382523,H3f4
chr10,128668967,128669418,0,22781,Ikzf4
chr6,65042536,65043113,0,13990,Smarcad1
chr16,94125181,94125923,0,20465,Sim2
chr18,6516014,6516482,0,13831,Epc1
chr13,43615827,43616295,0,328234,Rnf182
chr12,72084672,72086287,0,104771,Jkamp
chrX,94366646,94367151,0,631145,Fam90a1b
chr5,31201998,31202356,0,101023,Zfp513
chr5,31200413,31200621,-127,101023,Zfp513
chr8,70696589,70696815,-2134,16478,Jund
chr11,64978825,64979382,0,68626,Elac2
chr17,24478694,24479220,0,56716,Mlst8
chr4,98922812,98924544,0,230484,Usp1
chrX,38634977,38635341,0,59048,C1galt1c1
chr16,17530598,17531307,0,69009,Thap7
chr16,22439207,22440193,0,104156,Etv5
chr9,108854053,108854666,0,171429,Slc26a6
chr6,145210860,145211224,0,320662,Dnai7
chr6,142571133,142571622,0,16523,Kcnj8
chr12,84617242,84617489,0,19300,Abcd4
chr9,107709242,107710020,0,20350,Sema3f
chr16,4541728,4541980,0,106393,Srl
chr11,120011987,120012305,103,11302,Aatk
chr13,100650928,100651791,0,102216272,Ak6
chr4,119195285,119195634,0,69216,Svbp
chr12,73584451,73585703,0,18755,Prkch
chr7,27473570,27473959,0,170742,Sertad3
chr16,15594030,15594560,0,70620,Ube2v2
chr2,158228889,158229473,0,228846,D630003M21Rik
chrX,72918211,72918481,0,26370,Cetn2
chr8,84856898,84857223,0,66590,Farsa
chr10,117224057,117224549,0,64050,Yeats4
chr8,71908671,71908878,14,382019,Zfp882
chr3,138488935,138489828,0,75624,Metap1
chr16,85899485,85901102,726,23794,Adamts5
chr5,75077075,75077280,1473,14843,Gsx2
chr1,36683084,36683438,0,381337,Fam178b
chr3,94443183,94443771,0,78523,Mrpl9
chr15,39112321,39113188,0,223499,Dcaf13
chr5,143731505,143732774,0,76800,Usp42
chr4,43030893,43031551,0,66592,Stoml2
chr7,45366577,45367777,0,76787,Ppfia3
chr6,122339254,122339637,0,13619,Phc1
chr16,18620742,18621814,0,14724,Gp1bb
chr18,53744268,53744834,0,225523,Cep120
chr5,65696736,65698656,0,71521,Pds5a
chr19,8953723,8954028,0,70044,Tut1
chr9,45055132,45055428,0,319742,Mpzl3
chr7,28825224,28825477,0,51798,Ech1
chr12,31634422,31634833,0,12033,Bcap29
chr6,113076301,113077811,0,14910,Gt(ROSA)26Sor
chr12,91848814,91849048,81,20338,Sel1l
chr4,135352376,135353707,0,51796,Srrm1
chr11,49712022,49712957,0,104625,Cnot6
chr2,131210066,131210421,0,69596,Ap5s1
chr8,83331925,83332719,0,244548,Elmod2
chr5,107986728,107987456,0,67266,Dipk1a
chr5,121836316,121837557,0,16923,Sh2b3
chr11,119040750,119043113,0,30951,Cbx8
chr7,19714911,19715998,0,53333,Tomm40
chr15,102671865,102672453,0,67942,Atp5mc2
chr15,102670744,102671157,0,67942,Atp5mc2
chr1,191325846,191326480,0,66950,Pacc1
chr2,156065178,156065913,0,245865,Spag4
chr13,71962779,71964032,0,16371,Irx1
chr2,91115203,91115607,-2537,17868,Mybpc3
chr8,75212788,75214068,0,75141,Rasd2
chr11,51619750,51620108,0,52530,Nhp2
chr19,8774317,8774992,0,67706,Tmem179b
chr17,35379546,35380650,0,15015,H2-Q4
chr10,128695892,128696208,49,19344,Rab5b
chr17,57031133,57031927,0,16549,Khsrp
chr13,14062996,14064859,0,14593,Ggps1
chr8,70510148,70510819,0,22186,Uba52
chr11,87817142,87817416,89,76113,Lpo
chr7,105787307,105787852,0,233651,Dchs1
chr15,99875242,99875576,0,65970,Lima1
chr13,109902499,109903358,0,238871,Pde4d
chr1,39193418,39194435,0,18143,Npas2
chr6,113194947,113195335,49,269788,Lhfpl4
chr4,124714653,124715359,0,75062,Sf3a3
chr6,128300212,128300948,0,21679,Tead4
chr7,5038259,5038649,0,654801,Zfp784
chr9,58253065,58253422,0,69106,Stoml1
chr5,34659863,34661044,0,14772,Grk4
chr14,115040329,115042403,-1268,723905,Mir17
chr5,30711372,30711987,0,65254,Dpysl5
chr5,100518114,100518927,0,26891,Cops4
chr6,134792285,134792997,0,70686,Dusp16
chr19,6306139,6306859,0,240505,Cdc42bpg
chr6,72355133,72355938,0,232086,Tmem150a
chrX,9199822,9200810,0,236285,Lancl3
chr13,73467150,73467678,0,210992,Lpcat1
