seqnames,start,end,distanceToTSS,geneId,SYMBOL
chrX,159414230,159415517,0,78283,Map7d2
chrX,168122986,168123301,29,333605,Frmpd4
chrX,136215031,136215549,0,19716,Bex1
chr12,72917438,72918004,0,75801,4930447C04Rik
chr1,19104571,19104923,0,102635013,Gm15825
chr7,143107028,143107765,0,16535,Kcnq1
chr8,87468768,87469125,1943,12404,Cbln1
chr2,162660429,162661436,0,19281,Ptprt
chr4,101717345,101717617,0,16847,Lepr
chr4,108383205,108383697,0,545667,Shisal2a
chr7,17056218,17056516,163,53417,Hif3a
chr15,73058048,73058500,-2238,76510,Trappc9
chr7,16474573,16474839,849,18142,Npas1
chr2,180891500,180891737,-2303,723951,Mir124a-3
chr8,70730092,70730299,0,110385,Pde4c
chr14,69174640,69175155,-2783,73554,1700092C10Rik
chrX,52744262,52744655,-1695,723829,Mir106a
chr18,37012133,37012411,0,12942,Pcdha11
chr2,26202071,26203265,0,16871,Lhx3
chr7,119184311,119184754,0,209776,Gpr139
chr12,57542297,57543269,2852,15375,Foxa1
chr5,67097560,67097844,1213,18935,Phox2b
chr18,82405614,82406552,225,14427,Galr1
chr10,88885817,88886555,0,216225,Slc5a8
chr7,120597744,120598024,119,78552,E130201H02Rik
chr8,104170508,104171263,0,65115,Bean1
chr3,13472896,13473372,0,76897,Ralyl
chr3,27371767,27372546,416,208188,Ghsr
chr7,40898778,40900225,0,58188,Vstm2b
chr7,40902431,40902701,-1494,320210,A230077H06Rik
chrX,72825026,72825488,0,57249,Gabrq
chr17,93202758,93202998,682,11516,Adcyap1
chr10,29196623,29197487,-1467,212448,9330159F19Rik
chr10,23348465,23348670,1217,14051,Eya4
chr18,21651498,21651709,0,74644,4930426D05Rik
chr5,114273644,114274422,0,116810,Foxn4
chr18,36967776,36968053,126,12937,Pcdha6
chr18,37006603,37006879,1400,12943,Pcdha10
chr2,31635316,31637231,-2806,381359,Prdm12
chr2,131063425,131063752,0,110751,Adam33
chr15,100280851,100281074,10,75002,Tmprss12
chr9,123678266,123678959,0,102680,Slc6a20a
chr9,122747129,122747451,0,671232,Topaz1
chr2,131171499,131171740,2913,70997,Spef1
chr8,119447647,119447894,928,117148,Necab2
chr15,102936834,102937456,77,15421,Hoxc12
chr16,5884850,5885725,0,268859,Rbfox1
chr14,46385746,46386028,1276,12159,Bmp4
chr14,34896263,34896534,1654,723847,Mir346
chr14,39473035,39474133,0,18183,Nrg3
chr14,33923270,33923822,0,14560,Gdf10
chr7,49974934,49975950,0,338352,Nell1
chr2,74675196,74675530,183,15432,Hoxd12
chr5,130448994,130449857,193,140904,Caln1
chr2,74711842,74712395,0,15434,Hoxd3
chr17,68003884,68004335,0,268970,Arhgap28
chr2,54436017,54436959,0,271786,Galnt13
chr2,55437145,55437407,0,16519,Kcnj3
chr12,20815179,20816016,0,69513,1700030C10Rik
chr17,68273759,68273977,0,320858,L3mbtl4
chr5,119670093,119671401,0,21386,Tbx3
chr6,65381245,65381614,0,243407,Qrfprl
chr6,77243659,77244825,737,74342,Lrrtm1
chr4,47208248,47208819,87,12819,Col15a1
chr11,118569079,118570409,0,52897,Rbfox3
chr13,93674272,93674553,0,64918,Bhmt2
chr13,96748199,96748403,0,625662,Ankrd31
chr14,4334676,4335342,0,554327,2610042L04Rik
chr17,28364248,28364571,568,22157,Tulp1
chr6,6879318,6879580,2488,13395,Dlx5
chr2,79456618,79457022,0,18012,Neurod1
chr11,52764518,52765273,0,320027,Fstl4
chr11,48849541,48849747,1639,94089,Trim7
chr11,49609732,49610329,469,14257,Flt4
chr13,73846882,73847698,0,72293,Nkd2
chr12,12392418,12392711,0,70858,4921511I17Rik
chrX,97072492,97072696,0,245526,Pgr15l
chr1,75475918,75476150,2596,74241,Chpf
chr19,45153394,45154219,1925,21908,Tlx1
chr4,99653363,99653955,-2344,15221,Foxd3
chr3,123690706,123691099,0,83398,Ndst3
chr3,125937825,125939109,0,22239,Ugt8a
chr1,6359082,6359442,0,620393,Alkal1
chr11,100145310,100145807,313,16669,Krt19
chr11,100265543,100265746,232,68239,Krt42
chr4,87230147,87230588,0,76376,Slc24a2
chr7,24333322,24333977,0,69301,Tescl
chr8,80611267,80611526,187,333315,Frem3
chr1,120340460,120341881,0,226359,C1ql2
chr2,16356320,16356831,16,67448,Plxdc2
chr19,24999191,24999943,0,76088,Dock8
chr4,155360977,155362087,0,18762,Prkcz
chr9,98601375,98601757,0,64655,Mrps22
chr9,98864863,98865214,96,71979,Prr23a3
chr9,98424832,98425125,1871,19659,Rbp1
chr10,62110704,62111095,0,69894,Fam241b
chr12,110277822,110279918,0,100526515,Mir1247
chr5,26817538,26817886,104,13483,Dpp6
chr19,11868738,11869108,2197,257938,Or10q3
