seqnames,start,end,distanceToTSS,geneId,SYMBOL
chr9,118559594,118559833,-528,54214,Golga4
chr17,6466927,6467139,0,547127,Tmem181b-ps
chr17,6256745,6257192,0,77106,Tmem181a
chr6,136328529,136328742,990,668137,Eif4a3l1
chr3,99240888,99241581,507,21384,Tbx15
chr7,126847586,126847941,0,13446,Doc2a
chr2,174284647,174285390,0,14683,Gnas
chr5,147270137,147270628,178,18609,Pdx1
chr13,53472289,53472899,175,17702,Msx2
chr5,144545394,144546764,0,53324,Nptx2
chrX,139610568,139611192,0,66889,Rnf128
chr1,74884301,74885613,0,260298,Fev
chr3,95356816,95357319,0,84505,Setdb1
chr8,95677519,95678593,0,234593,Ndrg4
chr5,47986121,47986390,1127,20563,Slit2
chr6,3763576,3763862,0,12311,Calcr
chr10,80304774,80305091,2954,23805,Apc2
chr7,45357719,45357941,2172,76787,Ppfia3
chr5,27049331,27049871,132,13483,Dpp6
chr7,44351977,44353713,1215,243961,Shank1
chr14,44858992,44859201,174,19214,Ptgdr
chr7,19429373,19429601,-921,232944,Mark4
chr14,15438703,15439065,0,218763,Lrrc3b
chr11,65269835,65270263,0,214384,Myocd
chr9,26755649,26756070,365,76898,B3gat1
chr8,87943718,87944082,0,94187,Zfp423
chr7,25225712,25226098,-2625,77124,9130221H12Rik
chr8,78434795,78435860,785,18997,Pou4f2
chr18,37732639,37733134,1630,93702,Pcdhgb5
chr17,34898533,34898905,34,110147,Ehmt2
chrX,47892197,47892471,0,93761,Smarca1
chr15,84105448,84105929,0,29859,Sult4a1
chr16,17734077,17734299,-1186,94112,Med15
chr10,22819309,22819799,375,21412,Tcf21
chr10,19872458,19872687,-2784,18634,Pex7
chr4,143349995,143350733,238,242735,Lrrc38
chr12,112928400,112929942,0,16450,Jag2
chr7,123982572,123983871,0,628779,Hs3st4
chr8,106336590,106336927,1061,58994,Smpd3
