seqnames,start,end,distanceToTSS,geneId,SYMBOL
chrX,136215031,136215549,0,19716,Bex1
chr7,143107028,143107765,0,16535,Kcnq1
chr4,101717345,101717617,0,16847,Lepr
chr15,73058048,73058500,-2238,76510,Trappc9
chr7,16474573,16474839,849,18142,Npas1
chr14,69174640,69175155,-2783,73554,1700092C10Rik
chrX,52744262,52744655,-1695,723829,Mir106a
chr7,119184311,119184754,0,209776,Gpr139
chr12,57542297,57543269,2852,15375,Foxa1
chr10,88885817,88886555,0,216225,Slc5a8
chr3,27371767,27372546,416,208188,Ghsr
chr18,21651498,21651709,0,74644,4930426D05Rik
chr18,36967776,36968053,126,12937,Pcdha6
chr15,100280851,100281074,10,75002,Tmprss12
chr2,131171499,131171740,2913,70997,Spef1
chr8,119447647,119447894,928,117148,Necab2
chr14,34896263,34896534,1654,723847,Mir346
chr2,74675196,74675530,183,15432,Hoxd12
chr2,74711842,74712395,0,15434,Hoxd3
chr17,68003884,68004335,0,268970,Arhgap28
chr2,54436017,54436959,0,271786,Galnt13
chr13,96748199,96748403,0,625662,Ankrd31
chr6,6879318,6879580,2488,13395,Dlx5
chr2,79456618,79457022,0,18012,Neurod1
chr1,75475918,75476150,2596,74241,Chpf
chr1,6359082,6359442,0,620393,Alkal1
chr11,100265543,100265746,232,68239,Krt42
chr4,87230147,87230588,0,76376,Slc24a2
chr2,16356320,16356831,16,67448,Plxdc2
chr4,155360977,155362087,0,18762,Prkcz
chr9,98601375,98601757,0,64655,Mrps22
chr9,98864863,98865214,96,71979,Prr23a3
chr12,110277822,110279918,0,100526515,Mir1247
