chr,start,end,neu_signal,nsc_signal,enrichment,pvalue,binding_type,binding_type_by_peaks,significant,neu_replicates_with_signal,nsc_replicates_with_signal,neu_replicate_signals,nsc_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,neu_replicates_with_peaks,nsc_replicates_with_peaks,neu_peak_scores_by_rep,nsc_peak_scores_by_rep,region_start,region_end
chr9,89066523,89066900,0.0,7.336633046468099,0.0,1.0,nsc_only,nsc_only,False,0,1,"0.0,0.0,0.0","0.0,22.009899139404297,0.0",314,377,CpG:,1264,0,1,,2.6118,89066694,89067008
chr15,102981650,102982309,0.0,12.301057944185468,0.0,1.0,nsc_only,nsc_only,False,0,2,"0.0,0.0,0.0","28.337853076266413,8.565320756289989,0.0",1033,659,CpG:,1370,0,2,,4.84809;5.36346,102980900,102981933
chr16,94079639,94079844,0.0,18.17566621849699,0.0,1.0,nsc_only,nsc_only,False,0,1,"0.0,0.0,0.0","54.526998655490964,0.0,0.0",211,205,CpG:,1302,0,1,,3.97708,94079784,94079995
chrUn_GL456378,27402,28190,0.0,7.279180773261452,0.0,1.0,nsc_only,nsc_only,False,0,1,"0.0,0.0,0.0","0.0,0.0,21.837542319784358",245,788,CpG:,585,0,1,,2.16476,27785,28030
chr6,136399201,136399416,0.0,23.62015019547189,0.0,1.0,nsc_only,nsc_only,False,0,3,"0.0,0.0,0.0","25.328497117565526,23.8018067531322,21.730146715717932",434,215,CpG:,1625,0,3,,3.71195;2.8782;3.75447,136399271,136399705
chr12,72945352,72946044,0.0,60.09757768299024,0.0,1.0,nsc_only,nsc_only,False,0,2,"0.0,0.0,0.0","77.00511824346222,0.0,103.2876148055085",226,692,CpG:,1141,0,1,,5.83188,72945302,72945528
chr12,20990202,20991305,0.0,16.911725506722288,0.0,1.0,nsc_only,nsc_only,False,0,2,"0.0,0.0,0.0","21.486212799917503,0.0,29.248963720249364",343,1103,CpG:,745,0,2,,4.99281;2.99185,20990231,20990574
chr17,36110763,36110967,0.0,9.061779071502292,0.0,1.0,nsc_only,nsc_only,False,0,1,"0.0,0.0,0.0","0.0,27.185337214506873,0.0",258,204,CpG:,860,0,1,,2.75479,36110700,36110958
chr17,36161661,36162048,0.0,8.323455235397242,0.0,1.0,nsc_only,nsc_only,False,0,2,"0.0,0.0,0.0","0.0,1.9191193125878108,23.051246393603915",734,387,CpG:,860,0,1,,3.07298,36161140,36161874
chr4,139831505,139833545,0.0,9.86082909746868,0.0,1.0,nsc_only,nsc_only,False,0,1,"0.0,0.0,0.0","29.582487292406036,0.0,0.0",246,2040,CpG:,1651,0,1,,2.65031,139832497,139832743
chr4,147275137,147276116,0.0,18.59325114989177,0.0,1.0,nsc_only,nsc_only,False,0,2,"0.0,0.0,0.0","18.245419275192987,37.53433417448234,0.0",231,979,CpG:,1708,0,1,,3.26475,147275131,147275362
