chr,start,end,neu_signal,nsc_signal,enrichment,pvalue,binding_type,binding_type_by_peaks,significant,neu_replicates_with_signal,nsc_replicates_with_signal,neu_replicate_signals,nsc_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,neu_replicates_with_peaks,nsc_replicates_with_peaks,neu_peak_scores_by_rep,nsc_peak_scores_by_rep,region_start,region_end
chr10,33624362,33624567,37.35974114904955,0.0,inf,1.0,neu_only,neu_only,False,3,0,"24.53087866163172,54.081883270172064,33.46646151534485","0.0,0.0,0.0",1166,205,CpG:,841,3,0,3.64482;6.95828;3.58009,,33623658,33624824
chrX,169994005,169994235,50.38062298952878,0.0,inf,1.0,neu_only,neu_only,False,3,0,"79.67720000298469,34.95183007097069,36.51283889463096","0.0,0.0,0.0",273,230,CpG:,1881,2,0,9.62838;3.81024,,169993992,169994265
chr2,144393401,144393650,33.68538935121586,0.0,inf,1.0,neu_only,neu_only,False,3,0,"17.03210664824616,74.00945015090832,10.01461125449311","0.0,0.0,0.0",1390,249,CpG:,1686,3,0,3.24524;7.71701;2.83982,,144393145,144394535
chr18,37767918,37768507,13.57242351666696,0.0,inf,1.0,neu_only,neu_only,False,2,0,"9.38683134468335,0.0,31.330439205317536","0.0,0.0,0.0",1935,589,CpG:,873,2,1,3.72878;3.59886,4.20965,37766904,37768839
chr5,74620010,74620304,18.95858855331961,0.0,inf,1.0,neu_only,neu_only,False,3,0,"32.64136631362104,4.651602477843059,19.582796868494743","0.0,0.0,0.0",414,294,CpG:,1154,2,0,3.13989;2.54413,,74619862,74620276
chr2,133554334,133554765,27.16851634796852,0.0,inf,1.0,neu_only,neu_only,False,3,0,"7.198478824779635,38.75583288415534,35.551237334970565","0.0,0.0,0.0",976,431,CpG:,1603,2,0,6.37376;2.97417,,133554278,133555254
chr8,57340917,57341421,28.86843638811409,0.0,inf,1.0,neu_only,neu_only,False,3,0,"11.22035939916806,52.87087471864322,22.514075046530994","0.0,0.0,0.0",918,504,CpG:,1022,3,0,3.16777;9.47439;3.11426,,57340826,57341744
chr8,47392428,47392641,16.87390639199151,0.0,inf,1.0,neu_only,neu_only,False,3,0,"5.384230929480658,26.470646243625218,18.766842002868653","0.0,0.0,0.0",900,213,CpG:,946,2,0,4.90648;2.76347,,47391962,47392862
chr18,77441514,77441726,37.71929554249111,0.0,inf,1.0,neu_only,neu_only,False,3,0,"15.730606650051318,52.016468054369874,45.41081192305214","0.0,0.0,0.0",304,212,CpG:,1175,2,0,8.65638;3.51641,,77441651,77441955
chr6,113501731,113502045,48.10878616111631,0.0,inf,1.0,neu_only,neu_only,False,3,0,"51.46674082891703,48.536415181089104,44.323202473342796","0.0,0.0,0.0",471,314,CpG:,1450,3,0,5.46789;6.63164;4.48429,,113501716,113502187
chr9,88599530,88599905,113.17237452940871,0.0,inf,1.0,neu_only,neu_only,False,3,0,"85.85136227637717,127.10473836143062,126.56102295041833","0.0,0.0,0.0",636,375,CpG:,1260,3,0,11.0718;18.5758;13.5135,,88599248,88599884
