chr,start,end,neu_signal,nsc_signal,enrichment,pvalue,binding_type,binding_type_by_peaks,significant,neu_replicates_with_signal,nsc_replicates_with_signal,neu_replicate_signals,nsc_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,neu_replicates_with_peaks,nsc_replicates_with_peaks,neu_peak_scores_by_rep,nsc_peak_scores_by_rep,region_start,region_end
chr11,76997416,76997717,15.457709979713432,15.463030180271462,0.9996559406212104,1.0,both,both,False,3,3,"19.048522884366914,9.71583013508292,17.608776919690463","22.663551410312746,9.333129870998228,14.392409259503411",7265,301,CpG:,1172,3,3,4.54377;6.07867;3.74047,6.48771;5.74707;6.73122,76993615,77000880
chr4,148558393,148558893,27.280046403792728,27.29493659357324,0.9994544706220708,0.7,both,both,False,3,3,"28.600582876360146,24.66652990447982,28.573026430538224","14.438722775158366,50.26767497409519,17.178412031466145",1911,500,CpG:,1718,2,1,4.962;4.90872,6.81245,148557843,148559754
chr1,136345398,136346321,26.735465334888005,26.758769430308792,0.9991291043677668,1.0,both,both,False,3,3,"17.980345392242793,30.755496620155732,31.47055399226549","15.691942968721511,33.73941503975222,30.844950282452654",3053,923,CpG:,1625,3,3,9.43497;6.3837;6.30915,3.84937;7.43286;7.44557,136344286,136347339
chr13,114387746,114388137,32.183447974259586,32.2128130742768,0.9990884031161916,0.7,both,both,False,3,3,"34.46478641619917,28.450565197888544,33.634992308691054","25.789991133496397,54.652218662962625,16.196229426371378",1666,391,CpG:,1457,3,3,6.34691;5.26096;5.03805,5.39009;3.88356;6.51277,114386840,114388506
chr12,27338810,27339694,12.840835015949764,12.853920090816018,0.9989820167875788,1.0,both,both,False,3,3,"12.05779706037961,8.849171332040306,17.615536655429374","21.076921969783,12.566952634213576,4.917885668451478",4556,884,CpG:,793,2,2,4.04035;3.43979,4.34968;5.98198,27336405,27340961
chr3,103279249,103280584,30.06238738887956,30.09611418186165,0.9988793638680964,1.0,both,both,False,3,3,"25.296286282861928,30.73748163393159,34.15339424984514","29.506079329603633,33.15523168600624,27.627031529975078",3267,1335,CpG:,1372,3,3,7.44427;8.62887;7.5735,5.08067;6.71164;6.3203,103278503,103281770
chr6,48395584,48396016,26.98345777976054,27.015668429729786,0.998807704867528,0.7,both,both,False,3,3,"20.118564969158403,27.739335523594093,33.09247284652913","15.075826968063646,19.60043099074237,46.37074733038333",4068,432,CpG:,954,3,2,4.45456;9.93248;7.86068,6.11062;7.46929,48394499,48398567
chr5,24444881,24445355,19.50318240780636,19.528250572126407,0.99871631285007,1.0,both,both,False,3,3,"21.825268787709355,21.278953174739623,15.405325260970095","12.504297486787308,24.498537080922304,21.581917148669604",7652,474,CpG:,771,3,3,3.92263;10.9012;5.43352,3.62804;5.27277;5.86642,24441538,24449190
chr9,55148920,55150136,18.8670135748382,18.89910142218582,0.998302149576807,1.0,both,both,False,3,3,"12.138752331012673,28.97810626043018,15.484182133071725","23.91291100429458,11.798053048775374,20.986340213487498",3654,1216,CpG:,1005,3,3,4.14086;4.93831;5.01278,5.75399;6.03387;7.91256,55147999,55151653
chr18,67289191,67289598,31.88259318532481,31.9388154645096,0.9982396880295308,1.0,both,both,False,3,3,"35.959280055453654,31.337878103068626,28.350621397452155","26.226135882758822,34.0868636121423,35.50344689862768",4931,407,CpG:,1098,3,3,10.9757;28.7572;6.1767,7.50143;14.3168;6.41673,67286901,67291832
