chr,start,end,exo_signal,endo_signal,enrichment,pvalue,binding_type,binding_type_by_peaks,significant,exo_replicates_with_signal,endo_replicates_with_signal,exo_replicate_signals,endo_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,exo_replicates_with_peaks,endo_replicates_with_peaks,exo_peak_scores_by_rep,endo_peak_scores_by_rep,region_start,region_end
chr9,110380486,110381316,9.57981530861885,11.974821980825082,0.7999964695891694,1.0,both,both,False,3,3,"10.453541111882558,5.685143310162355,12.600761503811636","12.102526189745383,20.635035828524998,3.186903924204866",4127,830,CpG:,1427,2,2,6.07191;4.89683,6.63678;4.8775,110378885,110383012
chr11,58961795,58962215,16.861109209753465,21.079058077316333,0.7998986077987089,0.4,both,endo_only,False,3,3,"11.619073675461605,22.122081004282798,16.842172949515994","23.61688015873239,20.29595194752193,19.32434212569468",5598,420,CpG:,1034,1,2,4.74917,5.55221;5.73075,58957302,58962900
chr4,120148735,120149024,13.298861329742245,16.629904332883665,0.7996956003796919,1.0,both,exo_only,False,3,3,"0.7936102921425484,33.0001349896551,6.10283870742908","0.32857865836014244,12.074489006158727,37.48664533413212",1247,289,CpG:,1501,2,0,3.96648;4.65227,,120148537,120149784
chr6,65042536,65043113,14.502646270018545,18.14136452012757,0.799424224893782,1.0,both,both,False,3,3,"31.434976301935382,7.498448761214925,4.574513746905317","22.304999968234668,24.70122814773769,7.417865444410358",2403,577,CpG:,1081,2,3,4.94232;2.74981,4.27704;9.56578;5.34767,65041322,65043725
chr16,94125181,94125923,21.350472248789657,26.71223254344565,0.7992769684849271,0.7,both,both,False,3,3,"12.759345642264861,18.28715675961778,33.00491434448632","22.478458815528715,25.58526108036899,32.07297773443926",4381,742,CpG:,1303,2,3,9.89572;5.99068,8.5201;5.68405;4.12612,94122606,94126987
chr18,6516014,6516482,38.23857573513792,47.84922258485463,0.7991472728177887,0.4,both,both,False,3,3,"56.861533436448916,36.635445796204515,21.218747972760344","65.929578752119,37.96987364405454,39.64821535839035",5071,468,CpG:,634,3,3,7.03849;19.044;20.1202,12.7262;10.9001;10.4683,6512872,6517943
chr13,43615827,43616295,29.880012713053407,37.41944243720362,0.7985157118040255,1.0,both,both,False,3,3,"32.06611816818602,56.02702759936722,1.5468923716069858","42.654226606269376,42.31771351629472,27.286387189046767",2699,468,CpG:,917,2,3,10.6036;8.88591,5.68101;7.7142;9.19741,43614176,43616875
chr12,72084672,72086287,84.79310208138583,106.19471945383992,0.7984681584684933,0.4,both,both,False,3,3,"71.04059273254933,102.7114929795312,80.62722053207693","140.4331493359432,72.15019047833631,106.00081854724023",5094,1615,CpG:,1134,3,3,21.0851;18.5151;18.9044,30.743;19.6626;22.3457,72082021,72087115
chrX,94366646,94367151,20.215231447431425,25.324887038996707,0.7982357992871936,0.7,both,both,False,3,3,"25.608098880497423,16.943955241638974,18.093640220157884","16.012666210203644,32.06122372854426,27.900771178242202",4853,505,CpG:,1304,3,3,13.0044;5.32367;9.2399,12.6193;9.93017;7.28263,94363492,94368345
chr5,31200413,31200621,23.63064668856377,29.605542912834807,0.798183190159274,0.7,both,both,False,3,3,"28.21419431107182,25.661696215159015,17.01604953946048","40.18580442380106,26.312147324549866,22.31867699015349",5547,208,CpG:,823,3,2,4.89816;5.91982;6.17178,6.0416;7.00507,31198400,31203947
chr5,31201998,31202356,23.63064668856377,29.605542912834807,0.798183190159274,0.7,both,both,False,3,3,"28.21419431107182,25.661696215159015,17.01604953946048","40.18580442380106,26.312147324549866,22.31867699015349",5547,358,CpG:,823,3,3,4.89816;5.91982;9.99018,20.1012;11.1984;7.00507,31198400,31203947
chr8,70696589,70696815,39.001784659889935,48.885805377588326,0.7978140967228553,0.4,both,exo_only,False,3,3,"47.35615097743485,43.4346491571834,26.214553845051555","50.86583260247461,59.48045464122997,36.311128889060406",3009,226,CpG:,1124,2,0,6.17395;6.15859,,70696130,70699139
chr11,64978825,64979382,28.753862186418075,36.05327687717732,0.797538106851531,0.7,both,both,False,3,3,"60.69955352028172,9.415227743150687,16.146805295821828","47.458826845513634,22.519701548178126,38.181302237840185",2026,557,CpG:,1080,3,3,10.5165;9.9207;6.41765,5.41332;7.07171;6.91159,64978227,64980253
chr17,24478694,24479220,20.37583936590584,25.55389672816896,0.7973672110619758,0.7,both,both,False,3,3,"13.46305037518474,21.082542531011384,26.581925191521382","19.09627251172434,36.300169661239806,21.265248011542734",4530,526,CpG:,771,3,3,6.51946;3.15501;8.49212,4.5681;5.95214;4.89338,24476417,24480947
chr4,98922812,98924544,73.93460654813443,92.72919304299865,0.797317480309042,0.2,both,both,False,3,3,"58.279703864610816,94.02820298949399,69.49591279029846","81.07266735579753,99.91467643254892,97.2002353406495",5976,1732,CpG:,1339,3,3,15.3752;19.8712;26.2003,43.4555;31.7292;25.0649,98921258,98927234
chrX,38634977,38635341,19.49537988837751,24.45187211809145,0.7972960022947799,0.7,both,both,False,3,3,"25.166056174561252,20.038354553584714,13.281728936986559","36.32286755816469,23.56599168139502,13.46675711471466",3498,364,CpG:,879,3,3,5.4518;6.22677;9.10788,13.7227;10.5892;17.106,38633742,38637240
chr16,17530598,17531307,23.34987518826559,29.28724331501283,0.7972711851748878,0.4,both,both,False,3,3,"21.15249712826342,10.571232294058316,38.32589614247503","27.04224551410274,39.006599376629815,21.81288505430593",2901,709,CpG:,718,3,3,10.2067;7.74436;6.10295,3.68948;7.44271;5.48659,17529545,17532446
chr16,22439207,22440193,64.71340693272894,81.17041087517065,0.7972536572748117,0.2,both,both,False,3,3,"62.94351410727195,69.1727848215589,62.02392186935593","96.07268067308,79.71511542231185,67.72343653012005",5161,986,CpG:,756,3,3,10.2369;9.97196;18.8582,15.6982;16.5764;19.1214,22438042,22443203
chr9,108854053,108854666,16.496394512392516,20.69499164480477,0.7971201339689228,0.7,both,both,False,3,3,"17.325440843010963,20.231916571376942,11.931826122789646","20.112531637181903,26.32761128541223,15.644832011820169",7151,613,CpG:,1415,3,3,8.00362;16.5938;10.4756,11.0206;10.3065;6.51432,108848977,108856128
chr6,145210860,145211224,86.28149130102132,108.29087001757404,0.7967568391224402,0.2,both,both,False,3,3,"76.67696974667474,107.09852545146163,75.06897870492757","110.33620610910721,127.31278377261746,87.22362017099742",2690,364,CpG:,1692,3,3,13.4366;26.4173;18.873,36.1891;40.6897;23.9018,145210380,145213070
chr12,84617242,84617489,23.2501400695262,29.21484255777729,0.7958331462353466,1.0,both,both,False,3,3,"23.15662245273746,36.8993675306084,9.694430225232738","20.802325464003776,35.84545534313679,30.9967468661913",3061,247,CpG:,1230,3,3,5.87441;11.105;21.0901,8.89676;7.40084;7.6114,84616625,84619686
chr9,107709242,107710020,16.53134334597388,20.77272894873437,0.7958195279383883,0.4,both,both,False,3,3,"23.30721691397921,7.838159163008288,18.44865396093414","23.369267314938686,28.795734722119963,10.153184809144472",2127,778,CpG:,1406,2,2,5.52716;9.60492,5.72623;3.71908,107708635,107710762
chr16,4541728,4541980,33.97297396417769,42.706218710149535,0.7955041441330813,0.4,both,both,False,3,3,"25.096538946480454,51.48879694317529,25.333586002877336","40.984149709732115,52.08599246757064,35.04851395314586",2495,252,CpG:,619,3,3,8.6295;7.33299;8.05506,31.019;9.75609;8.41403,4540922,4543417
chr11,120011987,120012305,18.834502414969176,23.67909215027827,0.795406441067794,1.0,both,both,False,3,3,"32.33426978523988,6.118268419376264,18.050969040291378","30.612528880349082,26.708705414025644,13.716042156460082",3607,318,CpG:,1500,2,2,6.30439;5.0598,5.53471;5.93089,120011615,120015222
chr18,81916242,81916539,15.318911505989917,19.263018496761827,0.7952497947590651,0.7,both,both,False,3,3,"10.719145788380535,26.900037611364038,8.33755111822518","24.668128104219512,13.442456670986708,19.678470715079257",2976,297,CpG:,1209,3,2,5.30278;3.72545;6.15664,8.93616;6.44655,81915262,81918238
