chr,start,end,exo_signal,endo_signal,enrichment,pvalue,binding_type,binding_type_by_peaks,significant,exo_replicates_with_signal,endo_replicates_with_signal,exo_replicate_signals,endo_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,exo_replicates_with_peaks,endo_replicates_with_peaks,exo_peak_scores_by_rep,endo_peak_scores_by_rep,region_start,region_end
chr2,178119043,178119439,22.932079245827413,8.782935157689181,2.6109812760886784,0.6666666666666666,endo_only,exo_only,False,1,2,"68.79623773748224,0.0,0.0","0.0,6.798229148171165,19.55057632489638",550,396,CpG:,1943,2,0,4.31701;11.8396,,178118795,178119345
chr13,104863566,104863806,15.741889321977874,8.05401147067562,1.9545402163001075,0.5,endo_only,endo_only,False,1,3,"47.225667965933624,0.0,0.0","18.354512960839436,0.5044132768421656,5.303108174345261",1303,240,CpG:,1385,1,2,9.01433,2.34948;5.25197,104863330,104864633
chr2,4603471,4604164,8.555184674241657,4.389918542271121,1.948825380667688,0.6666666666666666,endo_only,exo_only,False,1,2,"25.66555402272497,0.0,0.0","7.6619685865878635,0.0,5.507787040225501",1117,693,CpG:,620,2,1,9.02221;7.07031,5.46819,4603177,4604294
chr16,97763144,97763933,9.271275023258092,14.137733766237892,0.6557822616096142,0.5,endo_only,endo_only,False,1,3,"0.0,27.813825069774282,0.0","14.46889169833877,22.273494944789192,5.670814655585723",2200,789,CpG:,1330,1,2,7.31516,4.98337;6.06847,97762019,97764219
chr13,94876988,94877530,5.331711521996817,12.26672077728968,0.4346484784970261,1.0,endo_only,endo_only,False,1,3,"0.0,0.0,15.995134565990451","22.478218573146503,0.4541344401111813,13.867809318611352",1994,542,CpG:,1308,1,2,6.66024,10.0576;4.87034,94876449,94878443
chr13,95604059,95604766,5.910838738894454,14.232990459875277,0.4152914143768948,1.0,endo_only,endo_only,False,1,3,"17.73251621668336,0.0,0.0","19.494033374765486,18.58090362047444,4.62403438438591",1826,707,CpG:,1314,0,2,,7.69889;6.05139,95603730,95605556
chr17,25133340,25133660,21.65339982068097,52.25797678680016,0.414355877362447,1.0,endo_only,endo_only,False,1,3,"0.0,0.0,64.96019946204291","34.65297842782641,0.5332203043831719,121.58773162819091",504,320,CpG:,776,1,2,8.2661,9.29251;5.63437,25133320,25133824
chr18,25678896,25679516,3.0841816536597286,7.592196946154725,0.4062304594484731,1.0,endo_only,endo_only,False,1,3,"9.252544960979186,0.0,0.0","13.356620676533417,6.928693294171147,2.491276867759608",1347,620,CpG:,780,1,2,4.49604,3.15125;3.19636,25678197,25679544
chr14,70659207,70659420,3.750623628406231,12.536775544419442,0.2991697199265695,1.0,endo_only,endo_only,False,1,3,"11.251870885218691,0.0,0.0","14.261181398151509,21.232309319616263,2.116835915490552",1858,213,CpG:,1124,1,2,2.79862,5.46208;2.87884,70658621,70660479
chr2,118430867,118431204,5.120863509310862,21.78721229102631,0.2350398683827961,1.0,endo_only,endo_only,False,1,3,"15.362590527932586,0.0,0.0","8.932152856037657,39.87403391907078,16.555450097970486",1078,337,CpG:,1488,1,2,5.99472,3.0724;6.19445,118430674,118431752
