chr,start,end,cpg_length,cpg_name,cpg_score,exo_signal,endo_signal,enrichment,pvalue,binding_type,binding_type_by_peaks,significant,exo_replicates_with_signal,endo_replicates_with_signal,total_exo_replicates,total_endo_replicates,exo_replicate_signals,endo_replicate_signals,n_exo_peaks,n_endo_peaks,exo_peak_scores_by_rep,endo_peak_scores_by_rep,analysis_start,analysis_end,analysis_length,exo_signal_std,endo_signal_std,exo_signal_cv,endo_signal_cv,exo_replicates_with_peaks,endo_replicates_with_peaks
chr7,127717034,127717466,432,1559,CpG:,62.21450810520738,7.393294124323646,8.414991620653113,0.1,both,both,False,3,3,3,3,"97.48858902189467,26.323593192630344,62.83134210109711","12.14040145167598,1.6701750490400527,8.369305872254902",1,0,6.88315;7.19555;4.61723,3.00119;5.70645,127717034,127717466,432,29.056261757478552,4.329808265938842,0.4670335367490679,0.5856399316907932,3,2
chr7,127745854,127746160,306,1559,CpG:,288.95349024687454,493.30531676714196,0.5857497992126266,0.2,both,both,False,3,3,3,3,"257.7167311525033,355.2274239733328,253.91631561478758","598.4139608744703,609.2619681763493,272.2400212506064",1,1,16.2799;21.4291;20.7918,25.0099;30.6498;26.2628,127745854,127746160,306,46.8884243586059,156.3794924256701,0.16226979753227974,0.31700346035290533,3,3
chr7,127746480,127747131,651,1559,CpG:,11.133764171258525,12.431592112068513,0.8956024353831505,0.4,both,both,False,3,2,3,3,"1.686440899991037,13.997088753133326,17.717762860651206","23.093037086148417,14.201739250057122,0.0",1,0,16.2799;20.7918,30.6498;26.2628,127746480,127747131,651,6.8507805734073175,9.510420815545913,0.6153157609618138,0.7650203392945346,2,2
chr7,127769765,127770211,446,1559,CpG:,51.02136672879548,38.60890347380274,1.3214922501856328,1.0,both,both,False,3,3,3,3,"51.00015720658238,24.941275915222853,77.12266706458122","29.375316280420584,77.95644071604639,8.494953424941263",1,1,6.6729;5.95206;8.07059,18.411;10.0763;10.8024,127769765,127770211,446,21.302969009873692,29.09947197134263,0.4175303480816147,0.7536984828146561,3,3
chr7,127776587,127777720,1133,1559,CpG:,27.41471756707573,25.26469706864734,1.0850997933039337,0.7,both,both,False,3,3,3,3,"26.190200675196703,26.11014553686211,29.943806489168388","14.276885625649003,41.84180056554284,19.675405014750186",1,1,5.70345;5.22789;4.09011,4.76335;4.80948;3.85638,127776587,127777720,1133,1.788634542173122,11.927175501313908,0.06524358814920711,0.47208860129635755,3,3
chr7,127824263,127824550,287,1560,CpG:,17.27687222617013,0.9172438311106097,18.835637417425954,0.4,both,exo_only,False,3,3,3,3,"0.8620488103673849,40.988031719619805,9.980536148523205","0.3569156699895028,1.256997599834349,1.1378182235079775",1,0,6.58856;4.51434,4.03818,127824263,127824550,287,17.17461336249686,0.39918806515593336,0.994081170345268,0.43520387013406425,2,1
chr7,127841412,127842351,939,1560,CpG:,57.03576520549773,74.64443515537899,0.7640993610142905,0.7,both,both,False,3,3,3,3,"63.44106378011937,80.58893663814655,27.07729519822727","69.19249226820989,48.416204412397356,106.32460878552975",1,1,4.99117;6.76846;7.35031,11.3349;4.3641;10.622,127841412,127842351,939,22.310607787495154,23.953268186119825,0.3911687290792167,0.32089824427311936,3,3
chr7,127875449,127877185,1736,1560,CpG:,43.16770308855033,20.93608645378353,2.0618802460451793,0.2,both,both,False,3,3,3,3,"27.72919896045863,39.6871330949568,62.086777210235596","12.960702611554053,33.152802847497476,16.694753902299063",1,1,9.45366;7.42864;6.82096,3.52112;5.82058;4.49371,127875449,127877185,1736,14.240706242028276,8.771997277086063,0.3298926100565549,0.4189893510637851,3,3
chr7,127895403,127895688,285,1560,CpG:,106.304107246622,87.35066540324897,1.2169810814362505,1.0,both,both,False,3,3,3,3,"164.78683424832528,55.46501024480452,98.66047724673622","105.26510601378324,76.81501653570878,79.9718736602549",1,1,6.97076;10.7528;9.15801,23.5076;6.77059;12.2062,127895403,127895688,285,44.95652796903217,12.732813868569899,0.42290490116938306,0.1457666499710065,3,3
chr7,127904064,127904271,207,1560,CpG:,272.33802198327106,184.37654379139778,1.477075209151291,0.1,both,both,False,3,3,3,3,"248.7378614490159,333.430633397494,234.84557110330334","168.0895286228346,183.7407434435858,201.29935930777287",1,1,8.01029;13.3793;15.2891,7.94144;9.00833;7.58427,127904064,127904271,207,43.56970897171048,13.565308574749915,0.15998393707356384,0.07357393893931324,3,3
chr7,127935406,127935994,588,1561,CpG:,70.80987908564457,37.82028639451716,1.8722724187490536,0.4,both,both,False,3,3,3,3,"38.862621158158696,19.963625165069995,153.60339093370501","88.3455011179658,18.16257370896891,6.952784356616792",1,1,8.70678;4.07953;6.7318,6.91356;5.21573;5.84671,127935406,127935994,588,59.050076011737076,36.01863255287898,0.8339242599230539,0.9523627657695535,3,3
chr7,127944686,127944904,218,1561,CpG:,19.221939664368236,6.01929444384502,3.193387504747084,0.3333333333333333,both,exo_only,False,2,2,3,3,"35.238616575888535,22.42720241721617,0.0","16.91579883470448,0.0,1.1420844968305814",0,0,5.5489;3.38221,4.16956,127944686,127944904,218,14.563545963162436,7.719086526461093,0.7576522566116948,1.2823905855534583,2,1
chr7,127967107,127968299,1192,1561,CpG:,41.299153327775215,40.582152505315655,1.017667885466786,0.7,both,both,False,3,3,3,3,"28.554678673412177,65.74166787950784,29.601113430405622","38.10471812950685,32.80125603859857,50.840483347841555",1,1,7.03369;8.90508;8.04095,7.75774;6.97214;9.65326,127967107,127968299,1192,17.288746718292547,7.569970994812944,0.4186223039750605,0.1865344868984313,3,3
chr7,128237256,128238563,1307,1563,CpG:,98.45633146508072,87.38481247349073,1.1266984350964726,1.0,both,both,False,3,3,3,3,"133.27761607162807,84.7569150534311,77.334463270183","109.66854436797045,101.09689341561888,51.38899963688285",1,1,7.47919;12.5399;9.81638,8.99585;9.75383;9.14675,128237256,128238563,1307,24.808124930571832,25.692310215812512,0.25197084394080305,0.29401345026181286,3,3
chr7,128297756,128298127,371,1563,CpG:,17.58770615274801,14.96234860317405,1.175464268291211,1.0,both,both,False,3,3,3,3,"24.769978846822465,19.617093952518267,8.376045658903301","4.151916696697554,25.392436801262622,15.342692311561976",0,1,7.88254;4.50406,3.44466;4.41139,128297756,128298127,371,6.844904307774342,8.67557566122621,0.38918686998331803,0.5798271308413313,2,2
chr7,128417711,128418774,1063,1564,CpG:,36.42010022551709,10.184467830939068,3.576043523342244,0.7,both,both,False,3,3,3,3,"48.74407569698197,6.101213865199408,54.41501111436989","9.140105673645536,9.576747868269655,11.836549950902011",1,1,5.27911;6.33226;3.16006,3.10021;5.11506;4.20345,128417711,128418774,1063,21.563333535184817,1.1817206663329205,0.5920723282380441,0.11603165584587632,3,3
chr7,128460230,128460594,364,1565,CpG:,28.195328433216712,28.111946752219847,1.0029660585846933,1.0,both,exo_only,False,2,2,3,3,"16.83088099891013,67.75510430074,0.0","1.9347217580774327,82.40111849858211,0.0",1,0,17.8264;21.7249;14.7455,17.1465,128460230,128460594,364,28.80453134278676,38.39636626687312,1.0216065193570276,1.3658380405064325,3,1
chr7,128461002,128462122,1120,1565,CpG:,239.7386349842662,136.54071705689034,1.7558032515998723,0.1,both,both,False,3,3,3,3,"319.5070652314595,229.92233165161952,169.7865080697196","157.97571033494813,147.97788112014533,103.66855971557753",1,1,17.8264;21.7249;14.7455,29.1701;17.1465;20.8802,128461002,128462122,1120,61.51602050167828,23.59976261824272,0.25659619070457923,0.1728404766499781,3,3
chr7,128523328,128524433,1105,1565,CpG:,50.41270093328094,17.934519498776165,2.810931228836159,0.4,both,both,False,3,3,3,3,"31.85378404591418,16.58013175601873,102.8041869979099","24.67006952212407,19.304470468754143,9.829018505450287",1,0,9.22841;6.17728;4.99735,5.37211;3.5673,128523328,128524433,1105,37.567467953122375,6.135784278312821,0.7451984769243235,0.34212147577923796,3,2
chr7,128611382,128611840,458,1566,CpG:,41.579993398949576,35.05389765239005,1.1861731842568601,1.0,both,both,False,3,3,3,3,"29.906373447726388,71.84779969261203,22.985807056510293","22.14759016661665,52.6820865973635,30.332016193189997",1,1,6.22875;13.104;10.6475,13.0989;18.0559;7.68537,128611382,128611840,458,21.588247314481276,12.905063384989008,0.5191979495366311,0.3681491716830272,3,3
chr7,128687969,128688582,613,1566,CpG:,38.736259423629825,43.577626870079094,0.8889024530664976,1.0,both,both,False,3,3,3,3,"36.39480621701936,7.20499065144027,72.60898140242983","52.03823090221909,53.0184187647958,25.676230943222418",1,1,7.36791;5.42186,5.23563;7.44003;5.28785,128687969,128688582,613,26.752349477855113,12.664521945420246,0.690628105963574,0.29061981698034717,2,3
