chr,start,end,cpg_length,cpg_name,cpg_score,exo_signal,endo_signal,enrichment,pvalue,binding_type,significant,exo_replicates_with_signal,endo_replicates_with_signal,total_exo_replicates,total_endo_replicates,exo_replicate_signals,endo_replicate_signals,n_exo_peaks,n_endo_peaks,exo_peak_scores_by_rep,endo_peak_scores_by_rep,analysis_start,analysis_end,analysis_length,exo_signal_std,endo_signal_std,exo_signal_cv,endo_signal_cv,exo_replicates_with_peaks,endo_replicates_with_peaks
chr2,127208233,127208604,371,1555,CpG:,169.77672292601386,46.15716908087306,3.6782308427222663,0.08225108225108226,both,False,6,5,6,5,"8.560917008597896,207.62139830884908,210.54798527226615,107.15044598438027,341.42515851352414,143.35443246846572","11.517001347400429,25.65225531405837,2.564866870561379,183.18342421703903,7.868297655306094",1,1,7.28644;7.91925,6.13481;14.5528;3.33054,127208233,127208604,371,102.6063877169886,68.93897851414395,0.6043607506884375,1.4935703355930332,2,3
chr2,127247484,127248719,1235,1555,CpG:,123.4437781266999,74.04690813709367,1.667102398092716,0.12554112554112554,both,False,6,5,6,5,"73.53378005162907,109.73585866240838,122.76082678883664,99.14375138147639,242.21337275717423,93.27507911867458","50.719634231768154,21.089970252774506,75.0845469723829,183.28209598556703,40.058293242975765",1,1,11.2707;9.92511;9.43047,8.92937;5.8473;9.18301,127247484,127248719,1235,55.20603785632747,57.33625010236043,0.4472160419431204,0.7743233518434774,3,3
chr2,127269730,127270849,1119,1555,CpG:,77.41032259038846,50.41283026845248,1.5355282014156337,0.42857142857142855,both,False,6,5,6,5,"59.993417663591266,103.54464541598023,54.649653033340904,43.537249386150776,171.19765587637102,31.53931416689657","44.013026187204694,16.922366071535713,69.97579741946707,99.39333676354389,21.75962490051106",1,1,7.16069;7.39026;6.70756,13.4562;5.03571;5.60414,127269730,127270849,1119,47.52542805777789,30.871911384065985,0.613941738871901,0.6123820309169413,3,3
chr2,127335968,127336736,768,1556,CpG:,30.693887410271497,20.290931257233023,1.5126899313371915,0.7922077922077921,both,False,6,5,6,5,"73.6305018203954,16.934134123226006,9.676418080925941,4.279708464940389,57.05792126059532,22.584640711545944","12.05741321357588,11.752916450301806,43.5511197100083,22.389630541205406,11.703576371073723",1,1,4.86104;7.78663,6.07666;3.68738,127335968,127336736,768,25.603218211687715,12.327790440323158,0.8341471339052274,0.6075517325469585,2,2
chr2,127362915,127363630,715,1556,CpG:,16.831937405335044,3.5915312893740774,4.686562930729324,0.06666666666666667,both,False,6,4,6,5,"14.587124017568735,4.8426382758400655,14.94712911619173,21.897026875635962,5.690844622525302,39.02686152424846","5.479896518733952,1.889528728031612,0.0,2.513655869277207,8.074575330827619",1,0,5.00252;4.23402;6.53329,5.69683;6.38582,127362915,127363630,715,11.508900319831318,2.850309887001265,0.6837537499505827,0.7936196728771948,3,2
chr2,127444312,127444599,287,1557,CpG:,71.18875030856513,82.91334154514485,0.8585922239040881,0.7922077922077921,both,False,6,5,6,5,"27.267680992232798,99.15357636242378,79.75267791748047,72.51776601545487,132.273105581463,16.16769498233596","46.19820551589806,116.49853171371832,11.99974309941202,227.43596758161272,12.434259815083148",1,1,5.92908;9.58001;6.48515,2.72068;7.1056;7.19263,127444312,127444599,287,39.88486336375016,81.68083625284139,0.5602691884724852,0.9851350184501685,3,3
chr2,127482109,127482724,615,1557,CpG:,26.799783905928695,16.944403983015356,1.5816303679251347,0.5367965367965368,both,False,6,5,6,5,"20.56956151093894,58.662344320033625,44.79038512222166,0.6251042970796911,28.348584091372608,7.802724093925662","11.330273642191072,10.705998095070443,17.61191458043044,44.13508367926125,0.9387499181235709",1,0,4.9925;2.53319,5.53245;4.00055,127482109,127482724,615,20.108460389839017,14.604079993570267,0.7503217361909619,0.8618821888458885,2,2
chr2,127541035,127541535,500,1558,CpG:,4.026711256504059,13.660070516109466,0.29477968300056107,0.2,both,False,3,3,6,5,"0.0,4.9825957489013675,15.901039080619812,0.0,0.0,3.2766327095031738","0.0,7.478059289455413,0.0,21.275051012039185,39.54724227905273",0,1,,3.97748;3.37158,127541035,127541535,500,5.643863996911685,15.096661257736164,1.401606332660569,1.1051671541470092,0,2
chr2,127584568,127584792,224,1558,CpG:,168.4319628193265,81.85380096094948,2.0577170619075025,0.05194805194805195,both,False,6,5,6,5,"181.6765560422625,189.1094901221139,136.4126478603908,237.39269835608346,197.01370855740137,68.98667597770691","171.818176814488,176.54491443293435,13.819928850446429,40.73919371196202,6.346790994916644",1,1,8.3773;8.86454;17.5965,14.0015;10.5511;7.64796,127584568,127584792,224,53.36990448067241,76.26312756618157,0.31686328169149947,0.931699281778801,3,3
chr2,127587174,127587659,485,1558,CpG:,128.94862891406947,65.77272153775716,1.9605183714352745,0.6095238095238095,both,False,6,4,6,5,"95.7813777215702,219.3340206342874,80.80152835944264,78.17077275502314,281.05793916761263,18.54613484648085","24.12230541583189,0.0,171.980927756398,130.24570366377682,2.5146708527791133",1,0,5.74412;10.7772;6.74442,2.42399,127587174,127587659,485,90.8222371064876,71.41335663652775,0.7043288313442321,1.0857594906656334,3,1
chr2,127656112,127656491,379,1558,CpG:,23.6924736925459,8.609813382694778,2.7517987486426114,0.39285714285714285,both,False,5,3,6,5,"21.950115817832444,11.943436076584467,5.658356019878136,0.0,61.66251190105026,40.940422339930066","1.3277316659610316,10.613116090719178,0.0,31.10821915679368,0.0",1,0,7.05282;3.56064,3.79163,127656112,127656491,379,21.474224626539847,11.928771698836664,0.9063732603529722,1.38548551154579,2,1
chr2,127788653,127788974,321,1559,CpG:,29.007815709861763,34.274309940872904,0.8463428077736227,0.5555555555555556,both,False,5,4,6,5,"52.405588573384506,33.74523790900209,40.68711295677494,0.0,6.831423649535372,40.37753117047367","7.419333353963596,0.0,56.241130008875764,73.29708438944594,34.414001952079225",1,1,5.76782;5.41014,8.17253,127788653,127788974,321,19.01236919733024,27.932975898850014,0.6554222967869525,0.8149828821364336,2,1
chr2,127792199,127792560,361,1559,CpG:,210.10688795585494,84.57935704207486,2.484139100884098,0.5367965367965368,both,False,6,5,6,5,"7.333145854875982,283.584516509418,370.89194472806935,104.11114149014375,471.0044828821748,23.716096270447622","53.2745367668342,15.455200005105988,33.497203982767964,287.83506274025194,32.8347817154142",1,1,3.44681;5.15636;10.0323,7.18565;5.15158,127792199,127792560,361,176.263140123419,102.33074825712117,0.838921283534756,1.2098785310724898,3,2
chr2,127831452,127831991,539,1560,CpG:,38.018720000484656,36.84087153843471,1.0319712431564259,1.0,both,False,6,4,6,5,"61.35565891159709,58.4992313703491,26.699735029287815,17.1533027447221,17.639508774638838,46.764883172313006","6.468680712641502,1.8209532700575792,66.58705389698716,109.32766981248731,0.0",1,0,9.05257;8.30152;11.8373,4.95197;10.0162,127831452,127831991,539,18.34555687427377,43.92103312929948,0.4825400979843588,1.1921822501804362,3,2
chr2,128125625,128128313,2688,1562,CpG:,84.5015653525553,74.81426069773734,1.1294847341198273,0.5367965367965368,both,False,6,5,6,5,"95.35461046866008,75.90722024689119,57.69873280823231,70.64514422523123,160.90332164792787,46.50036271838915","70.45290201343596,36.20259277114556,87.59512110657636,141.71711579284496,38.10357180468383",2,1,"10.2781,7.35221;9.70482;7.85168","5.9738;5.77466;11.2281,6.46474",128125625,128128313,2688,37.37950276467191,38.72182702641054,0.442352784930292,0.5175728085164601,3,3
chr2,128686924,128687499,575,1566,CpG:,77.11706852436065,52.21053714768783,1.4770403205433371,0.6623376623376623,both,False,6,5,6,5,"11.679271033328513,71.83945755668309,94.5856889243748,144.2473278808594,126.03091259831967,14.319753152598505","16.53873158081718,41.99807548854662,27.215581850798234,167.43414485433829,7.8661519639388375",0,0,8.54582;14.8126,5.96629;5.41986,128686924,128687499,575,50.757019051467466,58.727206891004684,0.6581813860758172,1.1248152212049296,2,2
chr2,128818186,128818534,348,1567,CpG:,140.0398562493452,141.80935365783756,0.9875219979299683,0.9307359307359306,both,False,6,5,6,5,"6.220747237918021,255.3744634430984,190.5939540424566,46.667770788587376,236.38282096248935,104.99938102152156","107.49755630684994,99.39342652244129,193.8938040897764,251.99065289552183,56.27132847459837",1,1,11.5429;12.8174;14.2135,11.786;8.39144;13.2449,128818186,128818534,348,93.98004261014319,70.9166732764026,0.6710949662988005,0.5000845956008851,3,3
chr2,128863830,128864202,372,1568,CpG:,101.8080298853604,55.61955904422267,1.8304357609957613,0.17748917748917747,both,False,6,5,6,5,"141.37841573325537,143.14249813941217,109.20848411642095,40.16218562023614,89.07413891310333,87.88245678973455","30.317351801421054,27.522876237028388,3.6880240901823966,121.32712861030332,95.24241448217823",1,1,8.96506;8.65016;5.35412,11.2046;5.78956;5.20247,128863830,128864202,372,35.32091945131436,44.75257527818244,0.3469364792844633,0.8046193829512389,3,3
