chr,start,end,cpg_length,cpg_name,cpg_score,exo_signal,endo_signal,enrichment,pvalue,binding_type,significant,exo_replicates_with_signal,endo_replicates_with_signal,total_exo_replicates,total_endo_replicates,exo_replicate_signals,endo_replicate_signals,n_exo_peaks,n_endo_peaks,exo_peak_scores_by_rep,endo_peak_scores_by_rep,analysis_start,analysis_end,analysis_length,exo_signal_std,endo_signal_std,exo_signal_cv,endo_signal_cv,exo_replicates_with_peaks,endo_replicates_with_peaks
chr4,117681897,117682403,506,1482,CpG:,39.84153079138442,35.83035116836488,1.1119492132290647,0.9307359307359306,both,False,6,5,6,5,"59.23921368904264,67.03761356338681,42.74078620752327,0.269687130517168,47.14965901732916,22.612225140507512","4.7067312383840205,83.07274173842117,53.09735517539526,32.313347450829305,5.961580238794621",1,1,4.36835;5.01186,7.68836;7.78243,117681897,117682403,506,22.511075881315353,29.675529999279703,0.5650153353591345,0.8282232529576949,2,2
chr4,117835339,117836733,1394,1484,CpG:,71.9431605321377,49.0788964563326,1.4658675260994982,0.6623376623376623,both,False,6,5,6,5,"15.859003488439399,110.65432489551122,72.48041327269895,52.85217520427841,155.90972549706655,23.903320834831664","26.481265289711644,31.2856952237604,52.01887250613619,86.41088881827838,49.197760443776374",2,1,"6.45312,5.00478;5.10915;7.77266,18.8329",11.3043;8.7084;5.28772,117835339,117836733,1394,48.933545939226924,21.116752524849815,0.6801695335217841,0.43026135568549734,3,3
chr4,117867952,117868245,293,1484,CpG:,19.44734175050625,21.860540597023817,0.8896093700973657,0.5714285714285714,both,False,5,2,6,5,"27.9389502749915,4.76536583493594,41.20156150629089,0.0,5.639701797693663,37.138471089125495","0.0,0.0,90.67071647774237,18.631986507376713,0.0",1,0,6.09484;4.1867,,117867952,117868245,293,16.546600803008417,35.153701289700855,0.8508412622808811,1.6080892937518125,2,0
chr4,117886857,117887462,605,1484,CpG:,23.683581385993435,18.9116564233638,1.2523271814907926,0.9142857142857143,both,False,6,4,6,5,"2.4689682377271414,42.90472321628539,43.25729299182734,34.410655678993415,16.264533386545732,2.795314804581571","19.022374187028113,6.6051027912738896,0.0,60.405011389866345,8.525793748650669",0,0,6.06837,3.75149;5.31077,117886857,117887462,605,17.364112258721658,21.62720009281014,0.7331708822125552,1.1435910006323668,1,2
chr4,117891595,117891862,267,1484,CpG:,26.09316169664952,27.137960204113732,0.9615004775743671,0.7301587301587302,both,False,5,4,6,5,"36.87954523322288,19.610293284784095,59.14801607953475,0.0,12.51735199346078,28.40376358889462","18.760510048169767,38.68565177292413,47.43113314167837,30.81250605779641,0.0",1,0,5.59914;8.92719,10.9501;3.92274,117891595,117891862,267,18.80377456986809,16.524617337950573,0.7206399434639068,0.6089115472814967,2,2
chr4,117914815,117915305,490,1484,CpG:,156.90491366062034,142.5706789211351,1.1005412532784136,1.0,both,False,6,5,6,5,"49.89187789936455,188.4055783018774,117.79178411133435,51.53616122810208,519.1897474405716,14.61433298247201","40.08542080314792,55.94833101058493,220.43739824878926,371.3264689348182,25.05577560833522",1,1,3.03992;4.88619;6.65905,6.01267;6.36297;8.63098,117914815,117915305,490,171.54853672974346,134.31965547402174,1.0933280082024504,0.9421267857490001,3,3
chr4,117926606,117927224,618,1484,CpG:,19.811398000007305,14.218056520752151,1.3933970491038152,1.0,both,False,5,3,6,5,"35.24470841305927,17.892263745798648,27.730201014423063,29.607780234327596,8.393434592435275,0.0","26.122489719329142,0.0,15.340584319772072,29.62720856465954,0.0",0,0,4.94336;4.66368,3.79148,117926606,117927224,618,12.405698097679878,12.527759796594244,0.6261899386239832,0.8811161904096518,2,1
chr4,117929412,117929815,403,1484,CpG:,5.913033786443169,9.642076317193196,0.6132531616555853,0.4,both,False,4,3,6,5,"0.6829811651121003,0.9220429579022504,7.9147439156809165,0.0,25.958434679963748,0.0","32.47153544840091,10.318117084929133,5.420729052635931,0.0,0.0",0,0,,5.47637;4.48147,117929412,117929815,403,9.380976472051982,12.044918260281097,1.5864912684178765,1.2492037880682703,0,2
chr4,118134376,118135144,768,1486,CpG:,52.547204133951,60.87449599262328,0.863205572007013,0.7922077922077921,both,False,6,5,6,5,"2.577166755994161,94.99240947514772,72.57630195717017,17.99002294863264,109.5861348696053,17.561188797156017","46.4223779294019,11.471455513810119,77.18102763034403,136.98241875941554,32.31520013014475",1,1,6.83229;14.0278;7.40373,8.75392;8.55011;7.41714,118134376,118135144,768,41.57608389389062,43.642814728550974,0.7912140061325948,0.7169310236891254,3,3
chr4,118290455,118291235,780,1487,CpG:,6.940623144563447,1.1814679787709164,5.874575755987727,0.25,both,False,5,3,6,5,"12.548819350890625,9.094695231853388,11.856518592589941,8.042073188683926,0.0,0.10163250336280236","0.0,0.5243019721446893,0.0,3.9026974042256675,1.4803405174842248",0,0,3.53317;3.59566,,118290455,118291235,780,5.105799874110562,1.464104826188676,0.7356399804115439,1.2392251440549302,2,0
chr4,118359956,118360289,333,1488,CpG:,49.315020212301384,39.925023500053015,1.235190762310657,0.42857142857142855,both,False,6,5,6,5,"39.41439749743488,32.79125645783571,27.113148528892356,15.290160388201922,124.8772266147373,56.40393178670614","21.355941456717414,14.096795934098619,52.608617788320544,102.721720457793,8.842041863335503",1,1,6.00792;4.06395;5.76576,9.10288;4.78841;7.961,118359956,118360289,333,36.012893512291214,34.87795466317076,0.7302621667243681,0.8735863277106011,3,3
chr4,118409119,118409651,532,1488,CpG:,32.70647164544366,16.925880706579168,1.9323349970634325,0.17142857142857143,both,False,6,4,6,5,"29.048357192735025,41.722709849364776,23.05991338787222,29.018332610452983,69.49538873550587,3.8941280967310856","19.254631332885054,24.86790328276785,0.0,20.172709998331573,20.334158918911353",0,1,3.15517;4.07866,5.05813;4.21131,118409119,118409651,532,19.93701904283258,8.684958268132315,0.6095741313511575,0.5131170672115414,2,2
chr4,118436948,118437578,630,1488,CpG:,162.58320226461169,93.98420318542965,1.7298992464067293,0.42857142857142855,both,False,6,5,6,5,"96.17501330564893,272.0476153479682,196.60047848262485,3.703256289164225,310.07487271021284,96.89797745205107","96.84142195421552,2.007685601522052,116.03178899855841,237.0099290242271,18.030190348625183",1,1,11.4894;9.48626;5.92317,7.77137;7.83137,118436948,118437578,630,107.12987384203124,83.88004511666782,0.6589233841493195,0.8924908896782744,3,2
chr4,118620740,118621282,542,1490,CpG:,47.20839206172385,51.358208747455556,0.9191985704536998,0.7922077922077921,both,False,6,5,6,5,"1.9400073329461016,59.47914685886285,43.405932834667475,6.497387199824146,162.8109548364618,9.116923307580702","11.292376553440446,10.347844674578452,120.04024688608092,109.51833194296299,5.5922436802149695",1,1,6.01122;5.47484;5.46185,6.79458;6.13246,118620740,118621282,542,55.80704137803504,51.925844667789434,1.182142389113119,1.0110524867236925,3,2
chr4,119108685,119109270,585,1493,CpG:,101.71628503717928,74.27492439074395,1.3694565948269755,0.5367965367965368,both,False,6,5,6,5,"79.82608237633339,123.50020568391197,122.07374227148856,15.2376100263025,208.3192568558913,61.34081300914797","9.258520484989525,1.5729074865324884,211.30902895356854,123.0814946492513,26.152670379377838",1,1,7.62585;13.2722;12.8396,13.7423;8.61012;5.91139,119108685,119109270,585,60.333903970635326,81.22671295041386,0.5931587449205613,1.0935953636667213,3,3
chr4,119173964,119174255,291,1494,CpG:,357.06627142907286,175.21526875446753,2.0378718930565154,0.08225108225108226,both,False,6,5,6,5,"383.58354821483704,264.6026773354442,240.5659981953729,312.33396937838944,525.2037689104113,416.107666539982","281.8404123627443,61.96578013364392,93.43346897924889,327.1272980470428,111.7093842496577",1,1,14.5939;13.5727;14.9592,10.7883;7.46985;12.7094,119173964,119174255,291,97.10997125858056,107.69669698497178,0.27196623996414165,0.6146536072486308,3,3
chr4,119195285,119195634,349,1494,CpG:,57.2449082383226,54.11202891194034,1.0578961718748445,0.9307359307359306,both,False,6,5,6,5,"47.37260559568433,55.9052845099594,33.049167313343474,66.92100160647942,107.72465416763437,32.49673623683459","39.161458500476826,5.473962341133708,80.51142394303592,98.93928921325158,46.474010561803695",1,1,4.50736;7.00324;6.96705,9.41628;4.70355;5.08385,119195285,119195634,349,25.622237670568307,32.72287189053161,0.44758981120028246,0.6047245418164497,3,3
chr4,119232367,119233464,1097,1494,CpG:,164.9952137675991,108.14821856776041,1.5256396818429434,0.5367965367965368,both,False,6,5,6,5,"118.27160278796715,176.44334838992373,182.4609676133315,134.86167673947276,344.55022917167645,33.38345790322303","134.92167262283368,80.12162875824879,79.08335356768849,202.27346883476486,44.34096905526619",1,1,7.13154;17.5168;15.7059,12.4771;20.8546;12.0298,119232367,119233464,1097,94.06460196676413,55.27748508034362,0.570105034072425,0.5111270977219975,3,3
chr4,119293683,119294994,1311,1495,CpG:,191.31070146229078,75.28052072292243,2.5413041730466923,0.05194805194805195,both,False,6,5,6,5,"96.92977258524397,228.76650642784927,180.53401955132443,97.39763205256924,392.7039545598965,151.53232359686123","15.474572018027578,47.15897451731015,60.80363239721885,213.0440046472644,39.921420034791204",1,1,34.7645;12.8985;9.31949,32.5664;13.5534;10.9519,119293683,119294994,1311,101.15010321227113,70.43606556520263,0.5287216158799607,0.9356479589779896,3,3
chr4,119320182,119320593,411,1495,CpG:,85.96152025108307,69.75150860487109,1.2323965742166034,0.5367965367965368,both,False,6,5,6,5,"146.67284719091262,79.36860911747544,164.27193593862864,3.79505832003851,90.0156496470282,31.645021292414977","7.9474162080862225,0.56858782060535,253.8598687387731,51.365090715914164,35.01657954097664",1,1,3.98792;8.97191,6.61821;4.18852,119320182,119320593,411,57.125444406321776,93.85785667304363,0.6645466976324447,1.345603250027614,2,2
chr4,119415183,119415588,405,1496,CpG:,195.43150679427404,114.37853328916762,1.708637986292334,0.32900432900432897,both,False,6,5,6,5,"61.43205261701419,286.86159238462096,182.06649596602827,29.14728576283396,525.5091769465694,87.57243708857784","6.873233404277284,23.90985807724941,254.79354594666282,248.75378355685575,37.56224546079282",1,1,8.75041;10.4272;7.74272,3.8729;4.36534;6.18434,119415183,119415588,405,170.6503380210928,112.61953333039507,0.8731976784108421,0.9846212404706615,3,3
chr4,119421975,119422972,997,1496,CpG:,47.82560944126745,52.00585834238689,0.9196196537398102,0.9307359307359306,both,False,6,5,6,5,"11.169962657729506,88.87226571338466,59.491288923093286,12.804156700849772,106.7125086387397,7.903474013807781","24.654441847724684,26.512724275455074,124.21712154299469,78.06894132007687,6.576062725683153",1,0,3.02404;3.9971;3.64481,5.28427;4.54296,119421975,119422972,997,39.69151558424152,43.25648396697059,0.829921793949849,0.8317617542659574,3,2
chr4,119492218,119492766,548,1496,CpG:,16.97583278774345,12.154704498461564,1.3966470998856535,0.42857142857142855,both,False,6,5,6,5,"26.862730109778635,11.475850380250137,15.016251410881098,6.854656804217039,13.7166026804569,27.92890534087689","0.17757787756676222,24.552213877657035,4.146909435300062,28.360924174315738,3.5358971274682207",1,0,6.71685;4.77939,,119492218,119492766,548,7.798195163494651,11.816936822663582,0.4593704038558242,0.9722109512542462,2,0
chr4,119539229,119540283,1054,1497,CpG:,34.28837374974322,30.162937347441066,1.1367717061101195,0.6623376623376623,both,False,6,5,6,5,"14.49912994500582,58.66950360466452,37.03103719626251,16.235272079988945,71.29526356275439,8.000036109783165","20.205084003804984,2.6190270237497404,55.47226120624868,65.48310341735493,7.035211086046989",1,1,6.86954;3.13432;4.26382,5.93064;6.17545;7.0091,119539229,119540283,1054,23.734914280970557,25.61559511918938,0.6922146396968828,0.8492407362097488,3,3
chr4,119733555,119734333,778,1498,CpG:,107.92423289416689,66.39647536381965,1.6254512352168664,0.42857142857142855,both,False,6,5,6,5,"114.49580728731915,148.92132616778574,104.31448747688823,34.476538390917156,228.64360571520493,16.693632326886096","28.307773616442642,18.88586522374484,100.22131698909946,161.44720613803227,23.120214851779007",1,1,13.7446;27.2436;7.60908,15.9536;4.60779;7.47248,119733555,119734333,778,70.74335162034936,56.141968850897875,0.65549089137119,0.8455564627981805,3,3
chr4,119814814,119815045,231,1499,CpG:,19.504640557893254,16.99223972729274,1.1478557783389274,0.7857142857142857,both,False,5,3,6,5,"1.0710303401534176,39.66628021801705,5.729487666836032,39.90368100781461,30.657364114538417,0.0","13.818702635827002,55.38731169907046,0.0,15.755184301566253,0.0",1,0,6.53323;3.76187,4.93466,119814814,119815045,231,17.592515614683666,20.313816073868498,0.9019656405595345,1.1954760761314283,2,1
chr4,120032845,120033243,398,1500,CpG:,36.4251302399827,8.566098121961755,4.252242937376118,0.5476190476190476,both,False,6,3,6,5,"22.685542206668373,12.236181668899766,19.92877044270386,1.0802203111313096,138.71193119029903,23.908135620193864","0.27345865964889526,0.0,20.04616987525518,22.510862074904704,0.0",1,0,6.67783;6.81005,4.97171,120032845,120033243,398,46.39421454538816,10.40934611285574,1.273686991363526,1.2151794159546536,2,1
chr4,120148735,120149024,289,1501,CpG:,50.071553314295876,49.706192734332234,1.0073504036391685,0.7619047619047619,both,False,6,4,6,5,"2.621754416132468,65.2228686652794,106.96413880318507,3.0971232995029965,117.25683271678673,5.2666019848886245","0.7088885587804458,0.0,162.25132603628825,84.64681821050941,0.9239308660830593",1,0,3.96648;4.65227,,120148735,120149024,289,49.06756322186048,65.02061953598735,0.979948892615066,1.3080989703537964,2,0
chr4,120282476,120282998,522,1502,CpG:,12.396035644058067,14.915138451989126,0.8311042960787867,1.0,both,False,6,5,6,5,"1.1789797343513517,10.418828220659746,14.390243026031845,14.976842310236789,15.946895265031134,17.464425308037534","30.916821154598075,2.4174713485542383,1.3949930914517106,31.21960101730522,8.626805648036386",1,1,6.05777;6.08662,6.9021;4.84233;9.80563,120282476,120282998,522,5.45689619412797,13.419526757008805,0.44021301251611733,0.8997252556659397,2,3
chr4,120286819,120288121,1302,1502,CpG:,75.99080926713978,32.73335634559713,2.321509852666272,0.12554112554112554,both,False,6,5,6,5,"54.61814020819012,100.1928535503909,82.39280484898299,13.453918579353532,192.9009386932795,12.386199722641624","1.2587981766086935,5.303777945938931,73.46869969404604,81.41840952625655,2.2170963851354455",1,1,6.54859;5.86793,5.09128;5.64997,120286819,120288121,1302,61.519513018584476,36.616592703336465,0.8095651778403545,1.1186323918861336,2,2
chr4,120404992,120405976,984,1503,CpG:,15.07812921803818,11.405410779830888,1.3220154459234434,0.6623376623376623,both,False,6,5,6,5,"9.994378148055658,1.8309106284040746,9.077176067887283,26.73097478374233,14.772781836308114,28.06255384383163","10.079509800284859,0.9351124741682192,27.920814490899808,11.091317279552056,7.000299854249489",1,0,4.88106;5.44735,,120404992,120405976,984,9.502824963118366,8.98495828315643,0.6302389922318746,0.7877803313358306,2,0
chr4,120569531,120570704,1173,1504,CpG:,122.1989737960824,94.45667376717441,1.2937039694758867,0.5367965367965368,both,False,6,5,6,5,"130.63933855269775,114.3769067791112,117.66664229715775,77.04406876494919,253.94059828134652,39.52628810123206","51.70636258852959,71.02319207032929,120.79913601627334,196.25818878590096,32.49648937483882",1,1,6.89381;9.44495;11.4985,4.6346;12.5309;5.56941,120569531,120570704,1173,66.31058305283977,58.77627990557547,0.5426443528363382,0.6222565072580547,3,3
chr4,120666519,120667457,938,1505,CpG:,26.216933425386156,14.63508002610603,1.7913761577401994,0.24675324675324672,both,False,6,5,6,5,"24.23470946517326,33.27911216617901,27.430165252197526,42.65882333458614,2.9504355087971637,26.748354825383817","1.0374504935258486,4.4704177852378475,40.634742688014306,21.493343795032136,5.539445368720016",1,0,5.06145;8.80118;11.0335,,120666519,120667457,938,12.022365197512817,14.791651007606022,0.45857251885422357,1.0106983344963405,3,0
chr4,120697918,120698262,344,1505,CpG:,15.201171615789102,11.672468957235646,1.3023098773260005,0.25,both,False,3,5,6,5,"0.0,26.1862814703653,10.12262104555618,0.0,54.898127178813134,0.0","16.78707070683324,3.2607794473337575,19.122988856116006,0.35265989081804144,18.838845885077188",0,1,,4.44052;5.43581,120697918,120698262,344,20.06464324320371,8.147649400945554,1.3199405776304134,0.6980227945600924,0,2
chr4,120746776,120747625,849,1506,CpG:,7.968537829228368,15.439588850547063,0.5161107531011763,1.0,both,False,6,5,6,5,"11.583590205622787,3.116753340048279,5.324184989479883,3.503268866432289,20.999827109742363,3.2836024640446135","34.28362361337327,0.9289772448747543,0.29832933648314996,38.146686017021835,3.5403280409823035",0,1,5.56611;2.75606,6.10458;4.20996;4.74704,120746776,120747625,849,6.523071425756271,17.041818591495897,0.8186033078527697,1.103774119664596,2,3
chr4,120825099,120825889,790,1506,CpG:,88.30303517514643,33.10760504885565,2.6671526087387156,0.08225108225108226,both,False,6,5,6,5,"45.51797928629042,147.6462564106229,91.60287958700445,39.70696431172045,180.6790695093855,24.665061945854863","26.300746825978727,14.929119175597082,36.44934787991681,81.12403087857403,6.734780484211596",1,1,11.0631;9.2015;9.24452,11.1797;7.62974;3.71274,120825099,120825889,790,58.177557738606524,26.03482643551862,0.6588398419512203,0.7863699714038512,3,3
chr4,120854718,120855294,576,1507,CpG:,20.452432958961083,9.41616400612725,2.1720557273272165,0.8571428571428571,both,False,6,2,6,5,"0.19865660410788324,34.464520083533394,1.8513226177957323,4.1930907269318896,56.17894853817092,25.828059183226692","0.0,0.0,1.9543389479319255,45.12648108270433,0.0",1,0,5.52008;5.25168,,120854718,120855294,576,20.502856836288316,17.871194770801665,1.002465421958767,1.8979273044917857,2,0
