chr,start,end,cpg_length,cpg_name,cpg_score,exo_signal,endo_signal,enrichment,pvalue,binding_type,binding_type_by_peaks,significant,exo_replicates_with_signal,endo_replicates_with_signal,total_exo_replicates,total_endo_replicates,exo_replicate_signals,endo_replicate_signals,n_exo_peaks,n_endo_peaks,exo_peak_scores_by_rep,endo_peak_scores_by_rep,analysis_start,analysis_end,analysis_length,exo_signal_std,endo_signal_std,exo_signal_cv,endo_signal_cv,exo_replicates_with_peaks,endo_replicates_with_peaks
chr11,5878003,5878493,490,629,CpG:,103.13362888673537,42.7228212933962,2.414017280798753,0.2,both,both,False,3,3,3,3,"77.37188109573053,178.40900855550962,53.61999700896594","66.8150746871014,21.04689827646528,40.306490916621925",1,1,7.11306;7.41252;8.86434,9.07706;8.62404;11.4416,5878003,5878493,490,54.10375888128513,18.762737581992464,0.5245986150715554,0.43917365506225775,3,3
chr11,5902021,5902327,306,630,CpG:,29.528629438939436,19.115797059468452,1.5447239446556738,0.5,exo_only,exo_only,False,3,1,3,3,"42.00280048294005,41.05639744428248,5.52669038959578","57.34739117840536,0.0,0.0",0,0,7.74638;4.60975,3.32706,5902021,5902327,306,16.97633113630467,27.033819457072017,0.5749109071048846,1.4142135623730951,2,1
chr11,5955545,5956093,548,630,CpG:,54.87155271004297,14.154677629615849,3.8765667538224364,0.4,both,both,False,3,3,3,3,"11.972538240417077,90.75203631220073,61.890083577511085","14.330099934209002,23.574144996865822,4.559787957772722",1,1,6.23571;8.68598;7.8122,6.39124;11.2012;6.40567,5955545,5956093,548,32.54225110799542,7.763569760586466,0.5930623337735312,0.5484808600898645,3,3
chr11,6064996,6066085,1089,631,CpG:,5.94000865094407,6.6800303753997925,0.8892188084681526,0.8,both,exo_only,False,2,3,3,3,"10.853918511677051,6.96610744115516,0.0","10.763165994999714,8.622523023624613,0.6544021075750514",0,0,4.87451;10.1859,4.35824,6064996,6066085,1089,4.490103622411249,4.349462426494478,0.7559085998465034,0.6511141689582762,2,1
chr11,6199825,6200401,576,632,CpG:,89.16613156893463,18.90399988409546,4.716786506328376,0.1,both,exo_only,False,3,3,3,3,"59.76340528888007,158.05610030227237,49.67888911565145","42.585508807665775,4.6327046155929565,9.493786229027641",1,0,7.58392;14.6252;8.32767,7.52739,6199825,6200401,576,48.88622989944589,16.862540877854553,0.5482600740803898,0.8920091505100753,3,1
chr11,6267407,6267896,489,632,CpG:,46.96833210212484,39.15006155600415,1.1997000831004228,0.7,both,both,False,3,3,3,3,"10.264395995617887,9.623155442727368,121.01744486802926","55.47772229278502,43.48808413390489,18.484378241322524",1,1,13.6434;6.37142;7.84106,7.14265;5.23257;5.17082,6267407,6267896,489,52.36128419245712,15.410833980077163,1.114821026188586,0.39363498721533224,3,3
chr11,6274673,6275009,336,632,CpG:,86.04099791863608,37.189855319639996,2.313560974602602,0.7,both,both,False,3,3,3,3,"15.5412352340562,83.56342354274932,159.01833497910272","37.147824196588424,52.63215641038759,21.78958535194397",1,1,9.77064;6.74794;12.475,6.60663;7.15854;7.55432,6274673,6275009,336,58.60047393951432,12.59146198382763,0.6810761771374311,0.33857249176170007,3,3
chr11,6291320,6292275,955,9,CpG:,138.53189670353035,110.84271349519959,1.2498060750698776,0.7,both,both,False,3,3,3,3,"209.85971482261937,131.91353319577522,73.82244209219648","109.60774187142937,129.37780795858794,93.54259065558149",1,1,7.73429;20.8675;10.3777,9.71866;26.7262;9.19901,6291320,6292275,955,55.73381346258573,14.655705736949036,0.4023175513279853,0.132220741217994,3,3
chr11,6389594,6389970,376,633,CpG:,8.001803852987628,23.951308476798076,0.33408629264405626,0.8,both,both,False,2,3,3,3,"19.205374869894474,4.800036689068409,0.0","3.269191507963424,28.278882858601023,40.305851063829785",0,1,6.81864;7.82059,7.48297;13.4782,6389594,6389970,376,8.160886009997403,15.426696833451086,1.019880786874122,0.6440857646000892,2,2
chr11,6415425,6416451,1026,633,CpG:,50.29149625493459,29.59311317103958,1.699432430926222,0.2,both,both,False,3,3,3,3,"55.047379303396795,37.309585363079464,58.51752409832752","46.47501358790704,27.70220150027359,14.602124424938106",1,1,9.52864;7.54264;5.18356,7.11468;7.45927;5.63809,6415425,6416451,1026,9.288271601953952,13.080568950640869,0.1846887106891871,0.4420139535519291,3,3
chr11,6444021,6444762,741,634,CpG:,148.88765723309538,149.56438763056903,0.9954753239845757,1.0,both,both,False,3,3,3,3,"207.30440148264773,109.21191736174981,130.14665285488854","252.1693182647952,116.71452751622992,79.80931711068199",1,1,11.189;17.5226;16.6183,10.4589;17.5946;14.472,6444021,6444762,741,42.18177168778103,74.10050598842184,0.2833127505105553,0.4954421781972158,3,3
chr11,6528548,6528932,384,634,CpG:,45.00592834709419,81.13387159154648,0.5547119527793304,1.0,both,both,False,3,3,3,3,"6.7570088890691595,67.99376668532689,60.26700946688652","50.51036497950554,152.15651838978133,40.734731405352555",1,1,6.90238;3.98612;5.32498,12.7957;10.0268;7.98282,6528548,6528932,384,27.2294029076174,50.37891769126011,0.6050181366689987,0.6209357042011194,3,3
chr11,6547034,6547252,218,634,CpG:,0.2600810447599545,10.018135357705097,0.025961023231725687,1.0,endo_only,both,False,1,3,3,3,"0.7802431342798636,0.0,0.0","20.94505626564726,8.347959071124366,0.7613907363436637",0,1,8.45684;10.5082,7.60364;6.75219;11.1177,6547034,6547252,218,0.36781014081569163,8.324149813279911,1.414213562373095,0.8309080997670574,2,3
chr11,6605463,6605768,305,635,CpG:,4.755566308276901,24.65185940851931,0.19290903089579722,0.2,both,both,False,2,3,3,3,"0.0,9.328356014314245,4.938342910516457","10.394604104464172,30.092268121437947,33.4687059996558",1,1,7.16278;5.03258;7.45665,3.99082;6.38766,6605463,6605768,305,3.8104778306832565,10.17520121963598,0.8012668909802078,0.4127559325654593,3,2
chr11,6625740,6626394,654,635,CpG:,52.130918661267266,59.661950194993636,0.8737716164303607,0.7,both,both,False,3,3,3,3,"29.507376863322126,86.02043559281469,40.86494352766498","96.34966714666524,31.810654901218705,50.825528537096964",1,1,5.21679;4.77821;7.22292,5.86986;5.3618;7.64713,6625740,6626394,654,24.407964526959606,27.078685174771483,0.4682051487631748,0.4538685893818421,3,3
chr11,7063695,7064250,555,638,CpG:,57.55457786504213,9.720009418221208,5.921247129364901,0.4,both,exo_only,False,3,2,3,3,"31.85935167471568,120.42661210652945,20.377769813881265","6.817443397668031,22.34258485699559,0.0",1,0,5.74722;6.27755;8.56338,3.28948,7063695,7064250,555,44.70366277128997,9.34938292618875,0.7767177595518839,0.9618697394122193,3,1
chr11,7213334,7214110,776,640,CpG:,51.94619682175187,14.937478680790903,3.477574624996984,0.1,both,both,False,3,3,3,3,"36.42174283376674,94.10933123421424,25.307516397274647","13.711856701939377,15.54664203801106,15.553937302422277",1,0,6.09275;6.3111;10.6634,3.68833;6.0772,7213334,7214110,776,30.157132212606367,0.8666507299189827,0.5805455270592287,0.05801854171236184,3,2
chr11,8624300,8624839,539,650,CpG:,20.39553858736966,3.805238557731803,5.359858068800521,0.4,both,exo_only,False,3,2,3,3,"9.461405310427324,26.134212922076788,25.59099752960488","0.0,0.7045372740014807,10.711178399193928",1,0,4.93265;6.30086;6.47285,,8624300,8624839,539,7.734779618886285,4.891700250630981,0.37923880194447035,1.2855173667605186,3,0
chr11,8664109,8664649,540,651,CpG:,16.481832300144948,14.252234848855457,1.1564384445621552,0.7,both,exo_only,False,3,3,3,3,"19.62369303924066,23.50440425078074,6.317399610413445","16.67170653409428,22.105814375700774,3.979183636771308",1,0,5.23447;6.93796;3.69383,4.0784,8664109,8664649,540,7.359879926778925,7.595352434795458,0.44654500742094067,0.5329236091984138,3,1
chr11,9010914,9011323,409,653,CpG:,99.90329483066425,32.31155468024368,3.0918752074702343,0.2,both,both,False,3,3,3,3,"72.93701985179649,140.80604347797944,85.96682116221682","75.88685393391728,16.416100210548905,4.631709896264858",1,1,12.737;8.45271;11.0372,7.6448;4.20167;4.80203,9010914,9011323,409,29.40770948494449,31.185712461053413,0.2943617578858681,0.9651566682466491,3,3
chr11,11113908,11114582,674,669,CpG:,45.113327795155094,18.051747558732416,2.499111382339923,0.7,both,exo_only,False,3,3,3,3,"2.7347027158878676,48.43919369162721,84.16608697795019","18.154031034746936,17.64370372634967,18.35750791510064",1,0,8.77592;6.06467,3.97773,11113908,11114582,674,33.32730235787569,0.3002504921659217,0.7387462638359134,0.01663276595183038,2,1
chr11,11115678,11116517,839,669,CpG:,25.820014532662878,8.649831805193193,2.985030820733536,0.8,both,both,False,3,2,3,3,"43.00887007593966,25.733319200690797,8.717854321358173","15.627702797126997,0.0,10.321792618452578",1,1,8.77592;6.22187;3.78231,7.78338;3.9389,11115678,11116517,839,13.999382782362904,6.488598379703636,0.5421911271449279,0.7501415664299976,3,2
chr11,11461979,11462326,347,672,CpG:,2.5210753852191967,6.561839251193029,0.3842025518623962,0.8,both,both,False,2,3,3,3,"0.21389739726393642,7.3493287583936535,0.0","9.228719694813664,7.311206114051665,3.1455919447137575",0,0,5.86937;6.94645,6.84349;4.51433,11461979,11462326,347,3.4152072656299075,2.5393271848230237,1.3546628893578165,0.3869840585261732,2,2
chr11,11808710,11809131,421,675,CpG:,90.09364314015102,37.19676425772249,2.4220828058033703,0.1,both,both,False,3,3,3,3,"115.26001366187161,87.44709174366858,67.57382401491287","36.615508018366796,13.693157087312459,61.28162766748822",1,1,10.3427;13.606;6.09033,3.88088;9.11974;9.2613,11808710,11809131,421,19.557544946168406,19.43225886941447,0.21708018750828398,0.5224179913816052,3,3
chr11,12025554,12026332,778,676,CpG:,14.81997939655693,12.527577574577919,1.1829884355799927,0.7,both,exo_only,False,3,3,3,3,"16.977499682982966,22.632300859858262,4.850137646829561","4.216542584730604,17.36523443966108,16.000955699342075",0,0,6.35628;3.73986,3.42453,12025554,12026332,778,7.418108585232614,5.903122962871511,0.5005478338894341,0.4712102501644577,2,1
chr11,12036489,12038108,1619,676,CpG:,4.045529777875574,2.2049527748489615,1.8347466775802903,0.6666666666666666,both,exo_only,False,2,2,3,3,"8.076289817828908,4.060299515797814,0.0","2.277731939625637,0.0,4.337126384921247",0,1,3.78993;2.61033,2.71094,12036489,12038108,1619,3.297148051903892,1.7713721470118777,0.815010204580751,0.8033605831459207,2,1
chr11,16507843,16508363,520,710,CpG:,110.17750166287787,65.46618824738722,1.6829680268924943,0.7,both,both,False,3,3,3,3,"77.31500163170007,102.81161792461688,150.4058854323167","32.22506843346816,151.57210805966304,12.60138824903048",1,1,10.9372;25.247;12.2614,7.80428;7.9787;4.82433,16507843,16508363,520,30.29038908216041,61.41088001341905,0.2749235426924384,0.9380549205241071,3,3
chr11,16752214,16753080,866,712,CpG:,64.47257660277721,10.329831036721126,6.241397015458054,0.1,both,both,False,3,3,3,3,"73.06898818886032,63.234028197325955,57.11471342214536","8.510588156708945,19.412247814152035,3.0666571393024014",1,1,7.44593;8.97328;8.45721,8.11131;8.18388;5.75862,16752214,16753080,866,6.57192120298896,6.795921184543421,0.10193359020656652,0.6578927729199885,3,3
chr11,16951076,16951424,348,714,CpG:,173.24451120237737,208.39220030965475,0.8313387494587099,0.7,both,both,False,3,3,3,3,"157.26049936228785,207.60147055264176,154.8715636922025","125.68844446779667,229.12290581889536,270.36525064227226",1,1,13.0045;10.1073;18.3226,34.1892;13.6704;11.6024,16951076,16951424,348,24.31360723621982,60.85592917919523,0.14034272755583943,0.2920259447751308,3,3
chr11,17159070,17159983,913,715,CpG:,62.48753375352496,19.05056188958716,3.2800887509611982,0.4,both,both,False,3,3,3,3,"91.23346828134794,83.81282518100635,12.416307798220581","25.847077053713512,23.420053209950343,7.884555405097619",1,1,16.3162;11.4152;9.49079,7.64465;5.59742;4.2137,17159070,17159983,913,35.535074105321364,7.957486487298008,0.568674613491476,0.41770350572428455,3,3
chr11,17211326,17211726,400,716,CpG:,179.30767009337742,154.1249314645926,1.1633917263708247,0.7,both,both,False,3,3,3,3,"252.6655475115776,207.38464776992797,77.87281499862671","162.60866077423097,171.68843753814699,128.07769608139992",1,1,8.02176;17.0369;17.6312,11.032;11.8882;13.594,17211326,17211726,400,74.0691674109326,18.78748590332089,0.41308421091166847,0.12189777296113168,3,3
chr11,17257527,17257808,281,716,CpG:,30.587033976580887,39.367069660698114,0.7769700473062457,0.7,both,both,False,3,3,3,3,"76.0217716312069,3.044312724863507,12.695017573672258","22.136456920583054,61.93602323701798,34.0287288244933",1,1,4.20536;7.79518,4.33594;4.77499;3.22089,17257527,17257808,281,32.367891140534354,16.68082295944846,1.0582226169859095,0.42372528875578624,2,3
chr11,17953288,17953984,696,721,CpG:,97.48688745966815,35.421961136590475,2.7521595171918736,0.2,both,both,False,3,3,3,3,"127.54759409749644,113.92452543631367,50.98854284519437","0.6218185229548092,55.899887474103906,49.74417741271271",1,1,5.51134;9.91461;12.1191,10.8282;11.1924,17953288,17953984,696,33.346354511916275,24.735408305194316,0.34205989524193375,0.6983071380438879,3,2
chr11,19018884,19019289,405,730,CpG:,93.07884399547498,59.35437138149277,1.568188523086571,1.0,both,both,False,3,3,3,3,"137.9988402708077,9.18076487529425,132.056926840323","152.9533551534017,12.636516458016855,12.473242533059768",1,0,8.94024;9.25995;8.85126,6.83516;7.76093,19018884,19019289,405,59.37447455961708,66.18450970302239,0.6378944130688124,1.1150738886211053,3,2
chr11,19019691,19020072,381,730,CpG:,34.34569659863036,38.41323629566586,0.8941109864910175,0.7,both,endo_only,False,3,3,3,3,"0.5113747814508873,100.97215176129279,1.5535632531473955","36.00672299029633,36.406584514094774,42.826401382606484",0,1,8.85126,6.34427;6.83516;7.76093,19019691,19020072,381,47.11393944371691,3.1248457959817593,1.3717567005351035,0.0813481522860997,1,3
chr11,19020492,19020766,274,730,CpG:,67.9370183474826,52.881234727636745,1.2847093812652113,0.7,both,both,False,3,3,3,3,"96.03997599469484,101.59894057782027,6.172138469932723","32.59030332356474,90.79977386363231,35.25362699571317",0,1,8.49462;8.85126,6.34427;6.83516;7.76093,19020492,19020766,274,43.73328870570819,26.834493112431215,0.6437328244525279,0.5074483084716438,2,3
chr11,19919955,19920594,639,736,CpG:,45.2193412966074,22.93022477446463,1.972040908511468,0.4,both,both,False,3,3,3,3,"14.775755506539381,61.42110281930843,59.4611655639744","39.91787082152747,13.595293524119775,15.277509977746645",1,1,5.90681;3.44179;5.91012,5.24804;2.47243;4.95097,19919955,19920594,639,21.54173121067007,12.031695688594926,0.4763831270643972,0.5247090164590783,3,3
chr11,19924379,19925902,1523,737,CpG:,45.11534064925977,27.4942545449872,1.6409006680083014,0.2,both,both,False,3,3,3,3,"57.516708898137296,35.84692098025186,41.98239206939016","27.44652146676302,36.610799085913875,18.42544308228471",1,1,5.85606;10.4932;8.79172,6.12433;7.14707;6.15377,19924379,19925902,1523,9.119811847642971,7.424217223822339,0.20214436412091247,0.27002795117338196,3,3
chr11,20020717,20021262,545,737,CpG:,5.703785776727425,23.22339714586917,0.24560514299011496,0.4,both,endo_only,False,2,3,3,3,"14.52670856790805,2.584648762274226,0.0","42.09219668327122,22.321093805995556,5.25690094834074",0,1,2.52784,7.06065;7.78043;5.17071,20020717,20021262,545,6.327352118141906,15.0514753752538,1.1093249932279636,0.6481168659655402,1,3
chr11,20112370,20113193,823,738,CpG:,32.32811328562323,23.303070285050865,1.3872898673940839,0.7,both,both,False,3,3,3,3,"16.028536399398657,49.40060012743221,31.555203330038818","26.39435081667338,20.564920330395243,22.949939708083978",1,1,5.50195;6.47142;7.10435,11.1398;4.90307;4.54384,20112370,20113193,823,13.635045574219504,2.392918838556651,0.42177053308840023,0.10268684809708233,3,3
chr11,20201018,20201921,903,739,CpG:,209.22790477644608,183.7138288356405,1.1388794523662764,0.7,both,both,False,3,3,3,3,"273.3578754208017,146.5589365499756,207.766902358561","206.76659641498216,153.87277181019155,190.5021182817478",1,1,18.9441;23.019;15.3512,24.7581;15.4971;18.1537,20201018,20201921,903,51.775757652532526,22.12087740173201,0.24746105309353172,0.12040942993748414,3,3
chr11,20248921,20249712,791,739,CpG:,38.91674578506335,38.03374133108037,1.0232163448317246,1.0,both,both,False,3,3,3,3,"25.72606972406245,29.576556580708694,61.4476110504189","37.94030931294341,15.82979994386849,60.33111473642921",1,1,10.5685;7.61042;7.62997,16.4423;5.6846;6.10111,20248921,20249712,791,16.009090739587208,18.167705812295175,0.41136766234271477,0.4776733809631531,3,3
chr11,20332037,20333104,1067,740,CpG:,214.65823559375974,313.27567393926483,0.6852055663772215,0.4,both,both,False,3,3,3,3,"209.62299519928126,220.07851197324072,214.2731996087572","416.3988262076409,310.70596495094765,212.722230659206",1,1,25.064;33.5325;27.4899,40.1612;46.4722;65.3207,20332037,20333104,1067,4.277121094454934,83.17047331340478,0.01992525971633055,0.2654865354452295,3,3
chr11,20455179,20455490,311,741,CpG:,91.3064038183656,101.79857580710326,0.8969320355854571,1.0,both,both,False,3,3,3,3,"99.54028029917137,158.40531081785343,15.973620338071964","183.89249996663673,56.35603190235003,65.14719555232303",0,1,8.4589;6.869,4.37453;6.19884;7.96121,20455179,20455490,311,58.43825319462097,58.16001162031966,0.6400235991209475,0.5713244135215239,2,3
chr11,20532162,20532553,391,741,CpG:,33.30193696221224,22.497217713922694,1.4802691330849727,0.4,both,both,False,2,3,3,3,"64.6599281645187,35.24588272211802,0.0","46.23963641998408,6.634140131723545,14.617876590060456",0,0,6.27197;6.54641,5.1681;8.14359,20532162,20532553,391,26.433069835571143,17.101887741211392,0.7937397114637743,0.760177901048967,2,2
chr11,20542499,20543770,1271,741,CpG:,399.62430879696444,366.43707800461743,1.0905673382537147,1.0,both,both,False,3,3,3,3,"550.9305561359805,401.73358242311036,246.20878783180243","407.10514548254423,421.6240461744913,270.5820423568167",1,1,25.4879;32.9325;30.4079,53.6059;30.8879;36.0715,20542499,20543770,1271,124.41108148936135,68.03842303486323,0.31132010428467305,0.18567559649082752,3,3
chr11,20631785,20632570,785,742,CpG:,61.74824322054594,64.09655683460763,0.963362874231744,1.0,both,both,False,3,3,3,3,"100.69665751487587,64.72132398520306,19.826748161558893","75.70869890443838,47.919352586102335,68.66161901328215",1,1,5.19738;9.02686;8.20837,9.94351;8.35095;8.21649,20631785,20632570,785,33.0818678093031,11.795247255327821,0.535753992079495,0.18402310261007995,3,3
chr11,20740857,20741948,1091,743,CpG:,85.30084304878044,60.253983606084425,1.4156880249850698,0.7,both,both,False,3,3,3,3,"105.10309859331763,41.190099521255846,109.60933103176785","83.04391663758499,53.49038616568533,44.22764801498294",1,1,10.6562;10.491;8.92969,10.4151;25.9089;12.8038,20740857,20741948,1091,31.24521087154131,16.552650647702517,0.3662942798076839,0.27471462726708473,3,3
chr11,20830500,20831349,849,743,CpG:,53.523790171532994,9.026762238660886,5.92945607255445,0.1,both,both,False,3,3,3,3,"90.56692839848279,19.832241199884315,50.17220091623187","5.067438927640342,17.254872267322067,4.757975521020249",1,1,8.74796;6.4619;9.71212,5.55307;4.01117,20830500,20831349,849,28.974400841352814,5.819523914251935,0.5413368662513562,0.6446967096715353,3,2
chr11,21091237,21091960,723,745,CpG:,100.3261970844946,86.05966874364886,1.1657748460936135,0.7,both,both,False,3,3,3,3,"155.6758744113178,41.78328296983226,103.5194338723337","102.90220823591346,85.1365167135025,70.1402812815306",1,1,22.9574;45.1238;25.0349,40.5684;31.6386;29.3613,21091237,21091960,723,46.55124894279919,13.390920349106008,0.463998938418784,0.15560041706637695,3,3
chr11,21238584,21239663,1079,747,CpG:,5.302216672440683,5.0176482349404,1.0567135088344157,1.0,both,endo_only,False,2,2,3,3,"9.025576814221939,6.881073203100111,0.0","13.966098939190317,0.0,1.086845765630883",0,1,3.75093,4.69897;3.44249,21238584,21239663,1079,3.850095251259775,6.343047949493502,0.7261293698673998,1.2641475951470011,1,2
chr11,21370442,21371489,1047,748,CpG:,126.70311270910855,90.0254775866017,1.4074139466488709,0.7,both,both,False,3,3,3,3,"126.48796961847212,133.8911945922327,119.73017391662087","143.63112869736344,64.24216587655069,62.20313818589095",1,1,11.4913;8.19181;11.6885,10.7782;8.18224;11.1119,21370442,21371489,1047,5.783213729168402,37.914058797385024,0.04564381731051705,0.4211480995578489,3,3
chr11,21571824,21572470,646,749,CpG:,234.37114387252382,182.94888759569733,1.281074440804831,0.4,both,both,False,3,3,3,3,"310.18409206992703,191.9154505301555,201.01388901748894","257.04595889986115,123.03039719076718,168.77030669646368",1,1,27.4357;23.2573;15.1578,25.4763;8.66855;12.2994,21571824,21572470,646,53.73637955496912,55.622638150834945,0.2292789917183522,0.30403375982124914,3,3
