chr,start,end,cpg_length,cpg_name,cpg_score,exo_signal,endo_signal,enrichment,pvalue,binding_type,binding_type_by_peaks,significant,exo_replicates_with_signal,endo_replicates_with_signal,total_exo_replicates,total_endo_replicates,exo_replicate_signals,endo_replicate_signals,n_exo_peaks,n_endo_peaks,exo_peak_scores_by_rep,endo_peak_scores_by_rep,analysis_start,analysis_end,analysis_length,exo_signal_std,endo_signal_std,exo_signal_cv,endo_signal_cv,exo_replicates_with_peaks,endo_replicates_with_peaks
chr18,32240120,32240537,417,830,CpG:,27.528025249401917,23.353284342016437,1.1787646159848457,0.7,both,both,False,3,3,3,3,"0.29665228845975955,35.83870334648114,46.448720113264855","3.1995467545031357,31.382729429706966,35.47757684183921",1,1,6.67755;11.2819;4.8057,4.04741;4.3868;4.04353,32240120,32240537,417,19.73666417189603,14.34856085447646,0.7169662187201327,0.6144129726824341,3,3
chr18,32377246,32377767,521,832,CpG:,78.57825034563159,12.914194504572501,6.084642005183486,0.4,both,both,False,3,2,3,3,"173.28357920582602,38.87714901446381,23.574022816604938","8.41006556856884,30.332517945148666,0.0",1,1,7.51436;8.82795;8.71227,8.87637;6.44688;5.58965,32377246,32377767,521,67.25756910933312,12.786211175254396,0.8559311108798718,0.9900897164532568,3,3
chr18,32837201,32837621,420,835,CpG:,46.3311688397612,39.49807844389053,1.1729980461094456,1.0,both,both,False,3,3,3,3,"58.35810790885063,8.18209629058838,72.45330231984457","91.76132788885208,19.988769992192587,6.744137450626918",1,1,9.64638;5.48379;6.83555,7.05558;8.73821;6.88261,32837201,32837621,420,27.582390863767493,37.349167814914615,0.5953312112449106,0.9455945526051711,3,3
chr18,32939145,32939664,519,836,CpG:,41.2547822265037,19.04915282874821,2.165701676992357,0.8,both,both,False,3,2,3,3,"61.145884497317276,50.51108235338979,12.107379828804032","27.80686367821372,29.34059480803091,0.0",0,0,4.40297;5.66142,6.34538;3.97018,32939145,32939664,519,21.062653426704376,13.484330422491558,0.5105505905003396,0.7078703469763523,2,2
chr18,33213715,33214111,396,838,CpG:,258.1430921231456,142.92306464609473,1.80616818399716,0.1,both,both,False,3,3,3,3,"251.92198657929296,339.4712705515852,183.03601923855868","133.90212089846833,123.16625718396119,171.7008158558547",1,1,15.4403;18.0838;17.5557,10.3641;7.62511;8.57113,33213715,33214111,396,64.01574587023235,20.815601775947584,0.24798550812932088,0.14564200556076137,3,3
chr18,33463801,33464445,644,840,CpG:,64.5551553187163,64.81331570079361,0.9960168619783458,1.0,both,both,False,3,3,3,3,"92.57868836533208,42.969451659954856,58.11732593086195","74.34073924870225,72.93036527107961,47.16884258259898",1,1,5.13663;6.98882;5.10114,4.8149;10.2867;6.37872,33463801,33464445,644,20.758184362525185,12.489805506978044,0.3215573451886161,0.19270431348762354,3,3
chr18,33794657,33795151,494,842,CpG:,88.555468805084,63.15565606843122,1.4021779570958974,0.7,both,both,False,3,3,3,3,"80.98981176986385,89.20097295475392,95.47562169063428","108.68390586019045,36.25966228840322,44.52340005669999",1,1,9.85083;8.65153;6.70544,5.77622;3.96158;6.69486,33794657,33795151,494,5.931395505871199,32.369620400424964,0.06697943770052828,0.5125371568518173,3,3
chr18,34005895,34007537,1642,844,CpG:,42.20033039250027,17.006839395053397,2.4813740761716514,0.1,both,both,False,3,3,3,3,"29.80535690197846,28.077626739436905,68.71800753608545","6.225147299586492,17.798848633353806,26.996522252219894",1,1,"8.87175;4.9516,11.6842;4.73234","11.0354;4.26141;4.84413,5.13583",34005895,34007537,1642,18.76409094871023,8.49835134328561,0.4446432237422704,0.4997019814132799,3,3
chr18,34220798,34221561,763,846,CpG:,16.392016357498537,23.527685436008795,0.6967118122214769,0.7,both,both,False,3,3,3,3,"5.378611000306016,18.10024259162293,25.697195480566663","37.679644995873126,4.410384731867679,28.493026580285587",1,1,8.57754;6.9351;6.01278,10.6627;5.80822;6.31447,34220798,34221561,763,8.382511416458488,14.028586983675368,0.5113776873840113,0.59625869369219,3,3
chr18,34330875,34331538,663,846,CpG:,56.55870296626669,32.74328001933579,1.727337729539229,0.4,both,both,False,3,3,3,3,"34.45940254950056,57.995971763116025,77.22073458618348","27.675125983685568,70.29619944401277,0.25851463030905747",1,0,12.6697;8.54635;8.58348,5.63716;4.26659,34330875,34331538,663,17.486798555551534,28.816476334587176,0.3091796246809476,0.8800729895590872,3,2
