chr,start,end,cpg_length,cpg_name,cpg_score,exo_signal,endo_signal,enrichment,pvalue,binding_type,significant,exo_replicates_with_signal,endo_replicates_with_signal,total_exo_replicates,total_endo_replicates,exo_replicate_signals,endo_replicate_signals,n_exo_peaks,n_endo_peaks,exo_peak_scores_by_rep,endo_peak_scores_by_rep,analysis_start,analysis_end,analysis_length,exo_signal_std,endo_signal_std,exo_signal_cv,endo_signal_cv,exo_replicates_with_peaks,endo_replicates_with_peaks
chr6,29164556,29164852,296,807,CpG:,95.33088989408168,39.0388444868294,2.4419495798919875,0.35238095238095235,both,False,6,4,6,5,"73.21950728184468,145.54448965433482,139.75108156977473,1.427671329395191,166.17476289336747,45.86782663577312","0.0,5.674467692504058,78.49711819597192,38.22208338814813,72.80055315752287",1,1,6.85528;8.60635;6.55064,5.65702,29164556,29164852,296,59.53533362026088,32.66401216293942,0.6245125130627459,0.8367054043815086,3,1
chr6,29170251,29171278,1027,807,CpG:,23.786312973603767,24.174650633718162,0.9839361624704205,1.0,both,False,6,5,6,5,"13.65622288621273,42.611854958093154,40.471759285411444,25.580353117499868,11.12983949135666,9.267848103048738","12.63476915740224,6.726810679115363,31.718474980570672,47.30703329645322,22.486165055049312",1,1,3.7702;5.36605;7.595,6.23631;4.34289;4.91135,29170251,29171278,1027,13.599109027524086,14.36985303021291,0.5717199232438982,0.5944182295718565,3,3
chr6,29178973,29179665,692,807,CpG:,34.45345019369686,17.517395196209065,1.966813547778663,0.2571428571428571,both,False,6,4,6,5,"22.92634637886389,29.411330388460545,36.45518449276169,29.25112390793817,77.0682878439137,11.608428150243153","6.485427611136023,8.780232812627892,14.183070618293188,58.138244938988215,0.0",0,0,4.24683;6.24764,5.02018,29178973,29179665,692,20.523513562075028,20.813806014238104,0.5956881951355262,1.1881792801444826,2,1
chr6,29211959,29212553,594,807,CpG:,25.64202858937443,26.83970821297128,0.9553765780874611,0.7619047619047619,both,False,6,4,6,5,"93.38975186580761,6.672650714514633,19.350248129680903,23.704506087383436,1.6733037261449126,9.06171101271504","63.812502421112576,3.9341647376115074,0.0,49.39431559758555,17.057558308546792",0,1,7.4601;5.39834,3.43386;6.10082,29211959,29212553,594,31.204536271216952,25.363052424514404,1.2169293144048485,0.9449824201984719,2,2
chr6,29215984,29216355,371,807,CpG:,25.011871778311644,18.05166573794383,1.385571400523873,0.30952380952380953,both,False,5,5,6,5,"59.85143666640125,27.641875611482604,8.902663161491127,0.0,31.780736686727106,21.894518543767802","11.095922012534746,52.57218202040845,2.204555295548349,14.484652249318248,9.901017111909358",1,1,4.4173;7.4601,4.66303;4.04923;6.17226,29215984,29216355,371,18.97958533620684,17.721941105917644,0.7588230702775497,0.9817343930021307,2,3
chr6,29272506,29272924,418,808,CpG:,104.91496175099788,40.53388799890947,2.588327124055322,0.17748917748917747,both,False,6,5,6,5,"73.14962803233753,198.77578451530786,131.85581853401146,54.536781384043714,168.94654754930707,2.2252104909796464","10.788722941749974,46.26256272211029,107.93267655486696,12.125041400416617,25.56043637540352",1,1,2.91264;7.47644;5.42267,3.51796;6.13849;2.59612,29272506,29272924,418,67.98025484314046,36.03180838023742,0.6479557701644387,0.888930476671935,3,3
chr6,29347829,29348444,615,808,CpG:,348.8424362146434,232.41590557470553,1.5009404599570955,0.42857142857142855,both,False,6,5,6,5,"236.05595473002612,463.81545136614545,365.2357366546383,171.1905679501169,767.0986059669557,89.65830061997825","164.50756515875096,138.01429743572947,274.90956028884017,502.3957779271816,82.2523270630255",1,1,9.96424;16.1551;12.2837,20.6189;15.967;12.8861,29347829,29348444,615,223.56324641874423,148.84028271615907,0.6408717036971538,0.640404891171776,3,3
chr6,29396379,29396656,277,809,CpG:,23.461004141866088,68.46863929089224,0.34265328455252203,0.42857142857142855,both,False,6,5,6,5,"24.361203210878887,39.75589047097988,41.48624976189128,1.0965245691017123,5.180526213525435,28.885630624819317","9.670271443115675,50.80313541398582,187.17411137660056,94.49376861799495,0.20190960276428113",1,0,7.62606;6.29181,3.92095;4.41251,29396379,29396656,277,15.572494720037263,68.11455194109799,0.6637607932666528,0.994828473977847,2,2
chr6,29433165,29433739,574,809,CpG:,27.33970165598822,9.446411593035124,2.8941891200406604,0.05194805194805195,both,False,6,5,6,5,"22.413268521272347,31.597950903796153,16.711735389789222,8.701704045205997,62.60852672081791,22.00502435504767","6.362008172875913,3.4605531659275814,24.544989353272975,5.823871223768706,7.040636049330442",1,0,3.7408;8.76318;3.00634,5.2381,29433165,29433739,574,17.200193096498463,7.644889150841439,0.6291287781017574,0.8092902871687324,3,1
chr6,29473991,29474402,411,809,CpG:,55.17020697817992,38.3391016508831,1.4390062521694253,0.9142857142857143,both,False,6,4,6,5,"0.2558355215402125,38.13641031873197,86.32621495045015,117.34688137685586,7.020790941233763,81.93510876026757","13.252956035943507,0.0,88.44579049038481,51.02066633823144,38.97609538985575",1,1,6.57136;6.32145;14.2818,6.41524,29473991,29474402,411,43.16074668272875,30.890482442371265,0.7823198252600182,0.8057174297838493,3,1
chr6,29507708,29508070,362,810,CpG:,14.882947949414751,8.304826945099382,1.7920840551887802,0.6428571428571428,both,False,6,2,6,5,"16.402739635488604,22.02252305278462,1.5250113866605812,32.42713886071305,9.095135499100659,7.825139261741006","8.658842013027128,0.0,32.86529271246979,0.0,0.0",1,0,7.05943;5.07463;5.10564,,29507708,29508070,362,10.188456211191324,12.729903826366009,0.6845724547193602,1.5328319193788658,3,0
chr6,29526398,29527188,790,810,CpG:,16.332573339003552,9.85493200513381,1.6572994446329303,0.7619047619047619,both,False,6,4,6,5,"2.548458879205245,3.1286014267160924,4.491452881052524,26.408090741121317,34.96098963097681,26.457846474949317","14.256575100029572,30.135548072525218,1.4249357392516317,0.0,3.457601113862629",1,0,5.35273;5.68228,4.27455;3.40077,29526398,29527188,790,13.26407378313026,11.311836406249771,0.8121239383297023,1.1478350535911364,2,2
chr6,29609123,29609957,834,810,CpG:,98.96286980854235,38.96849930749523,2.539560711015314,0.12554112554112554,both,False,6,5,6,5,"57.088891667427774,68.34030059544588,97.74575713955812,47.41541255292275,294.43997877278775,28.746878123111863","33.93915433849362,30.778523410252816,38.48921004187861,65.39303445301468,26.242574293836416",1,1,6.75819;10.7367;6.6258,10.5886;4.0568;8.08787,29609123,29609957,834,89.89936885274396,13.804383067162606,0.9084151361684133,0.354244667166525,3,3
chr6,29694117,29694502,385,811,CpG:,45.6479320121534,17.53521172133359,2.603215332531028,0.35238095238095235,both,False,6,4,6,5,"53.23279585900245,60.541309963573106,38.605159365666374,9.451859560879795,100.03164221528289,12.024825108515753","26.682912468910217,10.432544757174208,0.0,15.072463454209364,35.488137926374165",1,1,3.73966;7.88301;7.26968,10.8408;3.0026;8.51979,29694117,29694502,385,30.895524020852495,12.409549914753766,0.6768219864292386,0.7076931896782365,3,3
chr6,29735416,29736541,1125,811,CpG:,34.12780333872195,26.82518893555535,1.272229747224161,0.42857142857142855,both,False,6,5,6,5,"55.12112310409546,32.223909577263726,27.670867531670464,16.372764930725097,50.058864573160804,23.319290315416126","15.95932693417867,14.504312024434407,29.26813924153646,46.329392387390136,28.064774090237087",1,1,4.77091;5.56042;3.7293,10.1116;3.79388;3.05562,29735416,29736541,1125,13.975576081998557,11.469869177420632,0.409507050403729,0.42757831845940647,3,3
chr6,29768095,29768366,271,812,CpG:,556.0947758063472,532.9173211597429,1.043491651943617,1.0,both,False,6,5,6,5,"343.05049386675506,631.2307059087436,678.3019359630853,343.6253010373274,1029.634160228321,310.72605783385103","373.70217963074407,348.17316158935154,577.011368529823,1075.2295536731,290.4703423756955",1,1,12.2269;14.9868;21.6889,14.1664;14.9635;19.088,29768095,29768366,271,256.76075054413155,287.85664691164527,0.4617212060153306,0.5401525442731101,3,3
chr6,29768611,29769235,624,812,CpG:,27.157501118687488,16.48106256738687,1.6478003774117946,0.24675324675324672,both,False,6,5,6,5,"22.317271874501156,28.05100787602938,26.50325770714344,6.1726540724436445,46.36211637197397,33.53869881003331","27.44929208396337,16.253390116569324,0.7272395892785146,27.7113205240323,10.26407052309085",1,1,12.2269;14.9868;21.6889,14.1664;14.9635;19.088,29768611,29769235,624,12.073075722865672,10.327695926491776,0.44455768113944794,0.6266401747013857,3,3
