chr,start,end,cpg_length,cpg_name,cpg_score,exo_signal,endo_signal,enrichment,pvalue,binding_type,significant,exo_replicates_with_signal,endo_replicates_with_signal,total_exo_replicates,total_endo_replicates,exo_replicate_signals,endo_replicate_signals,n_exo_peaks,n_endo_peaks,exo_peak_scores_by_rep,endo_peak_scores_by_rep,analysis_start,analysis_end,analysis_length,exo_signal_std,endo_signal_std,exo_signal_cv,endo_signal_cv,exo_replicates_with_peaks,endo_replicates_with_peaks
chr1,3671654,3672156,502,613,CpG:,52.51166027665613,35.44220274093142,1.4816139013846215,0.7922077922077921,both,False,6,5,6,5,"3.061797170525053,65.91187516626609,100.02656144829861,5.682240710315476,108.34127548111387,32.046211683417695","35.88782899408226,18.74866663412269,8.037706496706047,112.40919069654913,2.1276208831969488",1,0,5.54931;6.06037,,3671654,3672156,502,42.05412308477108,40.158829027307256,0.8008530460322559,1.1330793777365509,2,0
chr1,4491701,4493673,1972,619,CpG:,5.247281698619619,5.3911102432266444,0.9733211642652401,1.0,both,False,4,3,6,5,"12.19944750513073,6.809168350382219,3.3497822719945387,0.0,0.0,9.125292064210223","0.0,19.079104030833523,0.0,4.363269704350594,3.513177480949108",1,0,6.0982;5.8282,4.1282,4491701,4493673,1972,4.554841713919814,7.07209164069306,0.8680383435709269,1.3118061626690698,2,1
chr1,4571641,4572075,434,619,CpG:,26.174937701628135,10.728052321007723,2.439859251093719,0.38095238095238093,both,False,6,3,6,5,"16.923790716355846,21.50187462705621,16.938446890923284,19.305170516264603,29.013874656044393,53.36646880312449","0.4130419223539291,0.0,2.135811282742408,51.09140839994228,0.0",1,0,4.35039;6.82732;3.40697,,4571641,4572075,434,12.828137234182826,20.197072920318966,0.49009236928899697,1.8826411650481012,3,0
chr1,4785376,4785814,438,621,CpG:,105.03357210260911,123.94455863667406,0.8474238260874378,0.9307359307359306,both,False,6,5,6,5,"79.64513432054216,129.91540476829493,143.84692270461827,90.87383952206129,163.26028948396308,22.65984181617493","109.42149067360516,56.15474365617587,212.77924754521618,219.0665323962904,22.300778912082656",1,1,2.96862;6.6373;7.27926,12.2007;6.57158;5.01142,4785376,4785814,438,46.80889274456735,80.09697662240934,0.4456564868501181,0.6462322953378075,3,3
chr1,4807559,4808103,544,621,CpG:,61.8415827847579,46.09951653322753,1.341480072576983,0.6623376623376623,both,False,6,5,6,5,"35.17831939809463,88.68880979629124,31.970723089049844,5.216560994877534,141.32062649025636,68.67445693997776","6.757579873589909,7.732353210449219,75.7557615111856,119.41114226597198,20.84074580494095",1,1,4.55161;7.91139;6.13029,3.25084,4807559,4808103,544,44.523348035725576,44.52397114823091,0.7199580934189681,0.9658229520940638,3,1
chr1,4857465,4858372,907,622,CpG:,304.5503735642186,188.7902668584668,1.613167768826427,0.42857142857142855,both,False,6,5,6,5,"163.18842554565563,395.2458007122742,350.8090298788287,111.04930702617439,673.6376004297915,133.3720777925872","131.5768042525488,68.20493974654126,208.19061073210693,404.78424014225027,131.1947394188867",1,1,11.705;12.0307;12.3294,17.8706;16.6995;10.3864,4857465,4858372,907,197.19650811105657,116.75719766800121,0.6475004637269801,0.6184492432310206,3,3
chr1,5018557,5019711,1154,623,CpG:,75.14536702460737,32.148426343704635,2.3374508668391627,0.05194805194805195,both,False,6,5,6,5,"62.59030775470172,89.61487520505486,74.81789106884698,65.77542121116996,100.65666215423902,57.41704475363164","36.41800906092084,17.870945850319423,23.792456253149275,81.52100065717251,1.1397198969611262",1,0,5.71049;9.62622;8.27909,5.56539;6.07982,5018557,5019711,1154,15.384076697665764,27.170163752953798,0.20472422062464662,0.8451475497578845,3,2
chr1,5083039,5083536,497,623,CpG:,73.89304572267872,73.65092552921902,1.0032874019127382,1.0,both,False,6,5,6,5,"13.07354650267173,93.74543342360069,57.98802744982468,40.44745844758492,226.19951689123388,11.904291621156382","2.473271636655873,29.945840616821044,84.46982210646692,160.4604383925317,90.90525489361953",1,1,5.7882;2.98168;3.66315,9.40735;8.7388,5083039,5083536,497,73.60318436511744,54.63889601626204,0.996077285017468,0.7418629925374872,3,2
chr1,5916428,5917474,1046,630,CpG:,28.28174971516076,7.252635245387002,3.8995135917181565,0.09523809523809523,both,False,6,3,6,5,"24.684627079826925,16.884770899384247,36.79097189638856,16.656831744979947,48.93097752959505,25.742319140789842","0.0,8.09869647345169,0.0,10.571347457273056,17.593132296210264",1,1,4.46753;4.51845;7.00061,5.96407;7.65304,5916428,5917474,1046,11.425230225968301,6.6911431849916365,0.4039789030394988,0.9225809596928924,3,2
chr1,6214430,6215332,902,632,CpG:,59.85002006739048,31.91400894928401,1.875352612782081,0.17748917748917747,both,False,6,5,6,5,"53.74676845131851,102.33334928394157,23.18404178027303,69.10100548653274,42.500171720585115,68.23478368169188","7.546323071297944,13.300459603248308,41.05536245189591,73.12567850967204,24.54222111030587",1,1,11.9757;7.31797;7.22298,8.29497;7.27982,6214430,6215332,902,24.64203432860322,23.56504887354466,0.4117297588347765,0.738391999293882,3,2
chr1,6359082,6359442,360,633,CpG:,15.965043161533496,11.797652458084954,1.3532389785387025,0.5333333333333333,both,False,4,2,6,5,"43.57137777540419,17.249859982066685,17.23531605137719,0.0,0.0,17.73370516035292","0.0,0.0,35.910963694254555,23.077298596170213,0.0",1,0,2.38625;9.47173,,6359082,6359442,360,14.596046438763905,15.00823778021976,0.9142503588046614,1.2721376420895147,2,0
chr1,6441200,6441612,412,634,CpG:,16.069493710416033,1.8764711167048482,8.563677621979416,0.38095238095238093,both,False,5,2,6,5,"0.0,24.32400209463916,12.334288293875536,51.463381649221034,1.1760860369043442,7.119204187856137","0.0,2.76512618203765,6.6172294014865916,0.0,0.0",0,0,,2.10084;4.74667,6441200,6441612,412,17.771540330773302,2.6010739510960086,1.1059178746405698,1.3861518719582475,0,2
chr1,7088491,7089271,780,639,CpG:,517.9093621959034,457.0304299672445,1.133205424052447,0.6623376623376623,both,False,6,5,6,5,"292.41731685247174,662.4874787550706,591.5648052606828,376.00417083593516,937.7987179291554,247.18368354210486","258.956211911715,149.9337038529225,650.2646923358624,945.2858294169108,280.71171231881164",1,1,14.9838;15.1461;22.7351,30.6814;21.6811;9.7098,7088491,7089271,780,240.45483500704233,296.77024799886163,0.464279761206727,0.6493446137057685,3,3
chr1,7397746,7398594,848,641,CpG:,455.4349003006827,327.45683092424326,1.3908242470166916,0.5367965367965368,both,False,6,5,6,5,"197.95197489070443,704.8913100035685,516.7606387138367,286.5094343468828,851.5837937930845,174.91225005601936","177.5483853322155,231.33295112285973,330.1097596546389,729.442101190675,168.85095732082735",1,1,12.6481;19.1885;19.724,22.8459;16.4478;12.4801,7397746,7398594,848,257.0504229312171,209.02983567491805,0.5644065107033076,0.6383431827790358,3,3
chr1,9299215,9300020,805,655,CpG:,43.57097974129592,27.82713742404251,1.5657729746808529,0.6095238095238095,both,False,6,4,6,5,"10.046152908609521,64.36092244023862,36.443134882435295,25.719212123325892,98.00527288306574,26.851183210100448","0.0,5.007628304617746,86.8963727299471,32.484610136991705,14.747075948655976",1,1,6.06512;7.58041,3.78959;3.75149,9299215,9300020,805,29.34925148646221,31.550068759240894,0.6735963171065771,1.1337877942120553,2,2
chr1,9545269,9546268,999,657,CpG:,89.3942835572007,66.3562532309178,1.347187027665821,0.6623376623376623,both,False,6,5,6,5,"68.39325743132048,184.41937323733492,141.04931803962012,28.159783759513296,103.82181255237477,10.52215632304057","18.89118893881579,28.097064212993818,146.8217300170654,95.3792742088631,42.59200877685089",1,1,10.754;15.5653;8.94036,8.61646;9.22749;9.15815,9545269,9546268,999,60.98863742159751,48.16319318347481,0.6822431479365537,0.7258274968580327,3,3
chr1,9699785,9700881,1096,659,CpG:,43.914249121200136,46.297528514331276,0.9485225352279139,0.5367965367965368,both,False,6,5,6,5,"50.79369205410463,28.38398703258403,42.47645385596004,20.644335085458128,90.0080709213758,31.1789557777182","18.5768057018736,15.59705017974777,79.61602569496544,107.34357197180282,10.354189023266743",1,1,6.60314;6.49095;4.9516,6.64764;6.01232;4.58179,9699785,9700881,1096,22.79948842538158,39.59702810357033,0.5191820168086365,0.8552730431671569,3,3
chr1,9747560,9748645,1085,659,CpG:,213.67220845768165,106.28869271047651,2.0103004657297916,0.5367965367965368,both,False,6,5,6,5,"97.40982595676651,340.79967450436357,284.1158191927018,106.54690571094987,360.8338075409287,92.32721784037929","132.41570572973944,133.57030578033167,148.21810161792737,102.26562235871768,14.973728065666515",1,1,11.8304;12.3511;12.9218,7.40115;16.1036;13.1427,9747560,9748645,1085,117.25869547206077,48.040796028934295,0.5487784130582624,0.45198407096598975,3,3
chr1,9797821,9798652,831,659,CpG:,27.798202561987864,22.319646768076467,1.2454588932718824,0.6623376623376623,both,False,6,5,6,5,"40.15542943727238,32.970699734923066,17.62732867528959,6.224224065902288,58.10337661807431,11.70815684046556","4.092454819903047,16.129407775387723,23.71661867217467,59.80046282606435,7.859289746852558",1,1,4.40763;5.8661,4.15678,9797821,9798652,831,17.914761849335004,19.93195732062952,0.6444575619371956,0.8930229733356699,2,1
chr1,9848165,9848530,365,660,CpG:,7.770108650808464,1.5649503492329218,4.965083176355768,0.5714285714285714,both,False,5,2,6,5,"18.95806176695105,15.347684409520397,4.104373997204925,5.487397442125294,2.7231342890491224,0.0","3.543115743219036,4.281636002945573,0.0,0.0,0.0",0,0,4.81425;4.45832,4.56072,9848165,9848530,365,6.917187156816052,1.9308406487198835,0.8902304289009308,1.2338031360971338,2,1
chr1,9943785,9944196,411,660,CpG:,59.6515798363759,27.746587459420347,2.1498708597450737,0.08225108225108226,both,False,6,5,6,5,"20.560898989656547,62.820952125419375,55.713964624706556,57.55063449089254,126.69901697943101,34.564011808149424","13.318365909177311,12.62617671344692,0.6847299450505389,108.60068769060493,3.502977038822035",1,1,3.99124;3.07723;8.04821,6.9039;3.77832,9943785,9944196,411,33.37361715409674,40.72906259853789,0.5594758302402127,1.4678944810097652,3,2
chr1,9967118,9968330,1212,661,CpG:,8.384322145459937,6.808994199969982,1.2313598600945936,0.9142857142857143,both,False,6,4,6,5,"10.704172247707254,9.336971103554905,12.263197887061846,9.435931993396368,1.5889153700850585,6.976744270954195","14.85387407120305,0.0,4.64396058136087,0.5931538245072066,13.953982522778778",1,1,2.91653;4.6543;7.93657,2.92268;4.37581,9967118,9968330,1212,3.430248619292044,6.410263558291668,0.40912652922687426,0.9414405960751042,3,2
chr1,10037950,10038215,265,661,CpG:,533.5750488185283,229.34576416375504,2.3265092807101104,0.08225108225108226,both,False,6,5,6,5,"290.99629614488134,688.1936587927477,738.6537720302366,250.6082752155808,972.4931761543705,260.5051145733527","46.40967437456239,33.73060355996186,238.84595619057708,809.0201133871979,18.722473306475944",1,0,12.4143;8.62636;9.67042,3.80861;5.39723,10037950,10038215,265,280.50405670540533,300.7343277556208,0.5257068472870181,1.3112704690760877,3,2
chr1,10039745,10040279,534,661,CpG:,32.165435684382096,61.99594071009632,0.518831318888977,0.6623376623376623,both,False,6,5,6,5,"18.045958088578356,34.67647589637099,32.229226533839764,62.46583704823412,40.97805252682404,4.597064012445314","23.911005616634526,25.82234550058172,154.83292080311293,81.36465827713299,24.048773353019456",0,1,8.62636;6.22265,8.02955;3.80861;5.39723,10039745,10040279,534,18.080655845688447,51.366975528765195,0.5621144393348757,0.828553852726681,2,3
chr1,10232143,10233428,1285,663,CpG:,20.26926536340503,12.678013182465667,1.5987730152732802,0.7619047619047619,both,False,6,4,6,5,"20.240284929943456,19.545273561143688,13.766012142047808,11.551361511839039,55.239763402753304,1.2728966327028979","9.03278593070776,0.0,32.38575691193458,5.839347846777059,16.13217522290894",0,1,5.17661;4.41114,3.7353;3.57229,10232143,10233428,1285,16.845458893988642,11.145523243467226,0.8310838400883601,0.8791222317769828,2,2
chr1,10993486,10994005,519,668,CpG:,43.7769137578816,27.72420911256059,1.5790139794483173,0.6623376623376623,both,False,6,5,6,5,"32.877495826324285,83.25743677804465,28.83322180305143,6.926693028797304,108.55696267107778,2.2096724399941503","6.069105012338745,14.28195150831072,73.19282970538718,38.68089913495014,6.396260201816155",0,0,5.7319;4.23168,,10993486,10994005,519,39.12171603724085,25.65916500079817,0.8936608974678434,0.9255147692986184,2,0
