chr,start,end,neu_signal,nsc_signal,fold_change,pvalue,binding_type,binding_type_by_peaks,significant,neu_replicates_with_signal,nsc_replicates_with_signal,neu_replicate_signals,nsc_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,neu_replicates_with_peaks,nsc_replicates_with_peaks,neu_peak_scores_by_rep,nsc_peak_scores_by_rep,region_start,region_end
chr12,20990202,20991305,0.0,8.285982716604659,0.0,1.0,nsc_only,nsc_only,False,0,2,"0.0,0.0,0.0","14.490133324607473,0.0,10.367814825206507",244,1103,CpG:,745,0,1,,3.28286,20990043,20990287
chr12,24493515,24493726,0.0,10.54248936665364,0.0,1.0,nsc_only,neu_only,False,0,1,"0.0,0.0,0.0","0.0,31.627468099960915,0.0",624,211,CpG:,771,2,0,8.5176;5.59965,,24493086,24493710
chr15,103035731,103035967,0.0,23.849362309413547,0.0,1.0,nsc_only,neu_only,False,0,1,"0.0,0.0,0.0","71.54808692824064,0.0,0.0",353,236,CpG:,1371,1,0,8.49072,,103035378,103035731
chr17,35394038,35395093,0.0,1.9591891174433664,0.0,1.0,nsc_only,nsc_only,False,0,3,"0.0,0.0,0.0","0.24908246661795944,3.632236865700268,1.9962480200118706",244,1055,CpG:,855,0,1,,2.88488,35394787,35395031
chr17,36110763,36110967,0.0,2.9792309675666986,0.0,1.0,nsc_only,nsc_only,False,0,2,"0.0,0.0,0.0","0.0,5.513278120530438,3.4244147821696576",713,204,CpG:,860,0,1,,3.78259,36110856,36111569
chr17,36111233,36111453,0.0,2.9792309675666986,0.0,1.0,nsc_only,nsc_only,False,0,2,"0.0,0.0,0.0","0.0,5.513278120530438,3.4244147821696576",713,220,CpG:,860,0,1,,3.78259,36110856,36111569
chr17,36161661,36162048,0.0,5.022967945042735,0.0,1.0,nsc_only,nsc_only,False,0,2,"0.0,0.0,0.0","0.0,1.0911181839190187,13.977785651209187",1291,387,CpG:,860,0,1,,5.26699,36161018,36162309
chr4,3230990,3231230,0.0,11.877758311576583,0.0,1.0,nsc_only,neu_only,False,0,1,"0.0,0.0,0.0","0.0,0.0,35.63327493472975",294,240,CpG:,609,1,0,4.98438,,3230979,3231273
chr7,14622325,14623100,0.0,1.1407636618525818,0.0,1.0,nsc_only,nsc_only,False,0,1,"0.0,0.0,0.0","3.4222909855577455,0.0,0.0",1169,775,CpG:,696,0,2,,3.49827;2.44184,14622193,14623362
chr7,49636312,49636892,0.0,11.140640003801936,0.0,1.0,nsc_only,neu_only,False,0,2,"0.0,0.0,0.0","0.0,1.9495234304097853,31.472396580996026",283,580,CpG:,963,1,0,7.29989,,49636471,49636754
chr8,19535156,19535754,0.0,3.0744496777833223,0.0,1.0,nsc_only,neu_only,False,0,2,"0.0,0.0,0.0","2.069382897342544,0.0,7.153966136007424",332,598,CpG:,734,1,0,3.48066,,19535077,19535409
chr8,20122209,20122868,0.0,18.8002620688332,0.0,1.0,nsc_only,nsc_only,False,0,3,"0.0,0.0,0.0","1.6733447435505027,2.139152578992561,52.58828888395653",439,659,CpG:,738,0,1,,2.68684,20122179,20122618
chr8,20296932,20297602,0.0,15.132407713909538,0.0,1.0,nsc_only,nsc_only,False,0,3,"0.0,0.0,0.0","1.5854657854352678,25.13624018455038,18.675517171742964",245,670,CpG:,739,0,1,,2.74751,20297196,20297441
chrX,75723624,75723957,0.0,0.1318092921004647,0.0,1.0,nsc_only,nsc_only,False,0,1,"0.0,0.0,0.0","0.0,0.0,0.39542787630139414",262,333,CpG:,1162,0,1,,4.20167,75723833,75724095
chrX,169986832,169987780,0.0,0.4501060626926493,0.0,1.0,nsc_only,nsc_only,False,0,2,"0.0,0.0,0.0","0.0,0.6553518718548035,0.6949663162231445",712,948,CpG:,1881,0,3,,6.32774;5.82669;5.01801,169986862,169987574
