chr,start,end,neu_signal,nsc_signal,fold_change,pvalue,binding_type,binding_type_by_peaks,significant,neu_replicates_with_signal,nsc_replicates_with_signal,neu_replicate_signals,nsc_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,neu_replicates_with_peaks,nsc_replicates_with_peaks,neu_peak_scores_by_rep,nsc_peak_scores_by_rep,region_start,region_end
chr11,5878003,5878493,85.59333913331689,41.40562174832862,2.067191253728051,0.2,both,both,False,3,3,"51.88843929198008,118.80993619103481,86.08164191693577","26.255329688661334,66.56054633632048,31.400989220004032",2344,490,CpG:,629,2,3,11.5992;16.18,9.07706;8.62404;11.4416,5877512,5879856
chr11,5902021,5902327,13.10201741333745,15.570418223021685,0.8414685608101025,0.7,both,both,False,3,3,"14.153179038227469,2.790965608237446,22.361907593547436","14.446907968590224,15.2729583311772,16.991388369297635",3450,306,CpG:,630,1,1,4.04538,3.32706,5899761,5903211
chr11,5955545,5956093,22.470310730311088,15.101472827090511,1.487954915894139,0.2,both,both,False,3,3,"19.99168930788642,24.594130741595066,22.82511214145179","16.61950390894436,6.990282865403925,21.694631706923246",3296,548,CpG:,630,1,3,21.3484,6.39124;11.2012;6.40567,5952457,5955753
chr11,5972162,5972405,26.565135759121276,8.805390114575923,3.016917525908014,0.1,both,both,False,3,3,"18.48142549515299,41.19913713725263,20.01484464495821","12.220129283652406,5.708315017712879,8.487726042362487",3609,243,CpG:,630,1,1,4.00846,5.18415,5971075,5974684
chr11,6064996,6066085,15.32550306589873,17.28505785609628,0.8866330210456059,1.0,both,both,False,3,3,"15.407452103611943,8.6046672869731,21.96438980711115","6.237124078624599,26.834911753107477,18.783137736556768",2664,1089,CpG:,631,2,1,3.63888;2.75759,4.35824,6063592,6066256
chr11,6199825,6200401,194.25471042811827,36.732621644674964,5.288343214573657,0.1,both,both,False,3,3,"139.7896877340719,227.43358336014,215.54086019014284","14.746166579577388,65.53728735149582,29.914411002951685",1764,576,CpG:,632,2,1,29.8502;24.2996,7.52739,6199964,6201728
chr11,6267407,6267896,68.94804376409478,33.957559410199565,2.030418114895071,0.4,both,both,False,3,3,"50.89449751092411,121.70726595989166,34.24236782146856","56.78442091616764,25.166957309025555,19.921300005405506",2303,489,CpG:,632,2,3,8.8128;8.6905,7.14265;5.23257;5.17082,6266679,6268982
chr11,6274191,6274450,66.84850728615022,45.173345794796425,1.4798219195411155,0.2,both,neu_only,False,3,3,"63.21597771520739,66.09478298719827,71.234761156045","51.81072619441268,63.416631958701394,20.292679231275212",3080,259,CpG:,632,2,0,12.1832;9.43212,,6273565,6276645
chr11,6274673,6275009,61.2481538771465,41.69199594521066,1.4690626459245433,0.2,both,both,False,3,3,"57.62836047800876,59.663520398760454,66.45258075467028","46.76935424349093,58.116812130211386,20.189821461929665",3412,336,CpG:,632,2,3,12.1832;9.43212,6.60663;7.15854;7.55432,6273565,6276977
chr11,6291320,6292275,118.00879658028892,72.34839978875368,1.6311182683356735,0.2,both,both,False,3,3,"88.01027039244616,162.629887211695,103.38623213672561","59.75647369416071,58.91044460171408,98.37828107038625",2498,955,CpG:,9,2,3,11.978;15.4633,9.71866;26.7262;9.19901,6290375,6292873
chr11,6389594,6389970,108.95468153434079,41.61225052667764,2.6183318651436522,0.1,both,both,False,3,3,"67.50633350615526,151.9388809006903,107.41883019617684","39.16612772610186,43.851255173658515,41.81936868027255",1741,376,CpG:,633,1,2,24.7962,7.48297;13.4782,6388745,6390486
chr11,6415425,6416451,32.169339692015804,20.86030267919325,1.5421319712730035,0.1,both,both,False,3,3,"28.42306487985744,41.966592312618424,26.118361883571538","25.96107292246477,12.526608349601174,24.0932267655138",5024,1026,CpG:,633,2,3,16.1604;16.0028,7.11468;7.45927;5.63809,6413425,6418449
chr11,6444021,6444762,231.22584287919236,70.64157863902243,3.2732258725523886,0.1,both,both,False,3,3,"202.45043579516246,278.6455131267408,212.58157971567374","62.92314530401608,55.434892014214086,93.56669859883712",1941,741,CpG:,634,2,3,32.0196;29.8914,10.4589;17.5946;14.472,6443238,6445179
chr11,6447281,6447509,16.53497026484018,0.0,inf,1.0,neu_only,nsc_only,False,3,0,"39.243564911336705,1.0944217835496737,9.266924099634158","0.0,0.0,0.0",298,228,CpG:,634,0,1,,7.41828,6447473,6447771
chr11,6528548,6528932,54.59237337206091,12.388866393518844,4.406567286948914,0.1,both,both,False,3,3,"46.38006826469415,74.84680623948688,42.550245612001696","15.481886158977956,11.508379495075248,10.176333526503331",4168,384,CpG:,634,2,3,10.484;16.4605,12.7957;10.0268;7.98282,6526491,6530659
chr11,6547034,6547252,40.91269712762499,48.48384114211214,0.8438419102914063,0.7,both,both,False,3,3,"36.006466716907966,52.32354847801816,34.40807618794883","59.91733743976216,53.341864015401406,32.19232197117285",3529,218,CpG:,634,2,3,13.1176;13.2864,7.60364;6.75219;11.1177,6545605,6549134
chr11,6605463,6605768,42.81316229132804,23.341850521156783,1.834180295710603,0.1,both,both,False,3,3,"36.81465894849125,52.62719095752996,38.99763696796291","31.199650453928236,21.72135564203963,17.10454546750247",3458,305,CpG:,635,2,2,6.00304;11.304,3.99082;6.38766,6603835,6607293
chr11,6625740,6626394,89.33138680447189,19.149429036623154,4.664963463590806,0.1,both,both,False,3,3,"64.04634795848337,137.9983717952347,65.94944065969756","13.254431437706087,34.91182094401608,9.282034728147297",2191,654,CpG:,635,2,3,11.1328;10.0445,5.86986;5.3618;7.64713,6624917,6627108
chr11,7063695,7064250,18.744399366283005,57.62494657781921,0.32528272006239106,1.0,both,both,False,3,3,"35.68594619225566,12.477773614388115,8.069478292205241","3.586447421584273,155.88194948084214,13.40644283103122",697,555,CpG:,638,2,1,8.664;3.8332,3.28948,7063833,7064530
chr11,7213334,7214110,31.256488481135605,35.62861805697475,0.8772860185357864,0.7,both,both,False,3,3,"30.430150354205335,26.851443202561946,36.48787188663954","26.918695802348534,46.83101327858532,33.13614508999039",6394,776,CpG:,640,2,2,9.98227;5.07968,3.68833;6.0772,7209519,7215913
chr11,8624300,8624839,39.74746615453989,24.181603491244314,1.6437068025257993,0.2,both,neu_only,False,3,3,"39.08698504242622,28.468297883612504,51.687115537580944","21.847565686646934,20.811543181236374,29.88570160584963",2564,539,CpG:,650,2,0,6.78942;12.6911,,8622453,8625017
chr11,8664109,8664649,22.94995599101651,20.36831745320998,1.1267477563493922,0.7,both,both,False,3,3,"22.099670719922276,18.96737079261922,27.78282646050803","17.474225679421856,13.39115488476286,30.239571795445215",6758,540,CpG:,651,1,1,6.42694,4.0784,8658739,8665497
chr11,9010914,9011323,104.62491077538253,50.606151286373425,2.067434652031216,0.2,both,both,False,3,3,"60.684916417156316,175.1517324375155,78.03808347147579","43.058983100374114,67.95239259322435,40.807078165521794",1579,409,CpG:,653,2,3,11.6044;22.8117,7.6448;4.20167;4.80203,9010049,9011628
chr11,9150400,9150646,23.51009276162473,1.509701201196253,15.572679377214422,0.5,both,neu_only,False,3,1,"21.00951675550472,39.99298429771288,9.527777231656588","0.0,0.0,4.529103603588759",338,246,CpG:,654,1,0,2.25482,,9150324,9150662
chr11,11113908,11114582,10.367968686071919,22.119575978316906,0.46872366342986405,0.2,both,both,False,3,3,"14.212963042824178,6.754644738251449,10.13629827714013","34.56248192637867,13.488783082850059,18.30746292572199",4088,674,CpG:,669,2,1,10.7396;4.83911,3.97773,11113082,11117170
chr11,11115678,11116517,9.709024817712047,27.012544438506293,0.35942651903135286,0.1,both,both,False,3,3,"16.660134676316346,4.01483585383843,8.452103922981362","41.42189873952979,16.966253484700964,22.649481091288127",3206,839,CpG:,669,2,2,10.7396;4.63829,7.78338;3.9389,11113964,11117170
chr11,11461979,11462326,149.86241756621345,9.18399876722174,16.31777413789315,0.2,both,both,False,3,2,"148.71290064467408,132.5125060421717,168.36184601179454","0.0,14.04038708557844,13.51160921608678",1878,347,CpG:,672,2,2,33.2695;39.916,6.84349;4.51433,11460952,11462830
chr11,11685304,11686481,6.453528424398087,4.2033787921249575,1.5353192618492513,0.5,both,neu_only,False,3,1,"6.051804758949629,10.134684288476537,3.1740962257680967","0.0,0.0,12.610136376374872",1419,1177,CpG:,674,2,0,5.76532;11.4824,,11685429,11686848
chr11,11808710,11809131,160.46908405014412,41.07441700977884,3.9067890850876896,0.1,both,both,False,3,3,"129.32651993605742,176.23499811986449,175.84573409451042","45.40965236979685,30.28207711140821,47.53152154813147",1570,421,CpG:,675,2,3,26.9866;39.9024,3.88088;9.11974;9.2613,11808213,11809783
chr11,12025554,12026332,42.40203477854063,13.98892335036617,3.031114955493035,0.1,both,both,False,3,3,"35.46649891879597,54.10702262418336,37.632582792642566","13.224754840673318,9.556441172122502,19.185574038302683",2106,778,CpG:,676,1,1,5.18059,3.42453,12025250,12027356
