chr,start,end,neu_signal,nsc_signal,fold_change,pvalue,binding_type,binding_type_by_peaks,significant,neu_replicates_with_signal,nsc_replicates_with_signal,neu_replicate_signals,nsc_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,neu_replicates_with_peaks,nsc_replicates_with_peaks,neu_peak_scores_by_rep,nsc_peak_scores_by_rep,region_start,region_end
chr7,127717034,127717466,7.728089267479983,28.775323061159515,0.268566550966416,0.4,both,both,False,3,3,"11.555459594457922,1.9546374243078097,9.674170783674214","38.820819135853945,6.406643526319047,41.098506521305566",1775,432,CpG:,1559,2,2,9.87696;4.97107,3.00119;5.70645,127716921,127718696
chr7,127745854,127746160,237.74171919544298,77.01459917808411,3.0869695062062554,0.1,both,both,False,3,3,"215.91583509354675,260.9614178981202,236.34790459466194","82.42830358441027,89.94614983511178,58.669344114730286",4841,306,CpG:,1559,2,3,44.0549;35.7579,25.0099;30.6498;26.2628,127743141,127747982
chr7,127746480,127747131,237.74171919544298,77.01459917808411,3.0869695062062554,0.1,both,both,False,3,3,"215.91583509354675,260.9614178981202,236.34790459466194","82.42830358441027,89.94614983511178,58.669344114730286",4841,651,CpG:,1559,2,2,44.0549;35.7579,30.6498;26.2628,127743141,127747982
chr7,127769765,127770211,58.93463252170003,16.096552743046363,3.6613201262711064,0.1,both,both,False,3,3,"51.279519995408464,75.38463144902718,50.13974612066444","16.738861129225807,12.11737352157758,19.433423578335706",8864,446,CpG:,1559,2,3,18.4693;13.1107,18.411;10.0763;10.8024,127766120,127774984
chr7,127776587,127777720,47.62640261570163,18.070648178573723,2.6355669229492285,0.1,both,both,False,3,3,"45.9148009458778,55.84488400118221,41.11952290004488","16.11873696840911,20.326793917614584,17.766413649697487",3182,1133,CpG:,1559,2,3,16.8817;12.0445,4.76335;4.80948;3.85638,127775911,127779093
chr7,127841412,127842351,109.88159211321005,28.049851724830077,3.917368020022063,0.1,both,both,False,3,3,"92.31942923299539,143.55607738839223,93.76926971824254","12.69472579112689,38.093941014720585,33.360888368642755",3268,939,CpG:,1560,2,3,23.4046;19.7011,11.3349;4.3641;10.622,127839886,127843154
chr7,127875449,127877185,43.155915659340224,23.403268214887078,1.8440123517401843,0.2,both,both,False,3,3,"46.867705331327365,35.38334578060677,47.216695866086525","38.0593116737838,19.084126407000973,13.066366563876452",4297,1736,CpG:,1560,2,3,6.06366;11.1281,3.52112;5.82058;4.49371,127874591,127878888
chr7,127895403,127895688,65.86404384740919,33.09422916469733,1.9901972491829019,0.1,both,both,False,3,3,"60.70939782820724,89.25355216835904,47.62918154566132","20.42467468707353,44.728710784376005,34.129302022642456",2277,285,CpG:,1560,2,3,11.41;9.25102,23.5076;6.77059;12.2062,127894521,127896798
chr7,127904064,127904271,22.4573233389895,27.482744808030944,0.8171426651833944,0.7,both,both,False,3,3,"27.075528946868875,20.746798722697033,19.549642347402592","20.69287775903614,35.587507272444874,26.167849392611817",3656,207,CpG:,1560,2,3,4.89072;5.47695,7.94144;9.00833;7.58427,127902804,127906460
chr7,127935406,127935994,33.523081330762174,22.236504817607933,1.5075697195099198,0.4,both,both,False,3,3,"29.183466801272996,32.168348959496846,39.21742823151669","34.18336932744772,16.707268935113348,15.818876190262728",3954,588,CpG:,1561,2,3,10.1443;16.5724,6.91356;5.21573;5.84671,127932879,127936833
chr7,127967107,127968299,177.33066656218043,39.36507222502221,4.504771782165335,0.1,both,both,False,3,3,"133.75861268025758,228.9701664105918,169.2632205956919","24.505328325141964,54.60123468155746,38.98865366836722",2148,1192,CpG:,1561,2,3,13.9284;18.043,7.75774;6.97214;9.65326,127966350,127968498
chr7,128237256,128238563,116.202239218451,37.14134070344772,3.1286495591599444,0.1,both,both,False,3,3,"89.75545115212161,146.4102822035505,112.44098429968092","28.931097130318513,31.115482993066955,51.37744198695769",5176,1307,CpG:,1563,2,3,22.4314;14.1298,8.99585;9.75383;9.14675,128235168,128240344
chr7,128297756,128298127,34.92924797416829,14.674073604125526,2.3803375202062598,0.4,both,both,False,3,3,"20.4345750121691,61.59672790782003,22.756441002515746","3.4200544747084947,8.404146854494183,32.1980194831739",3670,371,CpG:,1563,2,2,4.55131;4.01588,3.44466;4.41139,128296941,128300611
chr7,128417711,128418774,13.17871472201106,15.283723474759404,0.8622712092230208,0.7,both,nsc_only,False,3,3,"12.024800608561709,17.278823078231305,10.232520479240165","18.36062498787381,9.795142666393557,17.69540277001084",3775,1063,CpG:,1564,0,3,,3.10021;5.11506;4.20345,128415272,128419047
chr7,128461002,128462122,162.8394137311597,86.6006733031381,1.8803481257143875,0.1,both,both,False,3,3,"125.34699067415104,208.13121832353283,155.04003219579528","66.60066162478861,92.75660524443182,100.44475304019389",3820,1120,CpG:,1565,2,3,24.9326;23.9877,29.1701;17.1465;20.8802,128459047,128462867
chr7,128523328,128524433,39.46364395654024,24.38173217599467,1.6185742535304628,0.4,both,both,False,3,3,"37.86318824362399,42.20628959326009,38.32145403273663","40.68837050478257,16.42165524716401,16.035170776037436",3216,1105,CpG:,1565,2,2,8.85586;7.74681,5.37211;3.5673,128522587,128525803
chr7,128611382,128611840,162.27873903462674,30.65901160528978,5.293019263759561,0.1,both,both,False,3,3,"143.9284064393783,217.8483904204842,125.05942024401764","22.060381659124673,30.65105198885542,39.26560116788925",3082,458,CpG:,1566,2,3,33.6035;31.351,13.0989;18.0559;7.68537,128610206,128613288
chr7,128687969,128688582,28.619279956805897,11.89492803507621,2.4060069865418514,0.1,both,nsc_only,False,3,3,"32.76685423638635,24.78590743054668,28.305078203484666","18.049798439911996,4.88756361903233,12.747422046284306",4856,613,CpG:,1566,1,3,6.18507,5.23563;7.44003;5.28785,128686335,128691191
