chr,start,end,distanceToTSS,geneId,SYMBOL,category,exo_signal,endo_signal,enrichment,log2_enrichment,normalized_enrichment
chr3,27182877,27183286,0,320024,Nceh1,Both,63.97330957377431,9.494572410650866,6.737882108520235,2.7522951861116214,0.7415313425623548
chr1,127204918,127205651,0,107895,Mgat5,Both,70.81404532122271,12.009484688942734,5.896509896583821,2.5598612858755856,0.7099982411406822
chr3,75956176,75957134,0,73124,Golim4,Both,157.1918457235668,26.86046455539188,5.852164075546959,2.54897021849547,0.7081214083682966
chr16,41533256,41533520,0,268890,Lsamp,Both,141.74181212645638,26.12678822773165,5.425152563375852,2.4396637088623576,0.6887233446563988
chr5,65107353,65108122,0,71778,Klhl5,Both,70.45167125737599,13.02578593648159,5.4086311260544,2.43526350763026,0.6879208741053974
chr1,69107034,69108055,0,13869,Erbb4,Both,107.07802065783358,19.911502162219847,5.377696759665064,2.426988406073245,0.6864071661969338
chr10,9900396,9901332,0,78808,Stxbp5,Both,69.20784025060644,12.9671031855029,5.33718589730821,2.4160792621139286,0.6844025041383869
chr18,36196549,36197534,0,100042150,Nrg2,Both,55.93030562324703,10.703890077492728,5.225231688510399,2.3854950081895714,0.6787268169165012
chr16,52452264,52453325,0,11658,Alcam,Both,91.50466880567475,17.942197058324236,5.099970115600832,2.350488793319271,0.6721295412767764
chr8,33385461,33386273,0,22427,Wrn,Both,106.39011191954346,21.80569153539944,4.879006554175518,2.2865874212984076,0.6598064687341577
chr2,143914805,143915832,0,56431,Dstn,Both,47.46318518419944,10.007305372472851,4.742853687143063,2.245755363233173,0.6517410839705802
chr1,119836759,119837754,0,19258,Ptpn4,Both,61.88766268906905,13.08789041031074,4.728620178567012,2.241419263490659,0.6508757889931723
chrX,56455389,56455975,504,236790,Ints6l,Both,43.2157906600321,9.185500582531189,4.704783399852924,2.234128305280882,0.6494170137902935
chr16,14317136,14317486,0,66086,Cep20,Both,74.22501839196552,16.30363417119509,4.552667068738864,2.186711960599913,0.6398127286867489
chr2,180119181,180119906,0,228983,Osbpl2,Both,71.79841162393367,15.796280197064943,4.545273363615968,2.1843670641605026,0.6393324785171929
chr3,36475547,36475970,0,11747,Anxa5,Both,66.70789157646708,14.706338519581308,4.535995923638392,2.18141934377456,0.6387280576815253
chr6,8509075,8510376,0,170772,Glcci1,Both,83.89966522201975,19.022125958792103,4.410635562174952,2.1409865597128706,0.6303576581683418
chr6,12748826,12749436,0,330267,Thsd7a,Both,91.76360663422756,20.930049211437048,4.384299611874975,2.1323463917739183,0.6285496454192414
chr3,19894634,19895495,0,70808,4632415L05Rik,Both,63.7599908319335,14.66192189997686,4.348678929467912,2.1205771960487776,0.6260758915661888
chr11,101009431,101009638,0,11975,Atp6v0a1,Both,57.02500966945925,13.35277707148716,4.2706479232119845,2.0944549655583637,0.620540011562529
chr13,46929348,46930615,0,16553,Kif13a,Both,92.98238736921763,21.843103425151245,4.25683043107112,2.089779622155043,0.6195426072374786
chr3,88949895,88951000,0,192195,Ash1l,Both,83.02748007413707,19.68540950257687,4.217716683174335,2.0764621881834713,0.6166905714813079
chr1,57774698,57775632,0,67198,Spats2l,Both,38.26359292308407,9.094320246117034,4.207416484967233,2.072934635091908,0.615932390702069
chr2,65238066,65239233,0,319876,Cobll1,Both,46.14088532602767,11.098178827638458,4.157518638203979,2.05572273114554,0.61221662192645665
chr3,130729866,130730551,0,68436,Rpl34,Both,51.350592229830646,12.422824146862622,4.133568311260303,2.047387728936653,0.6104074439580224
chr12,25095914,25096527,0,15902,Id2,Both,134.36860167812344,32.54414779358918,4.128809963940506,2.045726017354008,0.6100459923332031
chr18,25168534,25169303,0,225289,AW554918,Both,92.24138728927323,22.38291588450332,4.121062142450172,2.043016218514977,0.6094560182308001
chr3,155093198,155093621,0,74435,Lrriq3,Both,35.42017628719166,8.629924500034521,4.104343703939701,2.0371515494651256,0.6081768556344798
chr9,86571567,86572410,0,109785,Pgm3,Both,50.443935198915774,12.294523576840538,4.102959735173319,2.0366649962604724,0.6080705896590675
chr3,94412490,94413511,0,72634,Tdrkh,Both,57.16444629281536,14.077089786733632,4.060814213651434,2.021769024017954,0.6048066742689261
chr17,80061180,80062637,0,72692,Hnrnpll,Both,65.03017293108012,16.03105103000104,4.056513375784313,2.020240245494527,0.604470540990158
chr15,32920846,32921136,123,15529,Sdc2,Both,40.02006330286673,9.867517290342676,4.0557378442127785,2.0199644020756358,0.6044098682273712
chr13,41605447,41606526,0,621976,Tmem170b,Both,71.39725946725231,17.96592188031097,3.974038178664089,1.9906057326542086,0.5979122137463863
chr19,21778133,21779000,0,83921,Cemip2,Both,46.47008524161368,11.748296440765587,3.955474351189032,1.9838507169666428,0.5964059425471321
chr1,153899777,153901066,0,102466257,Mir8114,Both,63.46005036430324,16.148020125648504,3.92989666042757,1.974491376237358,0.5943119830372794
chr9,51008343,51009443,0,235344,Sik2,Both,79.52857512637085,20.27369981255616,3.92274601388328,1.971863928233454,0.5937226916929009
chr1,66175311,66175645,0,17756,Map2,Both,47.97960604442852,12.46763982885947,3.84833109578348,1.944232928446788,0.587486918593623
chr8,68734750,68735255,0,234356,Csgalnact1,Both,78.55252985947935,20.509256981813667,3.830101204014112,1.9373825134557863,0.5859300011482417
