gene,chr,tss,strand,promoter_start,promoter_end,cpg_start,cpg_end,cpg_id,cpg_count,exo_peak_count,exo_mean_signal,exo_min_qvalue,endo_peak_count,endo_mean_signal,endo_min_qvalue,category
Mrpl15,chr1,4785710,-,4785210,4788210,4785376,4785814,621,49,2,8.63893,7.22685,0,0.0,1.0,exo_only
Mrpl15,chr1,4785739,-,4785239,4788239,4785376,4785814,621,49,2,8.63893,7.22685,0,0.0,1.0,exo_only
Mrpl15,chr1,4785698,-,4785198,4788198,4785376,4785814,621,49,2,8.63893,7.22685,0,0.0,1.0,exo_only
Mrpl15,chr1,4785739,-,4785239,4788239,4785376,4785814,621,49,2,8.63893,7.22685,0,0.0,1.0,exo_only
Mrpl15,chr1,4784566,-,4784066,4787066,4785376,4785814,621,49,2,8.63893,7.22685,0,0.0,1.0,exo_only
Mrpl15,chr1,4785739,-,4785239,4788239,4785376,4785814,621,49,2,8.63893,7.22685,0,0.0,1.0,exo_only
Mrpl15,chr1,4785692,-,4785192,4788192,4785376,4785814,621,49,2,8.63893,7.22685,0,0.0,1.0,exo_only
Rgs20,chr1,5019539,-,5019039,5022039,5018557,5019711,623,77,1,6.68549,3.235,0,0.0,1.0,exo_only
Rgs20,chr1,5018735,-,5018235,5021235,5018557,5019711,623,77,1,6.68549,3.235,0,0.0,1.0,exo_only
Rgs20,chr1,5019379,-,5018879,5021879,5018557,5019711,623,77,1,6.68549,3.235,0,0.0,1.0,exo_only
Rgs20,chr1,5019379,-,5018879,5021879,5018557,5019711,623,77,1,6.68549,3.235,0,0.0,1.0,exo_only
Gm19026,chr1,6441296,-,6440796,6443796,6441200,6441612,634,36,1,4.74667,1.38739,0,0.0,1.0,exo_only
Sntg1,chr1,9298573,-,9298073,9301073,9299215,9300020,655,61,1,3.78959,6.27296,0,0.0,1.0,exo_only
Sntg1,chr1,9298864,-,9298364,9301364,9299215,9300020,655,61,1,3.78959,6.27296,0,0.0,1.0,exo_only
Sntg1,chr1,9299238,-,9298738,9301738,9299215,9300020,655,61,1,3.78959,6.27296,0,0.0,1.0,exo_only
Sntg1,chr1,9299878,-,9299378,9302378,9299215,9300020,655,61,1,3.78959,6.27296,0,0.0,1.0,exo_only
Sntg1,chr1,9299282,-,9298782,9301782,9299215,9300020,655,61,1,3.78959,6.27296,0,0.0,1.0,exo_only
Sntg1,chr1,9299509,-,9299009,9302009,9299215,9300020,655,61,1,3.78959,6.27296,0,0.0,1.0,exo_only
Sntg1,chr1,9298236,-,9297736,9300736,9299215,9300020,655,61,1,3.78959,6.27296,0,0.0,1.0,exo_only
Cops5,chr1,10038127,-,10037627,10040627,10039745,10040279,661,60,1,5.39723,8.3471,0,0.0,1.0,exo_only
Cops5,chr1,10035128,-,10034628,10037628,10037950,10038215,661,31,1,5.39723,8.3471,0,0.0,1.0,exo_only
Cops5,chr1,10037941,-,10037441,10040441,10039745,10040279,661,60,1,5.39723,8.3471,0,0.0,1.0,exo_only
Cops5,chr1,10038149,-,10037649,10040649,10039745,10040279,661,60,1,5.39723,8.3471,0,0.0,1.0,exo_only
Cops5,chr1,10037938,-,10037438,10040438,10039745,10040279,661,60,1,5.39723,8.3471,0,0.0,1.0,exo_only
Cops5,chr1,10038168,-,10037668,10040668,10039745,10040279,661,60,1,5.39723,8.3471,0,0.0,1.0,exo_only
Cops5,chr1,10037945,-,10037445,10040445,10039745,10040279,661,60,1,5.39723,8.3471,0,0.0,1.0,exo_only
Cspp1,chr1,10037987,+,10035487,10038487,10037950,10038215,661,31,1,5.39723,8.3471,0,0.0,1.0,exo_only
Cspp1,chr1,10038006,+,10035506,10038506,10037950,10038215,661,31,1,5.39723,8.3471,0,0.0,1.0,exo_only
Cspp1,chr1,10038217,+,10035717,10038717,10037950,10038215,661,31,1,5.39723,8.3471,0,0.0,1.0,exo_only
Cspp1,chr1,10038226,+,10035726,10038726,10037950,10038215,661,31,1,5.39723,8.3471,0,0.0,1.0,exo_only
Cspp1,chr1,10038249,+,10035749,10038749,10037950,10038215,661,31,1,5.39723,8.3471,0,0.0,1.0,exo_only
Cspp1,chr1,10038262,+,10035762,10038762,10037950,10038215,661,31,1,5.39723,8.3471,0,0.0,1.0,exo_only
Cspp1,chr1,10039767,+,10037267,10040267,10039745,10040279,661,60,1,5.39723,8.3471,0,0.0,1.0,exo_only
Cspp1,chr1,10039773,+,10037273,10040273,10039745,10040279,661,60,1,5.39723,8.3471,0,0.0,1.0,exo_only
Cspp1,chr1,10039773,+,10037273,10040273,10039745,10040279,661,60,1,5.39723,8.3471,0,0.0,1.0,exo_only
Cspp1,chr1,10039777,+,10037277,10040277,10039745,10040279,661,60,1,5.39723,8.3471,0,0.0,1.0,exo_only
Cspp1,chr1,10039785,+,10037285,10040285,10039745,10040279,661,60,1,5.39723,8.3471,0,0.0,1.0,exo_only
Cspp1,chr1,10039823,+,10037323,10040323,10039745,10040279,661,60,1,5.39723,8.3471,0,0.0,1.0,exo_only
Cspp1,chr1,10040155,+,10037655,10040655,10039745,10040279,661,60,1,5.39723,8.3471,0,0.0,1.0,exo_only
Lactb2,chr1,13660546,-,13660046,13663046,13660231,13660732,689,49,1,10.2327,28.6437,0,0.0,1.0,exo_only
Terf1,chr1,15805646,+,15803146,15806146,15805591,15806108,705,60,2,5.263565,11.2478,0,0.0,1.0,exo_only
Terf1,chr1,15805657,+,15803157,15806157,15805591,15806108,705,60,2,5.263565,11.2478,0,0.0,1.0,exo_only
Terf1,chr1,15805664,+,15803164,15806164,15805591,15806108,705,60,2,5.263565,11.2478,0,0.0,1.0,exo_only
Terf1,chr1,15807641,+,15805141,15808141,15805591,15806108,705,60,1,5.36481,11.2478,0,0.0,1.0,exo_only
RP24-571A14.6,chr1,18059056,-,18058556,18061556,18058035,18058896,722,91,1,4.58067,6.95736,0,0.0,1.0,exo_only
RP24-571A14.6,chr1,18058790,-,18058290,18061290,18058035,18058896,722,91,1,4.58067,6.95736,0,0.0,1.0,exo_only
Gm28756,chr1,18058269,-,18057769,18060769,18058035,18058896,722,91,1,4.58067,6.95736,0,0.0,1.0,exo_only
Efhc1,chr1,20951626,+,20949126,20952126,20951662,20951890,744,20,2,14.289055,3.69389,0,0.0,1.0,exo_only
Efhc1,chr1,20951688,+,20949188,20952188,20951662,20951890,744,20,2,14.289055,3.69389,0,0.0,1.0,exo_only
Ogfrl1,chr1,23383175,-,23382675,23385675,23382681,23383400,763,83,1,15.6053,29.1172,0,0.0,1.0,exo_only
Ogfrl1,chr1,23380801,-,23380301,23383301,23382681,23383400,763,83,1,15.6053,29.1172,0,0.0,1.0,exo_only
1700101I19Rik,chr1,34579711,-,34579211,34582211,34579529,34579840,848,42,1,23.2842,11.1926,0,0.0,1.0,exo_only
1700101I19Rik,chr1,34579613,-,34579113,34582113,34579529,34579840,848,42,1,23.2842,11.1926,0,0.0,1.0,exo_only
Hs6st1,chr1,36068400,+,36065900,36068900,36068460,36069216,860,81,1,8.83046,14.4975,0,0.0,1.0,exo_only
Txndc9,chr1,37997315,-,37996815,37999815,37997823,37998675,874,101,1,11.4635,6.45716,0,0.0,1.0,exo_only
Txndc9,chr1,37997243,-,37996743,37999743,37997823,37998675,874,101,1,11.4635,6.45716,0,0.0,1.0,exo_only
Txndc9,chr1,37997893,-,37997393,38000393,37997823,37998675,874,101,1,11.4635,6.45716,0,0.0,1.0,exo_only
Txndc9,chr1,37997224,-,37996724,37999724,37997823,37998675,874,101,1,11.4635,6.45716,0,0.0,1.0,exo_only
Txndc9,chr1,37997616,-,37997116,38000116,37997823,37998675,874,101,1,11.4635,6.45716,0,0.0,1.0,exo_only
Txndc9,chr1,37996658,-,37996158,37999158,37997823,37998675,874,101,1,11.4635,6.45716,0,0.0,1.0,exo_only
Txndc9,chr1,37997262,-,37996762,37999762,37997823,37998675,874,101,1,11.4635,6.45716,0,0.0,1.0,exo_only
Pdcl3,chr1,38987841,+,38985341,38988341,38987499,38988052,882,47,1,6.13424,13.5312,0,0.0,1.0,exo_only
