gene,chr,tss,strand,promoter_start,promoter_end,cpg_start,cpg_end,cpg_id,cpg_count,exo_peak_count,exo_mean_signal,exo_min_qvalue,endo_peak_count,endo_mean_signal,endo_min_qvalue,category
Mrpl15,chr1,4785710,-,4785210,4788210,4785376,4785814,621,49,0,0.0,1.0,1,14.0384,68.9394,endo_only
Mrpl15,chr1,4785739,-,4785239,4788239,4785376,4785814,621,49,0,0.0,1.0,1,14.0384,68.9394,endo_only
Mrpl15,chr1,4785698,-,4785198,4788198,4785376,4785814,621,49,0,0.0,1.0,1,14.0384,68.9394,endo_only
Mrpl15,chr1,4785739,-,4785239,4788239,4785376,4785814,621,49,0,0.0,1.0,1,14.0384,68.9394,endo_only
Mrpl15,chr1,4784566,-,4784066,4787066,4785376,4785814,621,49,0,0.0,1.0,1,14.0384,68.9394,endo_only
Mrpl15,chr1,4785739,-,4785239,4788239,4785376,4785814,621,49,0,0.0,1.0,1,14.0384,68.9394,endo_only
Mrpl15,chr1,4785692,-,4785192,4788192,4785376,4785814,621,49,0,0.0,1.0,1,14.0384,68.9394,endo_only
Lypla1,chr1,4807788,+,4805288,4808288,4807559,4808103,621,73,0,0.0,1.0,1,10.4908,43.2048,endo_only
Lypla1,chr1,4807823,+,4805323,4808323,4807559,4808103,621,73,0,0.0,1.0,1,10.4908,43.2048,endo_only
Lypla1,chr1,4807830,+,4805330,4808330,4807559,4808103,621,73,0,0.0,1.0,1,10.4908,43.2048,endo_only
Lypla1,chr1,4807896,+,4805396,4808396,4807559,4808103,621,73,0,0.0,1.0,1,10.4908,43.2048,endo_only
Lypla1,chr1,4807898,+,4805398,4808398,4807559,4808103,621,73,0,0.0,1.0,1,10.4908,43.2048,endo_only
Lypla1,chr1,4807911,+,4805411,4808411,4807559,4808103,621,73,0,0.0,1.0,1,10.4908,43.2048,endo_only
Lypla1,chr1,4808237,+,4805737,4808737,4807559,4808103,621,73,0,0.0,1.0,1,10.4908,43.2048,endo_only
Gm37988,chr1,4807892,+,4805392,4808392,4807559,4808103,621,73,0,0.0,1.0,1,10.4908,43.2048,endo_only
Atp6v1h,chr1,5083080,+,5080580,5083580,5083039,5083536,623,49,0,0.0,1.0,1,6.85598,21.8143,endo_only
Atp6v1h,chr1,5083110,+,5080610,5083610,5083039,5083536,623,49,0,0.0,1.0,1,6.85598,21.8143,endo_only
Atp6v1h,chr1,5083124,+,5080624,5083624,5083039,5083536,623,49,0,0.0,1.0,1,6.85598,21.8143,endo_only
Atp6v1h,chr1,5083132,+,5080632,5083632,5083039,5083536,623,49,0,0.0,1.0,1,6.85598,21.8143,endo_only
Atp6v1h,chr1,5083132,+,5080632,5083632,5083039,5083536,623,49,0,0.0,1.0,1,6.85598,21.8143,endo_only
Atp6v1h,chr1,5083154,+,5080654,5083654,5083039,5083536,623,49,0,0.0,1.0,1,6.85598,21.8143,endo_only
Atp6v1h,chr1,5083164,+,5080664,5083664,5083039,5083536,623,49,0,0.0,1.0,1,6.85598,21.8143,endo_only
Npbwr1,chr1,5917398,-,5916898,5919898,5916428,5917474,630,85,0,0.0,1.0,1,8.65903,31.7294,endo_only
Rb1cc1,chr1,6214645,+,6212145,6215145,6214430,6215332,632,107,0,0.0,1.0,1,26.5139,111.402,endo_only
Rb1cc1,chr1,6214663,+,6212163,6215163,6214430,6215332,632,107,0,0.0,1.0,1,26.5139,111.402,endo_only
Rb1cc1,chr1,6215008,+,6212508,6215508,6214430,6215332,632,107,0,0.0,1.0,1,26.5139,111.402,endo_only
4732440D04Rik,chr1,6215293,-,6214793,6217793,6214430,6215332,632,107,0,0.0,1.0,1,26.5139,111.402,endo_only
4732440D04Rik,chr1,6214590,-,6214090,6217090,6214430,6215332,632,107,0,0.0,1.0,1,26.5139,111.402,endo_only
4732440D04Rik,chr1,6215292,-,6214792,6217792,6214430,6215332,632,107,0,0.0,1.0,1,26.5139,111.402,endo_only
Sntg1,chr1,9298573,-,9298073,9301073,9299215,9300020,655,61,0,0.0,1.0,1,7.67217,26.4066,endo_only
Sntg1,chr1,9298864,-,9298364,9301364,9299215,9300020,655,61,0,0.0,1.0,1,7.67217,26.4066,endo_only
Sntg1,chr1,9299238,-,9298738,9301738,9299215,9300020,655,61,0,0.0,1.0,1,7.67217,26.4066,endo_only
Sntg1,chr1,9299878,-,9299378,9302378,9299215,9300020,655,61,0,0.0,1.0,1,7.67217,26.4066,endo_only
Sntg1,chr1,9299282,-,9298782,9301782,9299215,9300020,655,61,0,0.0,1.0,1,7.67217,26.4066,endo_only
Sntg1,chr1,9299509,-,9299009,9302009,9299215,9300020,655,61,0,0.0,1.0,1,7.67217,26.4066,endo_only
Sntg1,chr1,9298236,-,9297736,9300736,9299215,9300020,655,61,0,0.0,1.0,1,7.67217,26.4066,endo_only
A830018L16Rik,chr1,11414105,+,11411605,11414605,11414060,11414465,672,44,0,0.0,1.0,1,24.8121,158.24,endo_only
A830018L16Rik,chr1,11414105,+,11411605,11414605,11414060,11414465,672,44,0,0.0,1.0,1,24.8121,158.24,endo_only
A830018L16Rik,chr1,11414112,+,11411612,11414612,11414060,11414465,672,44,0,0.0,1.0,1,24.8121,158.24,endo_only
A830018L16Rik,chr1,11414112,+,11411612,11414612,11414060,11414465,672,44,0,0.0,1.0,1,24.8121,158.24,endo_only
A830018L16Rik,chr1,11414112,+,11411612,11414612,11414060,11414465,672,44,0,0.0,1.0,1,24.8121,158.24,endo_only
A830018L16Rik,chr1,11414269,+,11411769,11414769,11414060,11414465,672,44,0,0.0,1.0,1,24.8121,158.24,endo_only
A830018L16Rik,chr1,11414509,+,11412009,11415009,11414060,11414465,672,44,0,0.0,1.0,1,24.8121,158.24,endo_only
A830018L16Rik,chr1,11414509,+,11412009,11415009,11414060,11414465,672,44,0,0.0,1.0,1,24.8121,158.24,endo_only
Gm9947,chr1,14755454,+,14752954,14755954,14755151,14755803,697,68,0,0.0,1.0,1,6.69274,20.9237,endo_only
4930444P10Rik,chr1,16093325,-,16092825,16095825,16092956,16093371,707,41,0,0.0,1.0,1,13.059,61.7428,endo_only
4930444P10Rik,chr1,16093325,-,16092825,16095825,16092956,16093371,707,41,0,0.0,1.0,1,13.059,61.7428,endo_only
Stau2,chr1,16519306,-,16518806,16521806,16519743,16520093,711,45,0,0.0,1.0,2,10.74457,13.5798,endo_only
Stau2,chr1,16519228,-,16518728,16521728,16519743,16520093,711,45,0,0.0,1.0,2,10.74457,13.5798,endo_only
Stau2,chr1,16519228,-,16518728,16521728,16519743,16520093,711,45,0,0.0,1.0,2,10.74457,13.5798,endo_only
Stau2,chr1,16519306,-,16518806,16521806,16519743,16520093,711,45,0,0.0,1.0,2,10.74457,13.5798,endo_only
Stau2,chr1,16520112,-,16519612,16522612,16519743,16520093,711,45,0,0.0,1.0,2,10.74457,13.5798,endo_only
Stau2,chr1,16519211,-,16518711,16521711,16519743,16520093,711,45,0,0.0,1.0,1,16.1605,85.1456,endo_only
Stau2,chr1,16519247,-,16518747,16521747,16519743,16520093,711,45,0,0.0,1.0,2,10.74457,13.5798,endo_only
Stau2,chr1,16520067,-,16519567,16522567,16519743,16520093,711,45,0,0.0,1.0,2,10.74457,13.5798,endo_only
Stau2,chr1,16519240,-,16518740,16521740,16519743,16520093,711,45,0,0.0,1.0,2,10.74457,13.5798,endo_only
Stau2,chr1,16519253,-,16518753,16521753,16519743,16520093,711,45,0,0.0,1.0,2,10.74457,13.5798,endo_only
Stau2,chr1,16519307,-,16518807,16521807,16519743,16520093,711,45,0,0.0,1.0,2,10.74457,13.5798,endo_only
Stau2,chr1,16519270,-,16518770,16521770,16519743,16520093,711,45,0,0.0,1.0,2,10.74457,13.5798,endo_only
Stau2,chr1,16520080,-,16519580,16522580,16519743,16520093,711,45,0,0.0,1.0,2,10.74457,13.5798,endo_only
Stau2,chr1,16519260,-,16518760,16521760,16519743,16520093,711,45,0,0.0,1.0,2,10.74457,13.5798,endo_only
Stau2,chr1,16520021,-,16519521,16522521,16519743,16520093,711,45,0,0.0,1.0,2,10.74457,13.5798,endo_only
Stau2,chr1,16520020,-,16519520,16522520,16519743,16520093,711,45,0,0.0,1.0,2,10.74457,13.5798,endo_only
Gm7654,chr1,16663662,-,16663162,16666162,16665146,16665626,712,56,0,0.0,1.0,1,18.8249,68.591,endo_only
Tmem70,chr1,16665207,+,16662707,16665707,16665146,16665626,712,56,0,0.0,1.0,1,18.8249,68.591,endo_only
Tmem70,chr1,16665210,+,16662710,16665710,16665146,16665626,712,56,0,0.0,1.0,1,18.8249,68.591,endo_only
Tmem70,chr1,16665210,+,16662710,16665710,16665146,16665626,712,56,0,0.0,1.0,1,18.8249,68.591,endo_only
Tmem70,chr1,16665236,+,16662736,16665736,16665146,16665626,712,56,0,0.0,1.0,1,18.8249,68.591,endo_only
Gdap1,chr1,17145362,+,17142862,17145862,17145467,17145795,715,23,0,0.0,1.0,1,11.9894,53.2137,endo_only
Gdap1,chr1,17145404,+,17142904,17145904,17145467,17145795,715,23,0,0.0,1.0,1,11.9894,53.2137,endo_only
Gdap1,chr1,17145468,+,17142968,17145968,17145467,17145795,715,23,0,0.0,1.0,1,11.9894,53.2137,endo_only
B3gat2,chr1,23761753,+,23759253,23762253,23761822,23763204,766,131,0,0.0,1.0,2,7.827635,24.9263,endo_only
B3gat2,chr1,23761926,+,23759426,23762426,23761822,23763204,766,131,0,0.0,1.0,2,7.827635,24.9263,endo_only
