gene,chr,tss,strand,promoter_start,promoter_end,cpg_start,cpg_end,cpg_id,cpg_count,exo_peak_count,exo_mean_signal,exo_min_qvalue,endo_peak_count,endo_mean_signal,endo_min_qvalue,category
Snhg6,chr1,9944118,-,9943618,9946618,9943785,9944196,660,46,2,10.12087,30.5338,0,0.0,1.0,exo_only
Snhg6,chr1,9943223,-,9942723,9945723,9943785,9944196,660,46,2,10.12087,30.5338,0,0.0,1.0,exo_only
Snhg6,chr1,9942897,-,9942397,9945397,9943785,9944196,660,46,2,10.12087,30.5338,0,0.0,1.0,exo_only
Snhg6,chr1,9944103,-,9943603,9946603,9943785,9944196,660,46,2,10.12087,30.5338,0,0.0,1.0,exo_only
Snhg6,chr1,9944117,-,9943617,9946617,9943785,9944196,660,46,2,10.12087,30.5338,0,0.0,1.0,exo_only
Snord87,chr1,9942549,-,9942049,9945049,9943785,9944196,660,46,2,10.12087,30.5338,0,0.0,1.0,exo_only
Arfgef1,chr1,10232670,-,10232170,10235170,10232143,10233428,663,136,1,7.04845,20.8004,0,0.0,1.0,exo_only
Arfgef1,chr1,10232670,-,10232170,10235170,10232143,10233428,663,136,1,7.04845,20.8004,0,0.0,1.0,exo_only
Tram1,chr1,13589910,-,13589410,13592410,13589162,13590177,688,101,2,7.552555,12.0577,0,0.0,1.0,exo_only
Tram1,chr1,13589875,-,13589375,13592375,13589162,13590177,688,101,2,7.552555,12.0577,0,0.0,1.0,exo_only
4933415F23Rik,chr1,23102253,-,23101753,23104753,23101887,23102262,761,27,1,15.6062,87.14,0,0.0,1.0,exo_only
Dst,chr1,33908225,+,33905725,33908725,33906988,33907242,843,20,1,10.3541,46.1123,0,0.0,1.0,exo_only
Npas2,chr1,39193731,+,39191231,39194231,39193418,39194435,884,103,1,11.4022,58.4334,0,0.0,1.0,exo_only
Npas2,chr1,39194212,+,39191712,39194712,39193418,39194435,884,103,1,11.4022,58.4334,0,0.0,1.0,exo_only
