gene,chr,cpg_start,cpg_end,mecp2_enrichment,exo_signal,endo_signal,binding_type,distance_to_gene,baseMean,log2FoldChange,padj
0610009B22Rik,chr11,51688626,51689166,0.7850794914843519,649.8208691954222,827.713468819322,both,292,434.3119783,-0.647453482,1.0573e-06
0610010F05Rik,chr11,23633135,23633766,1.887839331479912,471.37473542399056,249.6900703167738,both,127,1746.055965,-0.581833564,1.41552e-14
0610010K14Rik,chr11,70237525,70238413,0.929514739467143,127.65278361762024,137.33271587581163,both,499,,,
0610011F06Rik,chr17,25875044,25875794,1.5962230947960938,173.4040828113024,108.63398943206842,both,420,,,
0610012G03Rik,chr16,31948044,31948757,0.979468928963148,25.70353674432849,26.24231967372144,both,263,984.2237761,-0.620990817,1.36771e-09
0610030E20Rik,chr6,72347217,72347722,0.8219331286288821,3.959791094871039,4.817656031794963,both,100,,,
0610037L13Rik,chr4,107889687,107890217,1.2987753639596795,195.1667492194593,150.26982697334117,both,126,,,
0610038B21Rik,chr8,77517280,77518435,5.077569468876538,257.2714424101802,50.66822699071886,both,224,,,
0610040F04Rik,chr6,108659365,108660445,1.0875275993156448,1156.1601071007217,1063.10875036943,both,489,,,
0610040J01Rik,chr5,63812229,63812661,2.96874838731207,117.94750299662957,39.72970680193623,both,134,,,
1110001J03Rik,chr6,38534663,38535073,0.1014016828533442,135.6315015850567,1337.5665745234085,both,1161,,,
1110004E09Rik,chr16,90934297,90935370,2.2491266802662824,353.141254211848,157.01261174405627,both,443,,,
1110006O24Rik,chr5,115631431,115631827,0.7563480993585278,34.2290147682774,45.25563665368848,both,11,,,
1110008F13Rik,chr2,156862764,156863637,1.8259129076882807,242.65988396178,132.89784137021215,both,364,,,
1110008P14Rik,chr2,32381502,32382189,0.9528263567475564,125.0337755485284,131.22409415218883,both,251,378.343364,-0.656495194,4.75187e-07
1110017D15Rik,chr4,41507017,41507326,1.2554407407296289,93.0615134904193,74.12656804202038,both,2008,,,
1110020A21Rik,chr17,84958313,84958724,0.0085362995865935,15.149575649162976,1774.723988478061,both,1014,,,
1110034G24Rik,chr2,132686949,132687166,2.290401011452928,181.7215103721552,79.34047769952706,both,18,,,
1110037F02Rik,chr4,11485725,11486328,1.3136177447703872,347.30175473753343,264.3857059027775,both,233,,,
1110038F14Rik,chr15,76948411,76948997,3.460474551654421,95.7147279388816,27.659422576340365,both,128,,,
1110046J04Rik,chr13,33935548,33935844,4.176624562922124,48.36358551344959,11.579586526113948,both,19,,,
1110059G10Rik,chr9,122950701,122951318,2.688198880389732,116.41234809881504,43.3049611574638,both,318,465.8486467,-0.393180292,0.007990224
1110065P20Rik,chr4,124850233,124851474,0.7432680779278342,145.35613447272465,195.5635372878716,both,278,250.8799862,-0.530609348,0.004442818
1190002N15Rik,chr9,94537088,94539070,0.7227094891613186,487.1454827761983,674.0543608214072,both,989,,,
1190005I06Rik,chr8,120633711,120634631,2.5358347640290826,231.08723817878897,91.12866558056965,both,13001,,,
1190007I07Rik,chr10,82622660,82623248,1.9784200677924275,69.87940423077252,35.32081248485605,both,20,287.6364539,-0.389061229,0.021163149
1300002E11Rik,chr16,21794116,21794707,1.612350570000955,165.74266666328293,102.79567592002324,both,202,,,
1500009L16Rik,chr10,83722674,83723229,2.9115686801378144,104.5026718635288,35.89222283383757,both,191,,,
1500011B03Rik,chr5,114813704,114814150,0.6482167221984969,25.90587353778152,39.96483375177203,both,174,,,
1500011K16Rik,chr2,127792199,127792560,2.850597688121409,106.38697937021432,37.32093792594251,both,72,,,
1600002H07Rik,chr17,24220509,24220795,1.6909337250888266,243.69704950383485,144.11981137287518,both,56,,,
1600012H06Rik,chr17,14942933,14943937,1.3907547572676753,128.55975697653926,92.43884035249478,both,251,939.0188422,-0.38199612,2.34957e-05
1600014C10Rik,chr7,38183665,38184097,4.690356167260523,591.277363878598,126.06235918837328,both,448,,,
1600014C23Rik,chr17,45733938,45734175,1.8799008061011369,251.1507828491887,133.5978909281222,both,331,,,
1600017P15Rik,chr3,30595182,30595631,3.1571509653324994,146.6293425885827,46.44356389626754,both,102,,,
1700001G17Rik,chr1,33669553,33670569,3.733605459215371,134.67690268184745,36.07154107551317,both,143,,,
1700001L05Rik,chr15,83366863,83367533,27.85087428607885,62.0493595219748,2.2279142437187303,both,251,,,
1700001O22Rik,chr2,30794616,30794976,2.948872844010705,126.8177442275905,43.00549767181827,both,153,,,
1700003E16Rik,chr6,83156318,83156590,1.021247112483187,27.504564605555533,26.93233035310868,both,86,,,
1700003F12Rik,chr2,154549461,154549969,5.393810461618852,29.62795991686747,5.492955328648161,both,34,,,
1700003G18Rik,chr7,116093081,116093523,2.051923637678344,1697.9014197601216,827.4681321382983,both,364,,,
1700006E09Rik,chr11,101984403,101984969,0.3949395743312425,12.46725011238168,31.567487592228947,both,124,,,
1700007G11Rik,chr5,98329238,98329549,16.372786741917967,57.04506154865469,3.4841387998175457,both,66,,,
1700008O03Rik,chr7,44360091,44360509,0.5327482935131508,19.517038293640898,36.63463314905789,both,48,,,
1700012C14Rik,chr6,30459849,30460176,3.172651572334196,26.54031002309526,8.365340289658382,both,279,,,
1700016B15Rik,chr7,118740536,118740741,0.2536586355807584,85.98297333117118,338.97120488057027,both,87,,,
1700016D08Rik,chr16,3908918,3909244,1.7869509751378552,531.5924680592266,297.4857595173906,both,52,,,
1700016H13Rik,chr5,103655338,103655818,1.9555521043736432,16.893414988459018,8.638693364741576,both,192,,,
1700017B05Rik,chr9,57261524,57262813,1.5983257808972524,46.87038052390962,29.32467278203946,both,214,1745.460139,0.675641148,1.6683300000000002e-18
1700018A14Rik,chr18,46198145,46199234,1.5525885971702893,104.5822152858865,67.35990169997096,both,497,,,
1700018M17Rik,chr4,59548495,59549829,0.7015695037344424,174.81141647521818,249.1719146067496,both,204,,,
1700019B03Rik,chr8,3476035,3476340,0.8673877904069857,26.89315138710348,31.004761289624543,both,5173,,,
1700019D03Rik,chr1,52952626,52952957,1.2917332308302836,55.59278077571201,43.03735434597344,both,30302,267.0975418,-0.91057067,2.87144e-08
1700020D05Rik,chr19,5503575,5503862,0.2027533860273094,5.077978506409099,25.045098411945293,both,75,,,
1700020I14Rik,chr2,119594231,119594717,2.3367268019798035,217.2658736686496,92.97872283767616,both,66,,,
1700020L24Rik,chr11,83442694,83442918,1.5320348203958578,68.08510404231849,44.44096383183131,both,1685,,,
1700021F05Rik,chr10,43540494,43541126,1.3278085735199991,276.7553470985617,208.43015523306025,both,132,422.9804724,-0.517139535,9.72265e-05
1700023H06Rik,chr13,80885428,80886411,0.3665735209323709,101.24357249888874,276.18899543365313,both,887,,,
1700025A08Rik,chr5,67607245,67608749,3.344338885626762,193.9041245470777,57.97980742335511,both,27,,,
1700025G04Rik,chr1,152089616,152090328,2.499762921163482,449.5583201396698,179.8403825953338,both,203,4371.787999,-1.300326548,2.5612e-109
1700027A07Rik,chr15,78913720,78914620,0.7164245492083431,175.05318634165891,244.3428083740215,both,960,,,
1700028E10Rik,chr5,151368422,151369010,1.471905660449917,427.0079732388196,290.10553102180216,both,253,159.029791,0.609640339,0.001748133
1700028I16Rik,chr10,82811956,82812375,0.8247385385378513,13.874487294210518,16.822891917731997,both,167,,,
1700028N14Rik,chr11,103267034,103267850,0.9392889045163824,2200.3106341614134,2342.52808010577,both,105,,,
1700029J07Rik,chr8,45975128,45975554,0.682625961682364,431.1382821003117,631.5878772582147,both,302,,,
1700030C10Rik,chr12,20815179,20816016,inf,4.015008829489394,0.0,exo_only,237,,,
1700030J22Rik,chr8,116978661,116979149,1.6941105366932117,331.3872328734443,195.6113404030233,both,206,,,
1700034H15Rik,chr1,191906596,191907697,1.043558809087874,409.0181538904512,391.9454757398434,both,170,,,
1700034P13Rik,chr1,9747560,9748645,2.1379791480672656,826.091830016977,386.3890958729717,both,88,,,
1700039E15Rik,chr7,45277374,45277610,0.4460611858656234,5.276085017799366,11.82816435274598,both,139,,,
1700039I01Rik,chr1,63248289,63248615,2.8438869015171044,19.12916957935148,6.726417133236488,both,116,,,
1700040D17Rik,chr3,94412490,94413511,2.1251587970152497,614.2965821437015,289.05914372444585,both,592,134.5468659,0.514338302,0.029057986
1700041G16Rik,chr8,22807865,22808378,0.9642216056411782,496.3709393246788,514.7892729437515,both,1159,,,
1700045H11Rik,chr4,150854863,150855682,1.278166104300259,348.5475470693309,272.69346753655753,both,733,,,
1700047K16Rik,chr11,58322902,58323440,1.2323232853927788,396.6983853248757,321.9109709498315,both,86,,,
1700049G17Rik,chr7,27929216,27929571,5.946597297400191,80.00389000459191,13.453725887839928,both,111,,,
1700052K11Rik,chr11,105180784,105182432,0.4306032473464828,75.8402278010495,176.12553613657496,both,999,202.0011244,0.568738173,0.000992528
1700056E22Rik,chr1,184033312,184034537,1.6383575816459977,1455.909362868716,888.6395614600918,both,236,,,
1700064M15Rik,chr12,99627694,99628084,1.2189028583296828,256.24497990085536,210.2259241987498,both,110,,,
1700065D16Rik,chr9,95857487,95858246,0.1141871592732986,10.42402063904232,91.28890415859448,both,76,,,
1700066M21Rik,chr1,57377474,57378019,0.8669306143246243,72.78578321506161,83.95802618155875,both,146,2193.093694,-0.420483034,3.8399e-08
1700067K01Rik,chr8,84001296,84001819,2.5522247076216846,36.36330897115095,14.24769098996634,both,206,,,
1700084C06Rik,chr9,21091664,21092127,1.981101884682985,536.5727715845604,270.845621688166,both,91,,,
1700084E18Rik,chr2,30237159,30238213,0.3215183151925559,285.4110970104654,887.6977874169748,both,10,,,
1700086L19Rik,chr12,74283973,74284332,2.008833280003375,163.0850467167068,81.18396301978471,both,269,,,
1700086O06Rik,chr18,38250094,38250571,2.205317311721096,461.0042978952568,209.0421616177652,both,6,,,
1700086P04Rik,chr4,129048635,129049248,3.115846687087168,176.19254131783032,56.54724349821684,both,1462,,,
1700088E04Rik,chr15,79140843,79141472,3.2319051643025607,72.08234447714301,22.30336003460617,both,219,,,
1700095J03Rik,chr7,109438769,109439363,1.94549248430412,38.727970467788175,19.906512505310825,both,151,,,
1700096K18Rik,chr5,25529347,25530391,0.6610477443833479,350.58906339210915,530.3536187377098,both,666,,,
1700112E06Rik,chr14,22019595,22019858,0.5399392530481958,1.6707470599277112,3.0943241309010325,both,117,,,
1700113A16Rik,chr3,88177745,88178051,0.5195560464537935,469.1209988012992,902.926646707826,both,266,,,
1700113H08Rik,chr10,87058383,87058611,2.980215700040817,250.71060409505017,84.12498601749411,both,338,,,
1700120C14Rik,chr15,99251675,99252222,0.5193742216716786,136.69692534672114,263.19543720661176,both,113,,,
1700123O20Rik,chr14,54686229,54686999,1.2268646785491382,1510.3380040657512,1231.055087388971,both,58,1040.377327,-0.43949603,6.56511e-05
1700125G02Rik,chr4,124894556,124895082,3.5138595322310167,54.470110823929296,15.501504919106765,both,300,,,
1810010D01Rik,chr7,145206283,145206588,2.118737566855057,431.2305644799598,203.53184425764243,both,458,,,
1810010H24Rik,chr11,107027745,107028594,0.4343530580102588,98.05300242494792,225.7449340269916,both,1849,,,
1810012K08Rik,chr2,26138465,26138848,3.096444842565326,40.20451398337666,12.984088536215696,both,81,,,
1810013L24Rik,chr16,8829338,8831232,0.5686130591217322,1187.2573201819005,2087.988133821114,both,762,2467.010625,0.245070621,0.001824584
1810014B01Rik,chr10,86685463,86685798,0.334492369191936,6.480322294933557,19.37360278379046,both,138,,,
1810021B22Rik,chr15,89076234,89076459,1.3770679008983455,139.6358955388408,101.40087896010633,both,607,,,
1810022K09Rik,chr3,14611032,14611738,1.8229805044728031,639.0793290385064,350.5683837377762,both,453,2367.96833,-0.561218769,7.47365e-09
1810026B05Rik,chr7,73557794,73558678,1.064390725146357,941.7630254177452,884.7907099982009,both,283,1343.127067,-0.327154979,0.000439013
1810026J23Rik,chr9,21592763,21593655,1.9345194752890853,111.98263786267216,57.88653941875567,both,41,,,
1810030O07Rik,chrX,12673296,12673657,2.2926408902159934,263.55296173404275,114.95605912760853,both,11,,,
1810037I17Rik,chr3,122924118,122924520,1.727112185536874,160.26951763590378,92.7962404399827,both,85,1487.876394,-0.640364096,1.94383e-10
1810041H14Rik,chr14,121878311,121879163,1.406165129256364,275.39110300230345,195.84549301684163,both,246,,,
1810041L15Rik,chr15,84446017,84446399,0.3771741466003463,6.326927390873792,16.77455214759935,both,698,,,
1810043G02Rik,chr10,77978272,77978826,1.2196801370702637,170.11900056623003,139.47837256320733,both,252,,,
1810043H04Rik,chr11,120098464,120099310,1.2908263057547424,420.0509755539792,325.41246926973383,both,464,,,
1810055G02Rik,chr19,3708133,3708709,1.2245519765252784,347.48615897466897,283.7659532923026,both,200,,,
1810058I24Rik,chr6,35252564,35252894,1.7517098756644065,223.5815759320077,127.63619080882638,both,90,1460.848554,-0.243675627,0.025913681
2010007H06Rik,chr9,51278564,51279283,2.7244802179801386,425.48313009686905,156.17038702975483,both,51,,,
2010107E04Rik,chr12,111966615,111967113,1.033351139415417,103.2474360189566,99.91515185957536,both,136,,,
2010107G23Rik,chr10,62110704,62111095,inf,4.867132827415733,0.0,exo_only,3049,,,
2010111I01Rik,chr13,63240027,63240320,inf,36.85515067604722,0.0,exo_only,85776,,,
2010300C02Rik,chr1,37719313,37720128,7.231598941584628,22.9556035952933,3.174346887973732,both,43,,,
2010320M18Rik,chr8,70776272,70777405,0.8017746804827399,349.6867277406396,436.140896255413,both,418,,,
