gene,chr,cpg_start,cpg_end,mecp2_enrichment,exo_signal,endo_signal,binding_type,distance_to_gene,baseMean,log2FoldChange,padj,category
1110059G10Rik,chr9,122950701,122951318,2.688198880389732,116.41234809881504,43.3049611574638,both,318,465.8486467,-0.393180292,0.007990224,non-deregulated
1190007I07Rik,chr10,82622660,82623248,1.9784200677924275,69.87940423077252,35.32081248485605,both,20,287.6364539,-0.389061229,0.021163149,non-deregulated
1600012H06Rik,chr17,14942933,14943937,1.3907547572676753,128.55975697653926,92.43884035249478,both,251,939.0188422,-0.38199612,2.34957e-05,non-deregulated
1700066M21Rik,chr1,57377474,57378019,0.8669306143246243,72.78578321506161,83.95802618155875,both,146,2193.093694,-0.420483034,3.8399e-08,non-deregulated
1700123O20Rik,chr14,54686229,54686999,1.2268646785491382,1510.3380040657512,1231.055087388971,both,58,1040.377327,-0.43949603,6.56511e-05,non-deregulated
1810013L24Rik,chr16,8829338,8831232,0.5686130591217322,1187.2573201819005,2087.988133821114,both,762,2467.010625,0.245070621,0.001824584,non-deregulated
1810026B05Rik,chr7,73557794,73558678,1.064390725146357,941.7630254177452,884.7907099982009,both,283,1343.127067,-0.327154979,0.000439013,non-deregulated
1810058I24Rik,chr6,35252564,35252894,1.7517098756644065,223.5815759320077,127.63619080882638,both,90,1460.848554,-0.243675627,0.025913681,non-deregulated
2310009B15Rik,chr1,138856300,138856821,0.5678023980925723,40.70499066061693,71.68865576714339,both,31,210.8883391,-0.369646625,0.047118404,non-deregulated
2310011J03Rik,chr10,80320132,80320614,1.165964667365865,38.2473757172535,32.803203036728,both,77,337.0495674,-0.395875275,0.018051324,non-deregulated
2310057M21Rik,chr7,131362266,131363378,1.623758104907692,245.2434552776679,151.034476463235,both,619,606.9535362,-0.280925471,0.018705853,non-deregulated
2310061I04Rik,chr17,35896840,35897494,0.6559597262137494,49.178236029863655,74.97142593452232,both,63,393.9996505,0.4653206,0.000360295,non-deregulated
2510009E07Rik,chr16,21694141,21695013,2.159218138893769,300.80237342606443,139.31078477331354,both,348,3733.103657,-0.247036586,0.000877795,non-deregulated
2610301B20Rik,chr4,10874291,10875069,3.294876649006408,153.63742473488793,46.62918861658094,both,207,2598.009253,-0.180941355,0.021459357,non-deregulated
2610507B11Rik,chr11,78261417,78262363,0.2252673985449426,76.98434900390463,341.7465176992561,both,335,15487.87167,0.253847936,5.97852e-05,non-deregulated
2810021J22Rik,chr11,58867173,58867417,2.34255356069798,69.35488479343547,29.60653107661313,both,43,212.1408728,-0.496102143,0.005396106,non-deregulated
2810459M11Rik,chr1,86045856,86046583,2.2127575096660816,91.8861388642391,41.525625136441306,both,7,1940.084243,0.184456918,0.034008479,non-deregulated
4833420G17Rik,chr13,119462635,119463119,1.6770345762563474,97.50503622377214,58.141339245034,both,124,824.7940597,-0.34727675,0.001885382,non-deregulated
4833439L19Rik,chr13,54564983,54565451,1.7250361166788966,187.32528562137887,108.59209486119312,both,16,3642.550548,0.228817173,0.004102133,non-deregulated
4921524J17Rik,chr8,85432233,85432998,1.53378038887756,467.8366911522221,305.0219539543017,both,165,432.9172912,-0.365933632,0.004958496,non-deregulated
4930452B06Rik,chr14,8666062,8666337,33.00134584144748,104.01836673502652,3.1519431733110235,both,97,526.8579441,-0.317180647,0.005732903,non-deregulated
4930453N24Rik,chr16,64770526,64771233,23.184783686424407,110.91022509757828,4.783750696044688,both,72,2307.725142,-0.376828035,1.11938e-06,non-deregulated
4931406P16Rik,chr7,34312988,34313712,3.0939657669038576,147.70978967843274,47.741248871750265,both,161,2564.727867,0.370448986,1.73662e-06,non-deregulated
4932438A13Rik,chr3,36863001,36863537,0.5969005989248546,108.89731897326658,182.4379455631539,both,103,6314.431648,-0.154422959,0.016502817,non-deregulated
4933434E20Rik,chr3,90052048,90053111,0.328409413662476,153.72982521732138,468.1041980584569,both,412,2022.520448,-0.388528723,2.2447e-07,non-deregulated
6430548M08Rik,chr8,120113643,120114695,0.898679583512392,495.2947182455544,551.1360526404178,both,509,422.8981351,0.407734522,0.00109769,non-deregulated
9130019O22Rik,chr7,127386621,127386953,0.5295417905712366,21.70120410742447,40.98109817548973,both,213,285.7202668,-0.376234769,0.015080806,non-deregulated
9330182L06Rik,chr5,9266123,9266516,5.321964824785694,356.68021885082163,67.02040141071103,both,5,1521.570103,0.243470868,0.002253089,non-deregulated
9430015G10Rik,chr4,156109831,156110384,1.4368957598923529,547.2412259061956,380.8496351518172,both,151,717.6238279,-0.230934595,0.048081303,non-deregulated
9930021J03Rik,chr19,29805086,29806698,1.479294348893747,484.7091256690455,327.6623925667823,both,709,2689.439506,0.18715425,0.031833048,non-deregulated
A430005L14Rik,chr4,153956902,153957585,3.297312034591548,170.8239950456299,51.807045634002485,both,335,902.223363,-0.473645443,2.20743e-05,non-deregulated
A930024E05Rik,chr5,122989112,122989387,0.5642313431046991,24.02120014475406,42.57331755548481,both,242,1018.37877,-0.43762236,2.94853e-05,non-deregulated
AI597479,chr1,43098480,43098954,2.770476252397494,280.3086323521927,101.1770565113566,both,230,997.8017773,-0.203995168,0.046518078,non-deregulated
AU040320,chr4,126752960,126754112,2.0916407861059763,513.0179992119532,245.27060412081696,both,584,1822.145806,0.325828057,0.000247746,non-deregulated
AW549877,chr15,3995516,3996031,1.3028494795018204,1395.7201120247782,1071.2827030168285,both,279,3569.942748,-0.225796699,0.003133934,non-deregulated
Aaas,chr15,102350427,102350890,1.2701906159430798,132.22021082714855,104.0947785061212,both,131,1306.039589,0.429137363,5.65574e-08,non-deregulated
Aacs,chr5,125475677,125476161,1.3647127640985504,140.5007054044233,102.95258394335444,both,137,1828.34608,-0.372424455,0.000388227,non-deregulated
Aasdhppt,chr9,4309133,4309885,1.4871850535522446,1026.8619388862228,690.4735469425892,both,391,1282.24681,-0.286441455,0.000870396,non-deregulated
