gene,chr,cpg_start,cpg_end,mecp2_enrichment,exo_signal,endo_signal,binding_type,distance_to_gene,baseMean,log2FoldChange,padj,category
0610009B22Rik,chr11,51688626,51689166,0.7850794914843519,649.8208691954222,827.713468819322,both,292,434.3119783,-0.647453482,1.0573e-06,down-regulated
0610010F05Rik,chr11,23633135,23633766,1.887839331479912,471.37473542399056,249.6900703167738,both,127,1746.055965,-0.581833564,1.41552e-14,down-regulated
0610012G03Rik,chr16,31948044,31948757,0.979468928963148,25.70353674432849,26.24231967372144,both,263,984.2237761,-0.620990817,1.36771e-09,down-regulated
1110008P14Rik,chr2,32381502,32382189,0.9528263567475564,125.0337755485284,131.22409415218883,both,251,378.343364,-0.656495194,4.75187e-07,down-regulated
1110065P20Rik,chr4,124850233,124851474,0.7432680779278342,145.35613447272465,195.5635372878716,both,278,250.8799862,-0.530609348,0.004442818,down-regulated
1700019D03Rik,chr1,52952626,52952957,1.2917332308302836,55.59278077571201,43.03735434597344,both,30302,267.0975418,-0.91057067,2.87144e-08,down-regulated
1700021F05Rik,chr10,43540494,43541126,1.3278085735199991,276.7553470985617,208.43015523306025,both,132,422.9804724,-0.517139535,9.72265e-05,down-regulated
1700025G04Rik,chr1,152089616,152090328,2.499762921163482,449.5583201396698,179.8403825953338,both,203,4371.787999,-1.300326548,2.5612e-109,down-regulated
1810022K09Rik,chr3,14611032,14611738,1.8229805044728031,639.0793290385064,350.5683837377762,both,453,2367.96833,-0.561218769,7.47365e-09,down-regulated
1810037I17Rik,chr3,122924118,122924520,1.727112185536874,160.26951763590378,92.7962404399827,both,85,1487.876394,-0.640364096,1.94383e-10,down-regulated
2310009A05Rik,chr9,73039433,73039967,5.456561217687888,117.30160344965884,21.497349478901864,both,285,193.7435042,-0.678751348,0.000439789,down-regulated
2310039H08Rik,chr17,46772839,46773137,3.839467670537945,153.70433348583435,40.03271981303048,both,204,426.673651,-0.766900302,1.34529e-07,down-regulated
2410004B18Rik,chr3,145937926,145938585,2.302708438793586,166.55234589927502,72.3288902291658,both,88,550.2908364,-0.600891949,7.29971e-07,down-regulated
2610002M06Rik,chrX,107815894,107816563,5.503208220583453,120.5108790140102,21.89829535492909,both,229,912.7922488,-0.522346985,9.30061e-09,down-regulated
2610021A01Rik,chr7,41599179,41599445,2.5142577061220344,62.40893780524488,24.82201313464553,both,51,1618.168296,-0.501244571,1.66597e-06,down-regulated
2610035D17Rik,chr11,113201433,113201928,2.015053549466067,368.159796324278,182.70472088537304,both,90,96.43353134,-2.107136438,5.54802e-17,down-regulated
2610316D01Rik,chr3,45378166,45378399,2.535295502683556,269.47661231459955,106.2900210367448,both,139,160.9425172,-1.137069426,3.57966e-09,down-regulated
2700062C07Rik,chr18,24470743,24471113,1.593443457858204,33.753563606260585,21.182780876096967,both,118,383.9943548,-0.648396923,1.94832e-06,down-regulated
2700097O09Rik,chr12,55080008,55080835,0.4804682800312066,88.18188837049313,183.5332154804593,both,725,186.1953369,-0.528885673,0.004434112,down-regulated
2810002D19Rik,chr2,94406106,94406816,1.2271561967981264,32.26420296957933,26.291846998582987,both,45,260.5898457,-0.532666912,0.002035039,down-regulated
2810468N07Rik,chr17,25570143,25571451,1.2439276544181432,219.5853344065565,176.52580809393555,both,668,113.9871373,-0.694954208,0.003691924,down-regulated
3110082I17Rik,chr5,139460370,139460725,1.5335697316329229,65.5657977580618,42.753711426117086,both,198,388.5992964,-0.600807898,3.16905e-06,down-regulated
4632427E13Rik,chr7,92741069,92741444,0.4267925084688699,457.5803659708373,1072.1377645835903,both,24,3134.438932,-0.559784583,2.49238e-17,down-regulated
4930430F08Rik,chr10,100588950,100589339,2.501385690988881,147.1181310677117,58.81465285329548,both,80,579.4785879,-0.740028117,1.56956e-10,down-regulated
4930503L19Rik,chr18,70472237,70472607,1.4626130966533957,123.83761824673358,84.66874700499154,both,127,1305.17144,-0.763497536,8.85224e-22,down-regulated
4930520O04Rik,chr9,114367955,114368395,1.842774393001128,28.65651251436303,15.550743825831688,both,348,110.8163725,-0.840201,0.000429326,down-regulated
4931414P19Rik,chr14,54603235,54603593,1.865334173588307,366.93149966080017,196.7108654611421,both,2315,214.2592023,-0.564025486,0.00061392,down-regulated
9130401M01Rik,chr15,58033858,58034371,1.7377628074228362,271.9016907406572,156.4665152109551,both,46,130.0980006,-0.575600299,0.024182319,down-regulated
9430038I01Rik,chr7,137410453,137411112,3.026702190915108,1258.5492139662667,415.81534441806144,both,350,283.7992456,-0.978351231,2.72325e-09,down-regulated
A130051J06Rik,chr15,95790472,95791333,1.1424044128685653,220.4312437803869,192.95377477305644,both,309,130.4006047,-0.682243656,0.001169327,down-regulated
A930033H14Rik,chr10,69212587,69213723,1.5915557345185372,135.86414546527286,85.36562215106669,both,625,107.0775306,-0.746341976,0.002045855,down-regulated
Abca5,chr11,110337365,110337948,3.9599965052152895,83.17965488547891,21.00498189226476,both,232,250.5475298,-0.656318895,3.21193e-05,down-regulated
Abcb7,chrX,104413641,104413932,1.1373794773315808,29.13751515719316,25.61811228171008,both,76,3708.107601,-0.760293179,2.65116e-37,down-regulated
Abcd3,chr3,121814661,121815543,1.0673358869077243,213.5465564751113,200.0743712401505,both,241,4193.232894,-0.692586094,1.3027599999999995e-20,down-regulated
Abce1,chr8,79711304,79711930,3.432801095676405,213.9083614802701,62.31306607006345,both,190,12337.90966,-0.593385324,2.64936e-19,down-regulated
Abhd17b,chr19,21652828,21653873,1.074457997848643,1032.8359071589457,961.262244989533,both,481,3355.143993,-0.660594138,2.1531400000000002e-26,down-regulated
Ablim1,chr19,57314444,57315020,1.259119973699053,31.97322301907453,25.393309364431204,both,101,363.2755279,-1.88243073,1.12976e-40,down-regulated
Abracl,chr10,18022557,18023138,2.088542024252312,129.9616443615641,62.22601357906111,both,114,259.2855218,-1.687552074,5.68465e-22,down-regulated
Acads,chr5,115119007,115119262,0.4982251695191421,46.09771093129192,92.52385016152986,both,84,812.3160539,-0.590859873,5.60205e-10,down-regulated
Acat1,chr9,53610088,53610454,1.3105890810031169,89.61014931395243,68.37394772537353,both,72,3824.409992,-1.016717091,2.09341e-53,down-regulated
Acat2,chr17,12960318,12960670,1.8535512078416163,336.5150027009399,181.5515003185683,both,77,4191.640887,-1.505765572,5.484700000000001e-115,down-regulated
Acly,chr11,100527205,100527972,2.16696200658016,1108.431249826374,511.5139289293169,both,28,11884.89083,-0.500188133,1.85588e-21,down-regulated
Acsl3,chr1,78657622,78658549,0.6416640856660578,146.64699083064536,228.5416842029165,both,203,4173.425834,-0.614754522,6.42822e-26,down-regulated
Acsl4,chrX,142390152,142390858,1.085566933345412,178.93611399983453,164.8319495587469,both,323,2918.736986,-1.139752361,2.27953e-70,down-regulated
Acss2,chr2,155517874,155518363,1.1412535102325392,749.8227566267582,657.0168239605028,both,74,1485.594484,-1.857621106,5.20457e-95,down-regulated
Actl6a,chr3,32708371,32709402,0.5758957617558745,635.7603485776173,1103.9503861588057,both,2073,1670.606909,-0.804981044,3.11502e-25,down-regulated
Actr2,chr11,20112370,20113193,2.523339896724691,348.11495944229864,137.95801346229803,both,280,11743.87146,-0.537641011,2.7242899999999997e-20,down-regulated
Actr5,chr2,158624837,158625555,2.1022466149972026,139.3799349547437,66.30046825164192,both,51,191.4019466,-0.605974747,0.001048786,down-regulated
Actr6,chr10,89732032,89732462,4.433366783062463,193.09424545105696,43.55476433593705,both,167,410.4573121,-0.941660178,5.28359e-12,down-regulated
Actr8,chr14,29978335,29978793,1.3781257593305531,165.8074366955828,120.3137199729337,both,2,1106.363213,-0.571092616,2.85522e-10,down-regulated
