gene,chr,cpg_start,cpg_end,mecp2_enrichment,exo_signal,endo_signal,binding_type,distance_to_gene,baseMean,log2FoldChange,padj,category
0610012G03Rik,chr16,31948044,31948757,5.146806715252289,195.9010422293549,38.06263826632785,both,263,1483.241219,0.327137919,0.018343553,non-deregulated
1110008P14Rik,chr2,32381502,32382189,1.7770319436648996,347.6910526252163,195.65830195947308,both,251,1256.617818,0.326417891,0.010881285,non-deregulated
1110065P20Rik,chr4,124850233,124851474,1.1162983745049575,264.7510903941949,237.16875025604463,both,278,716.8987607,0.496807206,0.001176932,non-deregulated
1700025G04Rik,chr1,152089616,152090328,3.002195392833772,558.9169242694528,186.1694030986741,both,203,2187.147601,-0.277303096,0.013850556,non-deregulated
1810022K09Rik,chr3,14611032,14611738,1.248063504217991,1202.8317658351314,963.7584640284784,both,453,650.8852498,0.409801502,0.002551213,non-deregulated
2610005L07Rik,chr8,20424211,20424870,1.1591406749344784,75.36639240839342,65.01919399269946,both,56,1602.088224,0.368727798,0.001375084,non-deregulated
2900026A02Rik,chr5,113220579,113221436,1.0121139921660665,107.12111208661096,105.83897951786705,both,200,676.963765,-0.468782369,0.002393959,non-deregulated
5730409E04Rik,chr4,126609607,126610142,1.4090936908334704,197.80361810873083,140.37648411563833,both,211,862.9299656,-0.272384475,0.048008133,non-deregulated
6820431F20Rik,chr8,20296932,20297602,1.4931465349205828,69.33319957682251,46.43429024232387,both,170,479.5909893,0.426788687,0.013127298,non-deregulated
9930021J03Rik,chr19,29805086,29806698,1.4270263900416902,1677.0215954729763,1175.186112307273,both,709,1195.026351,-0.243955105,0.045534822,non-deregulated
AI413582,chr17,27565423,27566003,1.9125237157906243,877.2888047868091,458.70741238058,both,254,971.0747548,0.454300787,0.001040467,non-deregulated
Aagab,chr9,63602464,63602905,0.8014071663577874,1080.5417054346317,1348.3055190851946,both,191,1469.333828,-0.370923333,0.000190275,non-deregulated
Aak1,chr6,86849544,86849940,1.818879793609135,309.55936565258054,170.19231657872976,both,27,6795.812942,-0.241190175,0.002518591,non-deregulated
Aatk,chr11,120046796,120047187,0.0888988616315624,8.29666780818671,93.32704216812016,both,20,2783.434018,-0.20229668,0.041313751,non-deregulated
Abca2,chr2,25428494,25429077,0.753146664805914,336.18043610050785,446.36782158112806,both,209,2297.946818,-0.345424223,0.000990803,non-deregulated
Abcg4,chr9,44287597,44288354,0.2904857357958176,42.90020967816298,147.68439338555862,both,261,1024.790527,-0.274617426,0.033870735,non-deregulated
Abhd3,chr18,10706209,10707045,1.2792604368570335,343.2343841902164,268.3068859953927,both,274,452.0457637,0.337815317,0.043973944,non-deregulated
Abhd6,chr14,8002678,8003008,1.5419798484253833,117.82087892442551,76.40883183054574,both,224,1682.215602,0.363583406,0.000444408,non-deregulated
Abi1,chr2,23039494,23040179,1.5260979609709762,1345.6671946624472,881.7698660748289,both,62,3794.814939,0.203642832,0.023727697,non-deregulated
Abi2,chr1,60409278,60410251,1.2145044587368472,823.27943316312,677.8727136328316,both,341,4787.04711,-0.305945666,0.00168144,non-deregulated
Abl2,chr1,156558496,156559438,0.7473474332337905,286.31214329788673,383.104471315312,both,290,1977.487479,-0.291800215,0.004304449,non-deregulated
Ablim1,chr19,57314444,57315020,1.5045523415022255,88.65144755798359,58.92214256199904,both,101,2117.762832,-0.374906306,0.001151815,non-deregulated
Abt1,chr13,23423504,23423926,1.4578170600411986,240.79133862319688,165.17253448549437,both,60,455.7404672,0.393392513,0.013211796,non-deregulated
Acap2,chr16,31200253,31201394,4.817603386732968,2491.42871892276,517.1510643204501,both,156,2105.701731,-0.340712389,0.000211803,non-deregulated
Acat1,chr9,53610088,53610454,1.7337937726894252,427.2882908545646,246.4470097800408,both,72,3928.448652,0.284554665,0.003081397,non-deregulated
Acsl1,chr8,46471064,46471743,1.7668798454170782,2924.202632702594,1655.00933200827,both,27,1087.343325,-0.336162784,0.003417353,non-deregulated
