gene,chr,cpg_start,cpg_end,mecp2_enrichment,exo_signal,endo_signal
0610009B22Rik,chr11,51688626,51689166,0.7887955519074741,1817.039452550532,2303.561991642254
0610010F05Rik,chr11,23633135,23633766,0.3169373889991167,432.1048473835256,1363.3760559084112
0610010K14Rik,chr11,70237525,70238413,0.672366569544202,496.5261295155244,738.4753377196013
0610011F06Rik,chr17,25875044,25875794,1.1995606030854338,516.1081703151568,430.2476831830389
0610012G03Rik,chr16,31948044,31948757,5.146806715252289,195.9010422293549,38.06263826632785
0610030E20Rik,chr6,72347217,72347722,4.129241421686667,27.71616838097363,6.712169512639548
0610037L13Rik,chr4,107889687,107890217,1.436513181771312,692.328163991326,481.95044276422266
0610038B21Rik,chr8,77517280,77518435,0.964560597340274,165.42675855484234,171.5047857138246
0610040F04Rik,chr6,108659365,108660445,1.1008440432209226,3065.606202158135,2784.777935654338
0610040J01Rik,chr5,63812229,63812661,1.0023863085485043,184.8421559265701,184.40211558179496
1110001J03Rik,chr6,38534663,38535073,1.0652341888365118,4862.706144905829,4564.917457462623
1110004E09Rik,chr16,90934297,90935370,1.5584051263175829,769.6382586238136,493.86276111810696
1110006O24Rik,chr5,115631431,115631827,3.949586501016264,259.444887825241,65.68912663603734
1110008F13Rik,chr2,156862764,156863637,1.923037564071074,1042.0191469722745,541.8610465238744
1110008P14Rik,chr2,32381502,32382189,1.7770319436648996,347.6910526252163,195.65830195947308
1110017D15Rik,chr4,41507017,41507326,1.915610870547024,322.91667911639263,168.57112479434832
1110020A21Rik,chr17,84958313,84958724,inf,6150.371402865035,0.0
1110034G24Rik,chr2,132686949,132687166,1.5076468158134768,384.5837477727296,255.0887540363496
1110037F02Rik,chr4,11485725,11486328,0.9971435263120954,1078.1216259934813,1081.2100741213062
1110038F14Rik,chr15,76948411,76948997,1.466863059903825,194.99646293667607,132.93433331769975
1110046J04Rik,chr13,33935548,33935844,0.288029337486943,28.37459549106139,98.51286587203175
1110059G10Rik,chr9,122950701,122951318,0.8059941400597043,176.7959958773836,219.3514655879352
1110065P20Rik,chr4,124850233,124851474,1.1162983745049575,264.7510903941949,237.16875025604463
1190002N15Rik,chr9,94537088,94539070,1.1748305862340147,2547.789092008076,2168.643821382925
1190005I06Rik,chr8,120633711,120634631,1.683147380828883,95.78736063068634,56.909669183880304
1190007I07Rik,chr10,82622660,82623248,2.5123532519378617,62.84356258628253,25.01382420557666
1300002E11Rik,chr16,21794116,21794707,1.0007192407656442,688.4557575209313,687.9609479619858
1500009L16Rik,chr10,83722674,83723229,1.2095547535984552,219.67531555777035,181.61667746270345
1500011B03Rik,chr5,114813704,114814150,2.1542761572383404,207.3182616069977,96.23569425415168
1500011K16Rik,chr2,127792199,127792560,0.9564910896517396,297.0722353290383,310.58547073052495
1500012K07Rik,chr7,75308843,75309053,0.5995726191457337,61.71385816787876,102.9297472853383
1600002H07Rik,chr17,24220509,24220795,1.9139467345515109,315.2204873322772,164.69658305623736
1600012H06Rik,chr17,14942933,14943937,0.7522878538464447,703.7289025465207,935.4516345682808
1600014C10Rik,chr7,38183665,38184097,1.370337147143488,513.5088237191976,374.73174013389576
1600014C23Rik,chr17,45733938,45734175,1.2355306531696348,1214.7239349062656,983.1596907693132
