chr,start,end,cpg_length,cpg_name,cpg_score,exo_signal,endo_signal,enrichment,pvalue,binding_type,binding_type_by_peaks,significant,exo_replicates_with_signal,endo_replicates_with_signal,total_exo_replicates,total_endo_replicates,exo_replicate_signals,endo_replicate_signals,n_exo_peaks,n_endo_peaks,exo_peak_scores_by_rep,endo_peak_scores_by_rep,analysis_start,analysis_end,analysis_length,exo_signal_std,endo_signal_std,exo_signal_cv,endo_signal_cv,exo_replicates_with_peaks,endo_replicates_with_peaks
chr18,32240120,32240537,417,830,CpG:,144.86908293951998,152.8487627774977,0.9477936249337277,1.0,both,both,False,3,2,3,2,"115.55777817321338,114.90520507025776,204.14426557508875","79.72017914842931,225.97734640656614",1,1,9.80064;14.668;7.4284,10.9307;11.7612,32240120,32240537,417,41.91473026891383,73.12858362906842,0.28932833299160465,0.47843752412652407,3,2
chr18,32377246,32377767,521,832,CpG:,43.75360472264842,31.61088957393009,1.3841307635560052,0.2,both,both,False,3,2,3,2,"54.92272229478364,37.539013072762515,38.79907880039911","34.46910967982433,28.752669468035855",1,1,7.05292;13.8355;7.6954,7.46629;11.4532,32377246,32377767,521,7.914494379075473,2.8582201058942367,0.18088782465456268,0.0904188444051713,3,2
chr18,32559636,32559955,319,833,CpG:,12.214029414775853,20.497796136383727,0.5958703722833826,1.0,both,both,False,3,2,3,2,"11.948422584414109,10.915942676388731,13.777722983524717","37.61516851467025,3.380423758097203",1,1,3.84594,5.10903,32559636,32559955,319,1.1833164898788893,17.117372378286525,0.0968817455480645,0.8350835506605061,1,1
chr18,32837201,32837621,420,835,CpG:,256.68636189415344,116.16317335253669,2.2097051456673906,0.4,both,both,False,3,2,3,2,"173.15087485540482,170.68847550891695,426.2197353181385","59.42581158592587,172.90053511914752",1,1,11.375;29.6196;10.2653,8.22129;13.9827,32837201,32837621,420,119.88241289147369,56.737361766610825,0.4670384979039444,0.48842813199000673,3,2
chr18,32939145,32939664,519,836,CpG:,57.06518588926675,134.62968019713327,0.4238677965045175,0.4,both,both,False,3,2,3,2,"55.11266373577375,31.67428404563654,84.40860988638994","67.86861650654346,201.39074388772306",1,1,4.56057;6.54108;5.20648,7.83966;9.82732,32939145,32939664,519,21.572923423272957,66.76106369058981,0.378040009632748,0.49588666921613456,3,2
chr18,33213715,33214111,396,838,CpG:,735.1970999361289,398.96617618203163,1.84275546105615,0.4,both,both,False,3,2,3,2,"610.0785111514004,455.6543165264708,1139.8584721305153","252.9000517810234,545.0323005830398",1,1,27.0575;85.548;30.7862,19.2047;36.286,33213715,33214111,396,293.00151032724773,146.06612440100824,0.3985346383339958,0.36611154809866475,3,2
chr18,33463801,33464445,644,840,CpG:,196.24371888375921,231.10643495739617,0.8491486570676242,1.0,both,both,False,3,2,3,2,"178.4218445949673,149.3992524058182,260.9100596504922","98.51222879212835,363.70064112266397",1,1,12.1563;15.3011;12.6522,12.2771;20.0646,33463801,33464445,644,47.23614036916957,132.59420616526782,0.2407014127017685,0.573736539139255,3,2
chr18,33794657,33795151,494,842,CpG:,239.4654192750753,201.16829578306994,1.1903735543562148,0.8,both,both,False,3,2,3,2,"173.04423294376267,234.2920740722162,311.0599508092471","206.80290078537666,195.5336907807632",1,1,14.1948;27.9155;10.8117,15.7191;10.1905,33794657,33795151,494,56.46330501557159,5.634605002306728,0.23578897189623804,0.028009408641522772,3,2
chr18,34005895,34007537,1642,844,CpG:,80.9558993262873,89.14273394889285,0.9081603821204405,1.0,both,both,False,3,2,3,2,"40.320696194773035,91.25614337131255,111.2908584127763","94.41525509020587,83.87021280757983",1,1,9.36782;17.8729;9.27825,17.1471;14.7406,34005895,34007537,1642,29.874875194748885,5.272521141313021,0.36902653720564843,0.05914695351766811,3,2
chr18,34220798,34221561,763,846,CpG:,82.55477601297561,37.09358765850842,2.2255807869811006,0.2,both,both,False,3,2,3,2,"85.32514621389646,91.9131654599391,70.42601636509127","44.54889946933811,29.638275847678727",1,1,10.9015;11.0025;9.15813,8.72431;12.7259,34220798,34221561,763,8.988162858028613,7.455311810829691,0.10887514075037756,0.2009865392224905,3,2
chr18,34330875,34331538,663,846,CpG:,203.53530424548612,163.36118531622677,1.2459220582385724,0.8,both,both,False,3,2,3,2,"158.44817195219153,109.0002979865441,343.1574427977227","218.62934276529026,108.09302786716329",1,1,17.4145;37.3249;16.8457,19.2118;16.4163,34330875,34331538,663,100.77046273703951,55.26815744906349,0.4951006564222351,0.3383187832659149,3,2
chr18,34372891,34373534,643,847,CpG:,22.981046839289373,53.98129585427036,0.42572240024266456,0.2,both,both,False,3,2,3,2,"19.46877898991942,24.934931330881074,24.539430197067617","71.43392953271999,36.528662175820735",1,1,4.87547;8.08469;3.59267,11.7586;7.07044,34372891,34373534,643,2.488791456510608,17.452633678449626,0.10829756685651344,0.32330890546913355,3,2
chr18,34409135,34409492,357,847,CpG:,122.2068880154194,60.89624449786018,2.006805001246236,0.2,both,both,False,3,2,3,2,"111.15790942536682,104.98787954207562,150.4748750788157","85.79697037811707,35.99551861760329",1,1,10.5168;16.1246;10.483,7.56872;10.023,34409135,34409492,357,20.146573515984183,24.900725880256886,0.16485628464282798,0.4089041300589869,3,2
chr18,34506391,34506954,563,848,CpG:,81.88843174217861,34.11865362519693,2.400107361848044,0.8,both,both,False,3,2,3,2,"41.18038739192549,44.7620512689621,159.72285656564824","15.8957581071193,52.341549143274555",1,1,5.08835;13.8115;6.20424,13.526;5.86664,34506391,34506954,563,55.056669863770225,18.222895518077628,0.6723375780001898,0.5341035938364185,3,2
