chr,start,end,cpg_length,cpg_name,cpg_score,exo_signal,endo_signal,enrichment,pvalue,binding_type,binding_type_by_peaks,significant,exo_replicates_with_signal,endo_replicates_with_signal,total_exo_replicates,total_endo_replicates,exo_replicate_signals,endo_replicate_signals,n_exo_peaks,n_endo_peaks,exo_peak_scores_by_rep,endo_peak_scores_by_rep,analysis_start,analysis_end,analysis_length,exo_signal_std,endo_signal_std,exo_signal_cv,endo_signal_cv,exo_replicates_with_peaks,endo_replicates_with_peaks
chr2,127208233,127208604,371,1555,CpG:,253.19818069821312,92.87414554380021,2.7262504458660435,0.2,both,both,False,3,2,3,2,"207.62139830884908,210.54798527226615,341.42515851352414","2.564866870561379,183.18342421703903",1,1,19.3223;28.5391;22.327,7.39977;14.7033,127208233,127208604,371,62.397334016933485,90.30927867323884,0.24643673917746217,0.9723834135372824,3,2
chr2,127247484,127248719,1235,1555,CpG:,158.23668606947308,129.18332147897496,1.224900275499006,0.8,both,both,False,3,2,3,2,"109.73585866240838,122.76082678883664,242.21337275717423","75.0845469723829,183.28209598556703",1,1,14.4136;28.9637;15.6043,13.7998;22.0589,127247484,127248719,1235,59.61809221456666,54.098774506592065,0.3767652982089856,0.4187752249070081,3,2
chr2,127269730,127270849,1119,1555,CpG:,109.79731810856406,84.68456709150547,1.2965445993237839,0.8,both,both,False,3,2,3,2,"103.54464541598023,54.649653033340904,171.19765587637102","69.97579741946707,99.39333676354389",1,1,8.90137;17.5003;11.9776,12.5007;11.3663,127269730,127270849,1119,47.78550113807309,14.708769672038407,0.43521555864255557,0.17368890433300466,3,2
chr2,127335968,127336736,768,1556,CpG:,27.889491154915756,32.97037512560685,0.845895475822325,0.8,both,both,False,3,2,3,2,"16.934134123226006,9.676418080925941,57.05792126059532","43.5511197100083,22.389630541205406",1,1,3.40199;5.26625;3.08015,5.949;4.58673,127335968,127336736,768,20.836931902435484,10.580744584401447,0.7471248502417658,0.32091671823848256,3,2
chr2,127362915,127363630,715,1556,CpG:,8.493537338185698,1.2568279346386035,6.757915784731491,0.5,both,exo_only,False,3,1,3,2,"4.8426382758400655,14.94712911619173,5.690844622525302","0.0,2.513655869277207",1,0,"7.05833;10.065,5.80257",,127362915,127363630,715,4.576497833460252,1.2568279346386035,0.5388211826520134,1.0,2,0
chr2,127444312,127444599,287,1557,CpG:,103.72645328712242,119.71785534051237,0.8664242521894019,1.0,both,both,False,3,2,3,2,"99.15357636242378,79.75267791748047,132.273105581463","11.99974309941202,227.43596758161272",1,0,6.0159;9.33914;6.48176,7.50045,127444312,127444599,287,21.683822434067235,107.71811224110036,0.20904814294618582,0.8997664712144963,3,1
chr2,127482109,127482724,615,1557,CpG:,43.93377117787596,30.873499129845847,1.4230253264491346,0.4,both,both,False,3,2,3,2,"58.662344320033625,44.79038512222166,28.348584091372608","17.61191458043044,44.13508367926125",1,1,5.5331;12.38;6.13503,7.25711;7.52307,127482109,127482724,615,12.390355264947631,13.261584549415405,0.2820234851859731,0.4295458863810887,3,2
chr2,127541035,127541535,500,1558,CpG:,6.961211609840393,10.637525506019593,0.6544014024597321,0.6666666666666666,both,both,False,2,1,3,2,"4.9825957489013675,15.901039080619812,0.0","0.0,21.275051012039185",1,0,3.11539,3.91272,127541035,127541535,500,6.640630065725152,10.637525506019593,0.9539474502309245,1.0,1,1
chr2,127584568,127584792,224,1558,CpG:,174.17861551330202,27.279561281204224,6.384949292909344,0.2,both,both,False,3,2,3,2,"189.1094901221139,136.4126478603908,197.01370855740137","13.819928850446429,40.73919371196202",1,1,6.63245;10.7457;8.40826,11.8141;7.84112,127584568,127584792,224,26.898827754368003,13.459632430757795,0.15443243520507682,0.4933962204161824,3,2
chr2,127587174,127587659,485,1558,CpG:,193.73116272044754,151.11331571008742,1.2820257553750123,0.8,both,both,False,3,2,3,2,"219.3340206342874,80.80152835944264,281.05793916761263","171.980927756398,130.24570366377682",1,1,8.13539;17.4503;12.4399,11.67;8.22253,127587174,127587659,485,83.73484845017173,20.867612046310583,0.4322218855982422,0.138092476816175,3,2
chr2,127656112,127656491,379,1558,CpG:,26.42143466583762,15.55410957839684,1.698678701771167,1.0,both,both,False,3,1,3,2,"11.943436076584467,5.658356019878136,61.66251190105026","0.0,31.10821915679368",0,0,4.76907;2.85639,3.41307,127656112,127656491,379,25.05095741821017,15.55410957839684,0.9481300972123422,1.0,2,1
chr2,127788653,127788974,321,1559,CpG:,27.08792483843747,64.76910719916086,0.41822291536525025,0.2,both,both,False,3,2,3,2,"33.74523790900209,40.68711295677494,6.831423649535372","56.241130008875764,73.29708438944594",1,1,3.99446;8.51245;4.77891,11.1424;7.41485,127788653,127788974,321,14.601182317577729,8.527977190285089,0.53902919491488,0.13166735746506594,3,2
chr2,127792199,127792560,361,1559,CpG:,375.16031470655406,160.66613336150996,2.335030456371395,0.4,both,both,False,3,2,3,2,"283.584516509418,370.89194472806935,471.0044828821748","33.497203982767964,287.83506274025194",1,1,19.6137;31.5507;13.2083,11.5079;15.3939,127792199,127792560,361,76.57338608810176,127.16892937874199,0.20410843867640038,0.7915104864856807,3,2
chr2,127831452,127831991,539,1560,CpG:,34.279491724758586,87.95736185473723,0.3897285116551316,0.2,both,both,False,3,2,3,2,"58.4992313703491,26.699735029287815,17.639508774638838","66.58705389698716,109.32766981248731",1,1,5.77475;5.42559;5.40779,7.73349;7.25595,127831452,127831991,539,17.520821257796857,21.37030795775008,0.511116716621044,0.24296212968555642,3,2
chr2,128125625,128128313,2688,1562,CpG:,98.16975823435045,114.65611844971066,0.856210375527484,0.8,both,both,False,3,2,3,2,"75.90722024689119,57.69873280823231,160.90332164792787","87.59512110657636,141.71711579284496",2,1,"6.3488,11.0164;19.9848;7.70561,12.8281",14.2216;11.313,128125625,128128313,2688,44.977862981878495,27.060997343134304,0.45816414128786503,0.2360187812829503,3,2
chr2,128686924,128687499,575,1566,CpG:,97.48535302645918,97.32486335256826,1.0016490100100068,1.0,both,both,False,3,2,3,2,"71.83945755668309,94.5856889243748,126.03091259831967","27.215581850798234,167.43414485433829",1,1,11.7707;13.4606;11.1973,11.8514;14.4451,128686924,128687499,575,22.21837811079104,70.10928150177003,0.2279150397574146,0.720363523633141,3,2
chr2,128818186,128818534,348,1567,CpG:,227.4504128160148,222.94222849264912,1.0202213118342194,1.0,both,both,False,3,2,3,2,"255.3744634430984,190.5939540424566,236.38282096248935","193.8938040897764,251.99065289552183",1,1,30.6934;33.9141;28.9671,12.4571;20.2765,128818186,128818534,348,27.190311215860987,29.048424402872712,0.1195439079631625,0.13029574791314377,3,2
chr2,128863830,128864202,372,1568,CpG:,113.80837372297883,62.50757635024286,1.820713269784882,0.8,both,both,False,3,2,3,2,"143.14249813941217,109.20848411642095,89.07413891310333","3.6880240901823966,121.32712861030332",1,1,7.44488;8.81984;9.18452,8.39625;8.05994,128863830,128864202,372,22.311672664783686,58.81955226006046,0.1960459668731632,0.9409987667812036,3,2
