chr,start,end,cpg_length,cpg_name,cpg_score,exo_signal,endo_signal,enrichment,pvalue,binding_type,significant,exo_replicates_with_signal,endo_replicates_with_signal,total_exo_replicates,total_endo_replicates,exo_replicate_signals,endo_replicate_signals,n_exo_peaks,n_endo_peaks,exo_peak_scores_by_rep,endo_peak_scores_by_rep,analysis_start,analysis_end,analysis_length,exo_signal_std,endo_signal_std,exo_signal_cv,endo_signal_cv,exo_replicates_with_peaks,endo_replicates_with_peaks
chr6,29164556,29164852,296,807,CpG:,150.49011137249235,58.35960079206002,2.5786693077065554,0.2,both,False,3,2,3,2,"145.54448965433482,139.75108156977473,166.17476289336747","78.49711819597192,38.22208338814813",1,1,8.66048;12.9493;9.16838,11.7258;6.71174,29164556,29164852,296,11.340109179575228,20.137517403911897,0.07535451383583767,0.3450592041515757,3,2
chr6,29170251,29171278,1027,807,CpG:,31.404484578287086,39.512754138511944,0.7947936119106929,0.8,both,False,3,2,3,2,"42.611854958093154,40.471759285411444,11.12983949135666","31.718474980570672,47.30703329645322",1,0,5.48843;6.85724;6.47197,4.29538,29170251,29171278,1027,14.362936733662833,7.794279157941274,0.4573530477106859,0.19725982984173746,3,1
chr6,29178973,29179665,692,807,CpG:,47.64493424171197,36.160657778640704,1.317590363908003,0.8,both,False,3,2,3,2,"29.411330388460545,36.45518449276169,77.0682878439137","14.183070618293188,58.138244938988215",1,1,5.36221;7.99628;7.67803,7.51697;6.27063,29178973,29179665,692,21.00324217925759,21.977587160347515,0.4408284430135653,0.6077761996168439,3,2
chr6,29211959,29212553,594,807,CpG:,9.232067523446817,24.697157798792777,0.37381092993211107,0.5,both,False,3,1,3,2,"6.672650714514633,19.350248129680903,1.6733037261449126","0.0,49.39431559758555",1,0,4.05392;5.42955;3.19128,7.41501,29211959,29212553,594,7.440051597617185,24.697157798792777,0.805892242308841,1.0,3,1
chr6,29215984,29216355,371,807,CpG:,22.77509181990028,8.344603772433299,2.729319742554898,0.4,both,False,3,2,3,2,"27.641875611482604,8.902663161491127,31.780736686727106","2.204555295548349,14.484652249318248",1,1,5.3371;5.86181;3.99929,6.64688;5.14274,29215984,29216355,371,9.953751400419582,6.1400484768849495,0.4370455003708154,0.7358106681073129,3,2
chr6,29272506,29272924,418,808,CpG:,166.52605019954214,60.02885897764179,2.7740998752211175,0.2,both,False,3,2,3,2,"198.77578451530786,131.85581853401146,168.94654754930707","107.93267655486696,12.125041400416617",1,1,10.2996;18.055;11.089,11.8108;7.18199,29272506,29272924,418,27.37352208856375,47.90381757722517,0.164379819588365,0.798013128903005,3,2
chr6,29347829,29348444,615,808,CpG:,532.0499313292465,388.65266910801085,1.3689599316282683,0.8,both,False,3,2,3,2,"463.81545136614545,365.2357366546383,767.0986059669557","274.90956028884017,502.3957779271816",1,1,27.0231;49.0338;27.9636,26.2375;31.6799,29347829,29348444,615,171.00760143895806,113.74310881917071,0.3214126933758291,0.2926600480583867,3,2
chr6,29396379,29396656,277,809,CpG:,28.807555482132198,140.83393999729776,0.20454980868024383,0.2,both,False,3,2,3,2,"39.75589047097988,41.48624976189128,5.180526213525435","187.17411137660056,94.49376861799495",1,1,6.47456;6.39863;4.58515,15.9951;10.6579,29396379,29396656,277,16.721760670129033,46.34017137930281,0.5804644090853407,0.32904121961078386,3,2
chr6,29433165,29433739,574,809,CpG:,36.97273767146776,15.18443028852084,2.434911087801463,0.4,both,False,3,2,3,2,"31.597950903796153,16.711735389789222,62.60852672081791","24.544989353272975,5.823871223768706",1,1,6.17179;7.02106;5.51735,8.90808;5.78231,29433165,29433739,574,19.118840850837007,9.360559064752135,0.5171064426097722,0.6164577061431505,3,2
chr6,29473991,29474402,411,809,CpG:,43.82780540347196,69.73322841430813,0.628506759260829,0.4,both,False,3,2,3,2,"38.13641031873197,86.32621495045015,7.020790941233763","88.44579049038481,51.02066633823144",1,1,6.96757;4.04161,11.0568;7.35479,29473991,29474402,411,32.62546605366582,18.712562076076683,0.7444010886084952,0.26834498418600633,2,2
