chr,start,end,cpg_length,cpg_name,cpg_score,exo_signal,endo_signal,enrichment,pvalue,binding_type,binding_type_by_peaks,significant,exo_replicates_with_signal,endo_replicates_with_signal,total_exo_replicates,total_endo_replicates,exo_replicate_signals,endo_replicate_signals,n_exo_peaks,n_endo_peaks,exo_peak_scores_by_rep,endo_peak_scores_by_rep,analysis_start,analysis_end,analysis_length,exo_signal_std,endo_signal_std,exo_signal_cv,endo_signal_cv,exo_replicates_with_peaks,endo_replicates_with_peaks
chr1,3670619,3671074,455,613,CpG:,37.94053254738832,39.74706834855971,0.9545492063633707,0.5,both,both,False,3,1,3,2,"32.34496787354186,27.57420218541072,53.90242758321238","0.0,79.49413669711942",1,0,6.08946;8.05807;5.49517,12.1862,3670619,3671074,455,11.45357647676803,39.74706834855971,0.30188233289720784,1.0,3,1
chr1,3671654,3672156,502,613,CpG:,91.42657069855953,60.22344859662759,1.5181224727087326,1.0,both,both,False,3,2,3,2,"65.91187516626609,100.02656144829861,108.34127548111387","8.037706496706047,112.40919069654913",1,1,6.08946;8.05807;5.49517,14.2013;12.1862,3671654,3672156,502,18.35816591131586,52.18574209992154,0.20079683368901755,0.866535266843617,3,2
chr1,4496947,4497608,661,619,CpG:,7.106205045004656,16.042076206062998,0.44297290161973624,0.6666666666666666,both,both,False,2,1,3,2,"4.4972352887787,16.821379846235267,0.0","0.0,32.084152412125995",1,0,3.0083,4.61906,4496947,4497608,661,7.110778080937359,16.042076206062998,1.0006435271574265,1.0,1,1
chr1,4571641,4572075,434,619,CpG:,22.484732058007964,26.613609841342345,0.8448584086131576,1.0,both,both,False,3,2,3,2,"21.50187462705621,16.938446890923284,29.013874656044393","2.135811282742408,51.09140839994228",1,0,3.91321;3.39512;3.76449,4.05345,4571641,4572075,434,4.97852022692468,24.477798558599936,0.22141781427862622,0.9197474038480651,3,1
chr1,4689184,4689397,213,620,CpG:,12.264443440056743,1.365873224858387,8.979196031409368,0.5,both,endo_only,False,3,1,3,2,"17.313083109161663,3.3228239543001417,16.157423256708423","0.0,2.731746449716774",0,1,,3.96057,4689184,4689397,213,6.340257970287416,1.365873224858387,0.5169625512381246,1.0,0,1
chr1,4785376,4785814,438,621,CpG:,145.6742056522921,215.9228899707533,0.6746584656773705,0.2,both,both,False,3,2,3,2,"129.91540476829493,143.84692270461827,163.26028948396308","212.77924754521618,219.0665323962904",1,1,11.1372;19.5773;9.32821,23.228;16.7278,4785376,4785814,438,13.674174110427886,3.1436424255371094,0.09386819066009941,0.014559097583229435,3,2
chr1,4807559,4808103,544,621,CpG:,87.32671979186581,97.5834518885788,0.8948927108212552,1.0,both,both,False,3,2,3,2,"88.68880979629124,31.970723089049844,141.32062649025636","75.7557615111856,119.41114226597198",1,1,5.73973;10.656;7.12485,8.19533;7.28905,4807559,4808103,544,44.652299756738294,21.82769037739319,0.5113245964484,0.2236822940257959,3,2
chr1,4857465,4858372,907,622,CpG:,473.23081034029815,306.4874254371786,1.5440464145152908,0.8,both,both,False,3,2,3,2,"395.2458007122742,350.8090298788287,673.6376004297915","208.19061073210693,404.78424014225027",1,1,29.3285;79.6005;27.7321,17.1437;26.362,4857465,4858372,907,142.8654793526804,98.29681470507167,0.30189386707502514,0.3207205469028933,3,2
chr1,5018557,5019711,1154,623,CpG:,88.36314280938029,52.65672845516089,1.678097850014072,0.4,both,both,False,3,2,3,2,"89.61487520505486,74.81789106884698,100.65666215423902","23.792456253149275,81.52100065717251",1,1,15.309;13.2677;13.0886,10.3926;16.3863,5018557,5019711,1154,10.585702568200464,28.864272202011616,0.11979771465390575,0.5481592390721841,3,2
chr1,5083039,5083536,497,623,CpG:,125.97765925488642,122.46513024949931,1.028681870490245,1.0,both,both,False,3,2,3,2,"93.74543342360069,57.98802744982468,226.19951689123388","84.46982210646692,160.4604383925317",1,1,6.81593;18.2543;7.26942,11.9752;11.1478,5083039,5083536,497,72.3554355551057,37.99530814303239,0.5743513253307188,0.3102540949054168,3,2
chr1,5916428,5917474,1046,630,CpG:,34.20224010845595,5.285673728636528,6.470743724334765,0.5,both,both,False,3,1,3,2,"16.884770899384247,36.79097189638856,48.93097752959505","0.0,10.571347457273056",1,0,6.82153;5.62003;6.54346,4.28416,5916428,5917474,1046,13.210248270413171,5.285673728636528,0.3862392705426084,1.0,3,1
chr1,6214430,6215332,902,632,CpG:,56.005854261599914,57.09052048078398,0.9810009400851556,1.0,both,both,False,3,2,3,2,"102.33334928394157,23.18404178027303,42.500171720585115","41.05536245189591,73.12567850967204",1,1,4.78768;5.42762;7.29308,7.92818;14.597,6214430,6215332,902,33.694270682630645,16.035158028888066,0.6016205114066606,0.28087251427818594,3,2
chr1,6359082,6359442,360,633,CpG:,11.495058677814626,29.494131145212386,0.38974054265980823,0.3333333333333333,both,both,False,2,2,3,2,"17.249859982066685,17.23531605137719,0.0","35.910963694254555,23.077298596170213",0,1,3.38918,4.15872;4.66264,6359082,6359442,360,8.128236109853148,6.416832549042171,0.7071069698444064,0.21756303033472404,1,2
chr1,6382891,6383203,312,633,CpG:,16.227872644224735,27.98492163878221,0.579879152555344,0.8,both,both,False,3,2,3,2,"33.184834090562966,13.527624007983086,1.9711598341281598","23.71138208340376,32.25846119416066",1,1,3.80831;2.49945,4.332;4.19751,6382891,6383203,312,12.885181984741203,4.27353955537845,0.7940154736996197,0.15270864826921907,2,2
