gene,chr,tss,strand,promoter_start,promoter_end,cpg_start,cpg_end,cpg_id,cpg_count,exo_peak_count,exo_mean_signal,exo_min_qvalue,endo_peak_count,endo_mean_signal,endo_min_qvalue,category
Atp6v1h,chr1,5083080,+,5080580,5083580,5083039,5083536,623,49,1,8.61528,32.82235,0,0.0,1.0,exo_only
Atp6v1h,chr1,5083110,+,5080610,5083610,5083039,5083536,623,49,1,8.61528,32.82235,0,0.0,1.0,exo_only
Atp6v1h,chr1,5083124,+,5080624,5083624,5083039,5083536,623,49,1,8.61528,32.82235,0,0.0,1.0,exo_only
Atp6v1h,chr1,5083132,+,5080632,5083632,5083039,5083536,623,49,1,8.61528,32.82235,0,0.0,1.0,exo_only
Atp6v1h,chr1,5083132,+,5080632,5083632,5083039,5083536,623,49,1,8.61528,32.82235,0,0.0,1.0,exo_only
Atp6v1h,chr1,5083154,+,5080654,5083654,5083039,5083536,623,49,1,8.61528,32.82235,0,0.0,1.0,exo_only
Atp6v1h,chr1,5083164,+,5080664,5083664,5083039,5083536,623,49,1,8.61528,32.82235,0,0.0,1.0,exo_only
Cops5,chr1,10038127,-,10037627,10040627,10039745,10040279,661,60,1,4.91526,14.042205,0,0.0,1.0,exo_only
Cops5,chr1,10035128,-,10034628,10037628,10037950,10038215,661,31,1,4.91526,14.042205,0,0.0,1.0,exo_only
Cops5,chr1,10037941,-,10037441,10040441,10039745,10040279,661,60,1,4.91526,14.042205,0,0.0,1.0,exo_only
Cops5,chr1,10038149,-,10037649,10040649,10039745,10040279,661,60,1,4.91526,14.042205,0,0.0,1.0,exo_only
Cops5,chr1,10037938,-,10037438,10040438,10039745,10040279,661,60,1,4.91526,14.042205,0,0.0,1.0,exo_only
Cops5,chr1,10038168,-,10037668,10040668,10039745,10040279,661,60,1,4.91526,14.042205,0,0.0,1.0,exo_only
Cops5,chr1,10037945,-,10037445,10040445,10039745,10040279,661,60,1,4.91526,14.042205,0,0.0,1.0,exo_only
Cspp1,chr1,10037987,+,10035487,10038487,10037950,10038215,661,31,1,4.91526,14.042205,0,0.0,1.0,exo_only
Cspp1,chr1,10038006,+,10035506,10038506,10037950,10038215,661,31,1,4.91526,14.042205,0,0.0,1.0,exo_only
Cspp1,chr1,10038217,+,10035717,10038717,10037950,10038215,661,31,1,4.91526,14.042205,0,0.0,1.0,exo_only
Cspp1,chr1,10038226,+,10035726,10038726,10037950,10038215,661,31,1,4.91526,14.042205,0,0.0,1.0,exo_only
Cspp1,chr1,10038249,+,10035749,10038749,10037950,10038215,661,31,1,4.91526,14.042205,0,0.0,1.0,exo_only
