chr,start,end,neu_signal,nsc_signal,enrichment,pvalue,binding_type,binding_type_by_peaks,significant,neu_replicates_with_signal,nsc_replicates_with_signal,neu_replicate_signals,nsc_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,neu_replicates_with_peaks,nsc_replicates_with_peaks,neu_peak_scores_by_rep,nsc_peak_scores_by_rep,region_start,region_end
chr7,45215793,45216153,10.608803190598536,21.25248527500952,0.499179416116254,0.4,both,both,False,3,3,"18.41687135715062,4.0597618667522966,9.349776347892691","7.389899111477928,21.25424634368976,35.11331036986086",3068,360,CpG:,929,2,2,6.48918;5.25796,4.30926;3.92327,45215440,45218508
chr4,149698416,149698655,16.10909295735652,32.289901288847126,0.4988895076901511,0.4,both,both,False,3,3,"21.013611391970986,6.11763375370126,21.196033726397314","50.730172772156564,17.913209856732895,28.226321237651927",2432,239,CpG:,1727,2,1,10.2923;5.48285,5.04404,149697972,149700404
chr12,73044615,73046874,10.661584941737624,21.372290753785624,0.4988508281382595,0.7,both,both,False,3,3,"13.54055823260043,10.431545759180942,8.012650833431497","6.834929247936571,28.23059006735503,29.051352946065276",2656,2259,CpG:,1142,2,3,5.69847;6.27463,"8.73092,4.37365;5.30131;4.46347",73044370,73047026
chr15,85645974,85646308,10.053980753132205,20.18510818153007,0.4980890200198121,0.1,both,both,False,3,3,"12.846547989684295,5.342519077904982,11.972875191807331","23.428222322769297,20.274391440767904,16.852710781053002",3436,334,CpG:,1238,2,3,6.75351;3.09262,2.75021;5.37741;8.19693,85643578,85647014
chr9,108110489,108110745,6.38635611731209,12.827890772590896,0.4978492747192463,0.4,both,both,False,3,3,"12.028263005988373,0.6683802002488726,6.462425145699022","9.67854091931008,7.52978267764281,21.275348720819792",2621,256,CpG:,1409,2,1,10.0502;5.39242,4.17423,108108601,108111222
chr16,94083472,94086127,6.852318396886506,13.793929687338292,0.4967633264925497,0.4,both,nsc_only,False,3,3,"8.936380236171338,6.264611320950413,5.355963633537766","24.177092793327745,8.60133831026065,8.603357958426479",2013,2655,CpG:,1302,0,1,,5.38263,94082395,94084408
chr4,133887572,133888035,19.80662494073792,39.88190412568547,0.4966318779143169,0.2,both,both,False,3,3,"16.28632625874268,24.369098195795086,18.764450367675988","31.456039104550648,68.7789663107745,19.410706961731268",2358,463,CpG:,1606,2,2,7.2473;4.33438,9.01761;3.47505,133886350,133888708
chr3,131110256,131112543,8.92734809116717,17.98769847193373,0.4963029653347005,0.4,both,both,False,3,3,"12.251449378672422,2.1494901812255067,12.381104713603582","7.633247759312283,23.55086402244676,22.77898363404214",2471,2287,CpG:,1585,2,1,7.17688;4.21602,3.83983,131110329,131112800
chr17,32924784,32924988,9.34322044393948,18.84906220509853,0.4956862225969104,0.7,both,neu_only,False,3,3,"6.935290455541589,12.316185776429498,8.778185099847356","26.485754309563514,0.7319602529300061,29.329472052802068",862,204,CpG:,836,1,0,8.74631,,32924835,32925697
chr16,89884771,89885231,7.669263305484169,15.486496357031337,0.4952226203186424,0.4,both,nsc_only,False,3,3,"13.554451593781085,0.42555309673431463,9.027785225937105","17.629410096805483,21.250560644040423,7.579518330248097",1343,460,CpG:,1270,0,2,,3.15125;5.08826,89883963,89885306
chr5,9266123,9266516,23.7172820772055,47.98786519515047,0.4942349900491574,0.1,both,both,False,3,3,"30.434192421771726,14.49403339193801,26.22362041790676","43.5174295510176,36.1615386013749,64.28462743305889",2104,393,CpG:,655,2,2,7.09952;6.4367,6.92931;5.5243,9265466,9267570
chr3,107458206,107460358,7.072003035034924,14.312799610763674,0.4941034058575483,0.7,both,neu_only,False,3,3,"8.816597778269534,6.460223063057948,5.93918826377729","31.08503136658629,11.279615532340305,0.5737519333644239",601,2152,CpG:,1404,1,0,5.07703,,107458732,107459333
chr6,85076195,85076474,9.32769405164647,18.87903742340472,0.4940767816945338,0.6666666666666666,both,both,False,2,2,"23.774116999083393,0.0,4.208965155856019","0.0,15.829194734334179,40.80791753587999",622,279,CpG:,1234,1,1,9.70108,6.07016,85076093,85076715
chr11,67298328,67298643,1.6753724678188353,3.3928126054452665,0.4938004725430341,0.6666666666666666,both,nsc_only,False,2,1,"0.2196073151649313,0.0,4.806510088291574","0.0,0.0,10.1784378163358",752,315,CpG:,1098,0,1,,3.43168,67297860,67298612
chr13,10360202,10360659,32.492023534355035,65.87703709534111,0.4932222966757092,0.1,both,both,False,3,3,"31.534499816507072,38.589292977104996,27.35227780945303","63.033165109234616,41.784265080977676,92.81368109581103",2166,457,CpG:,664,2,3,15.5146;6.40499,5.30075;6.2781;7.22904,10359448,10361614
chrX,58019185,58019416,6.935582897789246,14.07337229296716,0.4928159898999575,0.4,both,both,False,3,3,"8.239581593441262,9.079952216987959,3.4872148829385154","7.112802578180353,12.229828380468785,22.877485920252344",2073,231,CpG:,1027,1,1,8.35718,5.47421,58017715,58019788
chrX,58018705,58018950,6.935582897789246,14.07337229296716,0.4928159898999575,0.4,both,both,False,3,3,"8.239581593441262,9.079952216987959,3.4872148829385154","7.112802578180353,12.229828380468785,22.877485920252344",2073,245,CpG:,1027,1,1,8.35718,5.47421,58017715,58019788
chr2,74691475,74691821,4.821111859396251,9.794427312985816,0.4922300922080704,0.2,both,nsc_only,False,3,2,"1.4298218804778475,2.82370307228782,10.209810625423085","18.166750199867018,0.0,11.216531739090428",1056,346,CpG:,1154,0,1,,3.26535,74691457,74692513
chr12,70111228,70112213,18.289304828094654,37.17071962592404,0.4920352635664097,0.1,both,both,False,3,3,"13.338143219377505,28.605424058074444,12.924347206832016","37.82160262007578,32.056356827479,41.634199430217336",3909,985,CpG:,1119,2,1,6.84807;4.74669,4.52993,70109298,70113207
chr4,115056381,115057895,7.578044357086097,15.42795462434699,0.4911891784493013,0.7,both,neu_only,False,3,3,"3.172038397869142,10.212186484777627,9.34990818861152","0.8604584296210473,21.56295701485722,23.86044842856271",952,1514,CpG:,1462,1,0,4.66534,,115056763,115057715
chr6,128362433,128363264,13.659290476409018,27.854115170774104,0.4903868025483362,0.2,both,both,False,3,3,"20.013000821448585,8.549534477791152,12.415336129987315","18.43996370348548,23.176863756963463,41.94551805187337",2081,831,CpG:,1564,2,3,6.53068;5.58487,4.04915;4.69212;4.59859,128361762,128363843
chr11,69834023,69834340,6.571050136153762,13.401398356755571,0.4903257079020661,0.2,both,both,False,3,2,"12.072757356489026,1.0745332047745988,6.565859847197662","0.0,25.928084994651176,14.276110075615549",1850,317,CpG:,1117,1,1,5.37549,4.86679,69833909,69835759
chr9,30942520,30943344,13.174319511416458,26.899667147766056,0.4897577148091421,0.7,both,nsc_only,False,3,3,"10.289240713763224,11.358381308146113,17.87533651234004","39.35936359269201,34.629941307409744,6.70969654319642",1763,824,CpG:,821,0,3,,6.61389;3.53155;4.12884,30942256,30944019
chr19,47343537,47343772,10.509583331081602,21.46593099762996,0.4895936417685289,0.7,both,both,False,3,3,"12.868483676115671,10.053325287898382,8.606941029230754","41.59424923419952,15.45218652566274,7.351357233027617",2400,235,CpG:,946,2,2,6.36569;5.25062,4.26054;6.49348,47342763,47345163
chr17,15830543,15831266,9.903519325359676,20.252701001649736,0.488997458884766,0.1,both,both,False,3,3,"10.238527681830254,11.592622222177987,7.879408072070785","13.531919512104073,22.530932746267144,24.695250746577994",3802,723,CpG:,705,2,2,12.8147;2.28489,3.84987;5.88997,15829045,15832847
chr2,114013363,114013823,8.601189844563464,17.63103451298484,0.4878437415699511,0.7,both,nsc_only,False,3,3,"6.7878884084420275,2.1001688381573103,16.915512287091055","22.85356401097102,0.6679153985014002,29.371624129482104",2109,460,CpG:,1454,0,1,,4.79746,114012917,114015026
chr8,109948109,109948586,8.32098411813957,17.06391796244382,0.4876362003411715,0.7,both,both,False,3,3,"13.981071496059306,0.44201411799440177,10.539866740365005","27.615227810961184,0.2697133367647589,23.306812739605512",3373,477,CpG:,1423,2,1,12.6723;7.66091,7.7449,109947017,109950390
chr9,65398450,65398657,8.781004773104952,18.05246552121088,0.4864158174287963,0.4,both,both,False,3,3,"8.327231008987958,14.201728213384802,3.814055096942091","29.35572413016283,7.313211793153929,17.48846064031588",2443,207,CpG:,1083,1,1,4.55694,3.47315,65396047,65398490
chr12,57545269,57546149,4.781002867763336,9.857540871821293,0.4850096925725443,0.7,both,both,False,3,3,"3.9604784034442715,7.148676535736345,3.2338536641093913","10.141839627139737,1.6315457335893382,17.799237254734805",3038,880,CpG:,1024,1,2,6.23795,4.01239;4.03614,57544310,57547348
chr6,52259986,52261198,3.2942575639605494,6.79766775987867,0.4846158536026109,0.7,both,neu_only,False,3,3,"1.6838661865836848,1.2735594312802534,6.92534707401771","12.19899043587907,1.1141427285578909,7.079870115199049",1317,1212,CpG:,983,1,0,3.90098,,52258770,52260087
chr14,104473079,104473450,5.8841814997746384,12.15369779909574,0.4841474255030789,0.7,both,both,False,3,3,"13.915687932527982,1.2041994623037484,2.5326571044921873","23.804778217022236,10.971086144080529,1.6852290361844577",1625,371,CpG:,1382,2,1,5.29013;3.15675,4.84291,104471967,104473592
chr11,3628951,3629564,7.7407841418661505,16.077630812063294,0.4814629862042933,0.6666666666666666,both,both,False,2,2,"20.648958043138016,0.0,2.5733943824604344","19.03012634517468,0.0,29.202766091015206",699,613,CpG:,612,1,1,5.77521,5.63706,3628678,3629377
chr2,21368771,21369010,12.18990052334525,25.362808919555444,0.4806210763960963,1.0,both,nsc_only,False,2,2,"25.69577007087129,0.0,10.873931499164458","0.0,1.1124136990158136,74.97601305965051",277,239,CpG:,748,0,2,,2.71094;5.34318,21368593,21368870
chr9,78427458,78427765,3.623704207968255,7.555616633687111,0.4796040328213292,0.7,both,nsc_only,False,3,3,"6.56900469544646,0.23050612554037062,4.071601802917933","1.506045352284674,6.337546046014619,14.82325850276204",2695,307,CpG:,1183,0,1,,4.55746,78426046,78428741
chr19,23619698,23619905,1.959725264717464,4.087422337935892,0.4794525993873942,0.6666666666666666,both,neu_only,False,2,1,"4.789912005960247,0.0,1.0892637881921443","0.0,0.0,12.262267013807675",429,207,CpG:,765,1,0,3.60771,,23619327,23619756
chr7,102236147,102236390,10.690998163270711,22.301548592486785,0.4793836678620795,0.8,both,neu_only,False,3,2,"10.028379299391561,1.9192737579345702,20.125341432486007","0.0,5.6064954159864735,61.29815036147388",670,243,CpG:,170,1,0,4.78338,,102236066,102236736
chr11,69800877,69801634,18.4821467670486,38.570673321965295,0.4791761505631626,0.1,both,nsc_only,False,3,3,"20.04282818380274,16.73438536407201,18.66922675327105","41.56857742294596,50.18766659476767,23.95577594818225",3057,757,CpG:,1117,0,2,,5.23583;3.83955,69798233,69801290
chr2,127831452,127831991,31.33243399275833,65.43244190657758,0.4788516686797935,0.1,both,both,False,3,3,"30.0503119256549,23.325637518603084,40.62135253401701","86.40099722047448,51.15552606308707,58.74080243617117",1497,539,CpG:,1560,2,2,7.73349;7.25595,4.95197;10.0162,127831580,127833077
chr7,87246447,87246851,11.503436330274493,24.0514680375648,0.4782841659522754,0.1,both,both,False,3,3,"10.302631134544896,4.470680918833683,19.7369969374449","28.65469343606565,20.124583240730384,23.375127435898367",1327,404,CpG:,1250,1,1,7.35028,4.72852,87246358,87247685
chr19,7268378,7269070,20.565458095268376,43.05281599019148,0.4776797434099016,0.1,both,both,False,3,3,"21.41641902923584,23.738635627955457,16.541319628613827","45.07385366931772,48.92077966519666,35.163814636060074",3470,692,CpG:,640,2,2,12.9571;6.64287,9.87419;5.87517,7265960,7269430
chr2,165112049,165112596,15.669882034934687,32.82930641972609,0.4773138315684657,0.1,both,both,False,3,3,"17.494083609816204,19.52789831802984,9.987664176958024","41.18415857665742,31.478467043205228,25.825293639315618",1115,547,CpG:,1844,2,3,9.61797;11.4144,6.77951;4.74883;4.86357,165111608,165112723
chr7,30717057,30717302,14.444638366391771,30.31454869354293,0.4764919482198496,0.2,both,both,False,3,3,"16.557487871742598,11.789499047028757,14.986928180403954","40.02724311908666,15.584993290640142,35.331409670902",2192,245,CpG:,819,2,1,5.16632;5.67225,8.94475,30715883,30718075
chrX,93922130,93923050,1.668757104325569,3.5043930996845085,0.4761900439981469,1.0,both,nsc_only,False,1,2,"5.006271312976706,0.0,0.0","0.0,3.376409855698401,7.136769443355125",1508,920,CpG:,1301,0,1,,4.09267,93921504,93923012
