chr,start,end,neu_signal,nsc_signal,enrichment,pvalue,binding_type,binding_type_by_peaks,significant,neu_replicates_with_signal,nsc_replicates_with_signal,neu_replicate_signals,nsc_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,neu_replicates_with_peaks,nsc_replicates_with_peaks,neu_peak_scores_by_rep,nsc_peak_scores_by_rep,region_start,region_end
chr7,12921732,12922559,255.17112376916816,37.36950997369019,6.8283240521168205,0.1,both,both,False,3,3,"219.91890424635352,295.23290595502044,250.3615611061304","29.999515655222034,42.625120281318,39.483893984530546",1394,827,CpG:,683,2,3,26.8316;19.4793,8.59944;14.841;5.93836,12921545,12922939
chr11,94979093,94979302,80.48459878308064,11.801189077086027,6.820041460004642,0.1,both,both,False,3,3,"64.64310167015454,80.82393588349602,95.9867587955914","9.186855991626304,8.201560550853713,18.01515068877807",2163,209,CpG:,1309,2,3,10.157;18.0781,12.1617;10.4907;4.71666,94977719,94979882
chr11,53430470,53431262,218.706514702497,32.112261627524354,6.8106855019839925,0.1,both,both,False,3,3,"186.6968713590877,280.2677382474697,189.1549345009336","26.856288039688355,29.99903003723799,39.481466805646726",2937,792,CpG:,992,2,3,32.6622;28.6127,15.2391;8.79165;8.93609,53429119,53432056
chr11,33162421,33163415,310.2114820423471,45.85519007730135,6.76502445021821,0.1,both,both,False,3,3,"233.1375704163907,455.1512610762795,242.34561463437112","32.03265518920153,43.8391519299192,61.69376311278334",2599,994,CpG:,838,2,3,26.6358;28.71,14.4136;5.40707;10.3751,33162146,33164745
chr1,64532367,64533738,138.9379312407553,20.5402314693041,6.764185274561684,0.1,both,both,False,3,3,"103.96779321789145,214.09475999529485,98.75124050907955","22.788500155270995,8.028875503308267,30.80331874933304",2798,1371,CpG:,1077,2,3,14.4693;22.1364,25.4848;17.7441;12.9399,64530945,64533743
chr1,178318207,178319311,151.5940703279713,22.433514586905105,6.757481969252371,0.1,both,both,False,3,3,"129.63818100006523,181.435798004753,143.70823197909573","43.14189565400311,5.194109862546827,18.964538244165386",2836,1104,CpG:,1945,2,3,16.7594;24.7722,9.97822;4.66734;9.64118,178317053,178319889
chr7,119896105,119896407,277.5232550570965,41.24004814666662,6.729460015907581,0.1,both,both,False,3,3,"207.90369646854325,404.1958895729122,220.47017912983412","32.69010939208772,57.26570767754409,33.76432737036806",1727,302,CpG:,1499,2,3,35.0381;35.6284,10.0702;9.59016;12.5738,119894785,119896512
chr2,102400437,102401261,84.18520765497078,12.53055138494164,6.718396107942929,0.1,both,both,False,3,3,"65.32753972459284,79.58106194964107,107.64702129067841","24.742139523567374,1.6860608161112782,11.163453815146262",1932,824,CpG:,1366,2,2,17.1699;6.44247,5.77003;4.18219,102399831,102401763
chr13,64432348,64432883,395.6383058045757,58.90134627576381,6.716965414547229,0.1,both,both,False,3,3,"296.1121136008443,470.204211021081,420.5985927918018","48.737360282099885,42.6362685957155,85.33040994947606",1716,535,CpG:,1076,2,3,38.0102;40.4846,7.46979;6.34634;9.39519,64431725,64433441
chr11,94210243,94212093,167.50050586216585,24.97300300230505,6.707263273331816,0.1,both,both,False,3,3,"140.22480788526937,221.6159237935599,140.66078590766833","17.44449047442695,22.152321758922387,35.322196773565814",4358,1850,CpG:,1303,2,3,19.137;41.4295,19.2088;14.5111;18.346,94209083,94213441
