chr,start,end,neu_signal,nsc_signal,enrichment,pvalue,binding_type,binding_type_by_peaks,significant,neu_replicates_with_signal,nsc_replicates_with_signal,neu_replicate_signals,nsc_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,neu_replicates_with_peaks,nsc_replicates_with_peaks,neu_peak_scores_by_rep,nsc_peak_scores_by_rep,region_start,region_end
chr18,36287309,36287892,32.97070265151114,32.98127915707236,0.9996793179090828,1.0,both,both,False,3,3,"32.02614234410648,36.09510138447449,30.79086422595245","21.0467647897562,42.64702103404849,35.25005164741239",2421,583,CpG:,861,1,2,10.5411,5.58471;5.6547,36285650,36288071
chr3,116007224,116007852,40.28520574613916,40.31425982643204,0.99927931008983,1.0,both,both,False,3,3,"41.033966811583724,32.93864760587001,46.88300282096375","30.707274078815253,41.4500107360502,48.785494664430686",3523,628,CpG:,1470,2,3,10.4339;12.3886,5.92339;4.92848;6.58001,116005523,116009046
chr7,84151109,84152324,32.638654749537814,32.66317443340017,0.9992493171809632,0.7,both,both,False,3,3,"29.119699538035782,28.441245383945855,40.355019326631805","23.69453363206079,47.479579173415836,26.81541049472389",1481,1215,CpG:,1227,2,2,8.97803;8.4349,4.28262;5.33105,84151160,84152641
chr16,57166841,57167420,36.8372451112341,36.869098891668656,0.9991360304050786,1.0,both,both,False,3,3,"29.308590871870646,51.737451064411566,29.46569339742011","23.84195944018294,51.57781404105621,35.18752319376682",3745,579,CpG:,1021,2,3,11.2001;9.34887,5.82626;5.25644;8.61291,57165111,57168856
chr1,135374915,135375165,145.32162861304406,145.47599023733383,0.99893892027105,1.0,both,both,False,3,3,"111.06414140096078,212.75989543474637,112.14084900342502","110.5862731566796,169.72174993294936,156.11994762237256",2600,250,CpG:,1617,2,3,27.8204;34.5056,31.8507;31.9534;27.703,135374175,135376775
chr18,61536383,61536677,66.60107048941903,66.67742167314533,0.9988549169747358,0.7,both,nsc_only,False,3,3,"65.77276926314836,70.82994257646132,63.20049962864741","75.56901204518896,76.36061825410839,48.102634720138646",4972,294,CpG:,1054,0,3,,22.7486;15.5974;13.2949,61533341,61538313
chr7,79792643,79793510,10.30977562350369,10.323178850504664,0.9987016376258638,0.7,both,nsc_only,False,3,3,"19.884271638283973,6.082546086238389,4.962509145988708","9.096033788688988,6.163180663622138,15.710322099202862",1438,867,CpG:,1193,0,2,,3.20397;3.77574,79792075,79793513
chr11,80080766,80081053,39.63585076991199,39.69035509556891,0.998626761450592,1.0,both,both,False,3,3,"28.38314451280276,42.02199562213466,48.50241217479853","21.208109807330295,50.30185816207781,47.56109731729861",2467,287,CpG:,1195,2,3,11.8481;9.94478,11.4798;4.60714;8.40287,80079872,80082339
chr12,61522900,61523369,11.301902784443106,11.318896533955227,0.9984986390271224,1.0,both,both,False,3,3,"13.968683571408619,8.619340433857658,11.317684348063036","12.323406999761408,2.954665347662839,18.678617254441434",4400,469,CpG:,1054,2,1,9.05257;4.49815,3.52325,61520855,61525255
chr12,83620901,83621162,1.7585443282141835,1.761538139468182,0.998300456182628,1.0,both,nsc_only,False,2,2,"3.6368078555100753,0.0,1.638825129132476","0.0,1.9932177689958877,3.2913966494086586",1649,261,CpG:,1222,0,1,,3.78468,83619862,83621511
chr12,4817253,4817906,63.58786359614327,63.70362937179724,0.9981827444245238,1.0,both,both,False,3,3,"54.08385781782741,85.74849819075942,50.931234779842974","45.720798040280876,55.68780886488108,89.70228121022978",2202,653,CpG:,621,2,3,11.4553;13.1986,6.61328;5.53916;5.85397,4816084,4818286
chr13,115089696,115090334,39.76706332236869,39.84049847376664,0.998156771270161,0.7,both,both,False,3,3,"31.006812993519723,29.170331225430477,59.12404574815587","32.79685120495999,38.183082530541796,48.54156168579815",2974,638,CpG:,1463,2,3,13.4079;13.1418,6.25017;6.3329;8.27031,115088479,115091453
chr19,44989264,44989662,24.147411789562337,24.193842571810364,0.9980808843361604,1.0,both,nsc_only,False,3,3,"16.20947532621788,36.39682399672907,19.83593604574006","36.346527680246005,13.096744617938194,23.138255417246892",1787,398,CpG:,928,0,1,,4.85825,44988623,44990410
chr19,44988950,44989189,24.147411789562337,24.193842571810364,0.9980808843361604,1.0,both,nsc_only,False,3,3,"16.20947532621788,36.39682399672907,19.83593604574006","36.346527680246005,13.096744617938194,23.138255417246892",1787,239,CpG:,928,0,1,,4.85825,44988623,44990410
chr4,43010203,43010566,26.62158233534248,26.67518945666715,0.997990375235694,1.0,both,both,False,3,3,"32.09233611100689,21.158437340678674,26.613973554341868","19.28527134639729,24.092510770308525,36.64778625329564",2776,363,CpG:,913,2,2,14.7376;11.9331,5.4613;6.24054,43009255,43012031
chr16,17722635,17722942,35.58951190900711,35.66324683110838,0.9979324674937629,0.7,both,both,False,3,3,"41.13268029069625,27.734711908191613,37.90114352813346","44.75353678354638,52.02436681427707,10.211836895501683",1384,307,CpG:,720,2,3,8.74126;11.5751,12.8978;4.25765;3.44652,17722184,17723568
chr10,88885817,88886555,7.699463073288093,7.716246421077024,0.9978249336694216,0.4,both,neu_only,False,3,2,"6.1421061301172415,14.79801437899974,2.1582687107472998","6.273897071564777,16.874842191666293,0.0",1213,738,CpG:,1263,1,0,2.75786,,88885397,88886610
chr6,122819748,122820314,22.601161144915,22.651855115216545,0.9977620389127646,0.7,both,both,False,3,3,"17.59348396145034,24.270650401656233,25.93934907163842","30.305845496034163,26.477157707299188,11.172562142316282",2698,566,CpG:,1522,2,1,7.86942;2.76533,3.26619,122819447,122822145
chr6,55037878,55038424,22.94344062249537,23.00236518516772,0.9974383259200518,0.7,both,both,False,3,3,"27.79233952014767,14.490951342269769,26.547031005068675","3.7602037946615536,32.130552512473145,33.11633924836846",3078,546,CpG:,1004,2,2,11.317;8.6526,4.01268;5.84217,55036491,55039569
chr1,155083181,155083561,26.784750734373954,26.857693580260573,0.9972840986636236,0.7,both,both,False,3,3,"22.119274959111937,30.451821077868242,27.783156166141687","20.646875481551678,39.72446797048006,20.20173728874998",4693,380,CpG:,1768,2,3,11.2323;13.4601,7.23746;6.48621;5.59778,155082427,155087120
chr4,137707348,137707652,21.76943652645184,21.82943502869781,0.9972514862539,0.7,both,both,False,3,3,"15.543753940753534,25.32093755938329,24.443618079218687","8.823042484846981,27.156174335073917,29.509088266172537",4136,304,CpG:,1635,2,1,6.76498;6.005,3.94977,137704661,137708797
chr2,90917417,90918027,33.729584873768324,33.83717874727751,0.9968202469150048,1.0,both,both,False,3,3,"28.93441528081894,54.49929817413029,17.755041166355735","24.459974138360273,59.218233254081326,17.833328849390934",1520,610,CpG:,1278,1,1,6.12406,3.25847,90916689,90918209
chr11,80377885,80378102,14.414330059892642,14.461597792287236,0.9967314999992736,1.0,both,both,False,3,3,"14.024266262609583,17.541579706915492,11.677144210152852","16.1583835972071,20.377663396784172,6.848746382870437",3915,217,CpG:,1198,2,3,11.0086;5.94087,6.12152;5.32841;5.68685,80375920,80379835
chr5,108448630,108448906,17.861743959651385,17.92045326261932,0.9967238940830588,1.0,both,both,False,3,3,"23.679751368815868,18.790392947500134,11.11508756263815","12.113717539053146,26.64344918195378,15.004193066851029",3067,276,CpG:,1412,1,2,5.54171,7.78815;7.60715,108447167,108450234
chr8,13757502,13757876,22.47582739200281,22.55110449409554,0.9966619328063316,1.0,both,both,False,3,3,"15.705393255365314,29.406939757643457,22.31514916299966","17.06205932122348,28.85435733259705,21.736896828466094",4132,374,CpG:,689,2,2,10.4056;10.279,5.179;4.91475,13755905,13760037
chr10,85386746,85388256,34.79310582720253,34.909678310516696,0.9966607402601289,1.0,both,both,False,3,3,"31.87358541086497,43.297241422649805,29.208490648092823","30.572332840508423,19.932098450441483,54.22460364060018",3937,1510,CpG:,1236,2,3,21.0206;13.5653,5.66165;6.42456;5.3315,85385779,85389716
chr10,85388358,85388559,34.79310582720253,34.909678310516696,0.9966607402601289,1.0,both,both,False,3,3,"31.87358541086497,43.297241422649805,29.208490648092823","30.572332840508423,19.932098450441483,54.22460364060018",3937,201,CpG:,1236,1,2,2.80075,6.42456;5.3315,85385779,85389716
chr6,54565792,54566443,31.094154200796662,31.20409608207908,0.9964766843111488,1.0,both,both,False,3,3,"29.5614593970329,24.30254091653082,39.41846228882628","32.44799819253707,11.950044693795679,49.21424535990448",3470,651,CpG:,1001,1,2,8.08539,5.40116;6.39553,54564730,54568200
chr16,44347322,44347812,42.21523264908637,42.37625306078862,0.9962002206407616,1.0,both,both,False,3,3,"28.772749189290852,62.512923274878084,35.360025483090176","31.15269143513396,52.489017478237486,43.487050268994416",2174,490,CpG:,923,2,3,9.3335;11.2325,11.1231;4.73742;6.34934,44346908,44349082
