chr,start,end,exo_signal,endo_signal,enrichment,pvalue,binding_type,peak_width_exo,peak_width_endo,significant
chr15,79834017,79834501,429.27164082287806,296.91329128189886,1.4457811537150556,0.10441900560441834,both,784.6666666666666,837.5,False
chr15,79883409,79883635,870.8160267834814,482.9608038618237,1.8030780548241427,0.10441900560441834,both,982.6666666666666,545.5,False
chr15,79927777,79928048,279.76793690059714,233.7125298728377,1.1970600679938643,0.448587350680282,both,1091.6666666666667,849.5,False
chr15,79932385,79932801,236.2727550737276,86.82564808627662,2.721232265827131,0.6084078002329985,both,676.3333333333334,510.0,False
chr15,80001637,80001856,7.943172870635986,0.0,inf,1.0,exo_only,284.5,0.0,False
chr15,80012334,80014805,193.01038427287594,0.0,inf,1.0,exo_only,655.9166666666666,0.0,False
chr15,80083159,80083585,1241.9699890962463,1454.959230304329,0.8536115399168042,0.10441900560441834,both,1129.6666666666667,1653.5,False
chr15,80091111,80091883,95.87266985490724,86.92069727288691,1.1029901147009402,1.0,both,538.0,430.5,False
chr15,80133017,80133591,541.9616854296802,831.4373792533027,0.651837046244427,0.0127806714228524,both,1059.0,1872.5,False
chr15,80173238,80174282,127.82937837451112,109.99341446222465,1.1621548344461288,0.7419001979443705,both,482.1666666666667,538.0,False
chr15,80211358,80211956,47.43125681350074,1.9796936949233894,23.95888663742814,0.04673014897197694,both,575.1666666666666,152.0,True
chr15,80212122,80212389,40.59310265650926,21.89944214190644,1.853613548394044,0.6084078002329985,both,646.3333333333334,535.0,False
chr15,80233876,80234421,1147.1768809163352,1136.4741069567574,1.0094175255679494,1.0,both,977.0,1152.0,False
chr15,80255094,80256136,2065.1180409711797,1070.4372049216565,1.929228572658143,0.004624228801499123,both,1771.3333333333333,1205.5,False
chr15,80263905,80264458,288.6213599371867,356.81988067331423,0.8088712977330808,0.10441900560441834,both,724.0,692.0,False
chr15,80287124,80288381,30.640146651548807,20.048541137299573,1.528298066263981,0.6084078002329985,both,309.0,348.0,False
chr15,80372166,80372656,29.414994012242897,10.467783387569856,2.810049933510491,0.6084078002329985,both,510.75,194.0,False
chr15,80671431,80672139,62.41583084986289,112.00366307968915,0.5572659780372973,0.448587350680282,both,818.0,693.5,False
chr15,80710963,80712149,2911.367208219867,2441.196088764662,1.192598669815635,0.7863512101793072,both,1052.3333333333333,832.0,False
chr15,80948113,80948758,200.69769521636644,104.0381262509687,1.9290783335738684,0.10441900560441834,both,597.6666666666666,338.0,False
chr15,80977727,80978251,78.90837154257993,20.611820897173637,3.8283066758745274,0.06029808713337021,both,488.6666666666667,382.0,False
chr15,81190166,81191037,3767.8350356538563,2409.2260860054625,1.563919242590051,0.5479860324967424,both,986.8333333333334,1189.0,False
