chr,start,end,exo_signal,endo_signal,enrichment,pvalue,binding_type,significant,exo_replicates_with_signal,endo_replicates_with_signal,exo_replicate_signals,endo_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,exo_replicates_with_peaks,endo_replicates_with_peaks,exo_peak_scores_by_rep,endo_peak_scores_by_rep,region_start,region_end
chr9,102353238,102354708,55.445550579271014,29.432548678343082,1.8838175105123904,0.2,both,False,3,2,"47.113124046338235,46.74773572551425,72.47579196596057","34.42472924600101,24.440368110685153",8055,1470,CpG:,1365,3,2,27.3539;18.6769;11.8348,12.7781;14.1927,102347907,102355962
chr9,102505893,102506472,17.356531162141923,9.813312375099306,1.7686720343462299,0.8,both,False,3,2,"7.628267350122604,12.689228777460563,31.752097358842605","3.7287155308049025,15.897909219393709",3019,579,CpG:,1367,2,1,3.12234;8.10802,5.36098,102505044,102508063
chr9,102625775,102626648,107.17126674644196,99.60532619932457,1.075959196519038,1.0,both,False,3,2,"90.39519891286892,74.95499166870393,156.16360965775303","89.85180335025841,109.35884904839074",4262,873,CpG:,1367,3,2,15.0544;25.7176;16.66,19.0418;17.4485,102624062,102628324
chr9,102689979,102690345,21.548010114183384,11.58078457532304,1.8606692814318508,0.4,both,False,3,2,"25.28347811635595,23.29082672880911,16.06972549738509","17.023077515221228,6.138491635424854",1958,366,CpG:,1368,3,1,4.22226;7.55104;3.18414,4.5933,102689274,102691232
chr9,102717597,102718950,59.97812064198971,61.29378976274399,0.9785350338778697,1.0,both,False,3,2,"43.805472051350726,58.627772401620696,77.50111747299773","34.57817894856532,88.00940057692266",3401,1353,CpG:,1368,3,2,9.05334;15.0185;7.39445,17.1484;12.703,102716236,102719637
chr9,102834708,102835546,21.92532199349252,42.93035540435817,0.5107183899825513,0.2,both,False,3,2,"21.340473959795325,23.76585113445534,20.669640886226905","32.940510865090936,52.920199943625406",2484,838,CpG:,1369,3,2,5.496;10.2557;6.48391,11.6802;9.04672,102833473,102835957
chr9,103008326,103008896,10.599086852997567,4.534470753069879,2.3374473957786335,0.4,both,False,3,2,"6.430745162435178,17.416560864861474,7.949954531696052","7.676930750865163,1.3920107552745957",4690,570,CpG:,1370,2,0,3.47926;4.46552,,103004066,103008756
chr9,103111653,103112627,25.029931939418987,8.108261257505099,3.086966631255375,0.2,both,False,3,2,"20.403021065039233,17.50216897918577,37.18460577403196","6.211493008376619,10.005029506633578",3449,974,CpG:,1371,3,2,4.67784;7.14116;3.25341,3.39264;4.48488,103110359,103113808
chr9,103201715,103202140,61.735769340403955,49.37179490593231,1.2504258647681055,0.8,both,False,3,2,"56.972696078690774,42.136352490362746,86.09825945215835","47.53953492545101,51.204054886413616",1361,425,CpG:,1372,3,2,10.706;14.726;9.52143,9.38164;8.80129,103201242,103202603
chr9,103304907,103305617,29.166973893867993,53.98538957081003,0.5402753249675282,0.2,both,False,3,2,"12.906016309226288,40.03171531340915,34.56319005896855","45.108439326747295,62.86233981487277",1293,710,CpG:,1373,3,2,6.31003;9.8677;5.82843,8.93015;11.4484,103304678,103305971
chr9,103364567,103366089,386.2909738360247,286.69283181546086,1.3474036702971124,0.2,both,False,3,2,"316.5620437327719,299.8371602551496,542.4737175201526","290.2306661615209,283.1549974694008",3052,1522,CpG:,1373,3,2,55.9882;90.3439;50.5697,93.6301;54.184,103364003,103367055
chr9,103761233,103762090,45.77934526050433,57.55271364677189,0.7954333055687648,0.2,both,False,3,2,"50.8110394398835,35.272823334568,51.25417300706149","60.21773097284199,54.887696320701785",4285,857,CpG:,1376,3,2,7.62957;14.5189;11.0554,10.5852;11.0656,103758219,103762504
chr9,104002424,104003233,443.7292271822944,306.9178895786816,1.4457587590981391,0.2,both,False,3,2,"336.22620189435804,384.39736976239703,610.5641098901282","281.3634315202551,332.47234763710804",3733,809,CpG:,1378,3,2,78.3528;137.255;45.7614,84.7343;103.442,104001285,104005018
chr9,104062728,104063177,110.82301766871056,112.24702322442585,0.9873136452548221,1.0,both,False,3,2,"117.28475089388914,100.73688017775531,114.44742193448725","81.23209594911144,143.26195049974024",2356,449,CpG:,1378,3,2,16.1125;21.4409;19.6093,21.5236;26.7639,104061903,104064259
chr9,104262283,104263188,104.19255694055782,72.24637027947415,1.4421839676859154,0.8,both,False,3,2,"73.23625864881865,69.21608977855091,170.12532239430388","71.88652443016919,72.60621612877912",2840,905,CpG:,1380,3,2,23.3235;62.6348;16.4886,26.9547;28.5283,104260871,104263711
chr9,105053227,105053475,33.97848422480565,55.83441343307495,0.6085580941140079,0.8,both,False,3,2,"22.768593675949994,15.876066982044893,63.290792016422046","92.55973726160386,19.109089604546043",850,248,CpG:,1386,3,2,4.36518;9.3503;3.76814,8.04687;4.05868,105053145,105053995
chr9,105131384,105131847,36.19596471965845,38.85937901093365,0.9314601941908075,1.0,both,False,3,2,"32.93506242870392,30.256033358865952,45.39679837140547","52.29121906907553,25.427538952791775",4143,463,CpG:,1387,3,2,6.96984;15.259;10.2795,9.83965;9.39285,105129609,105133752
chr9,105395087,105395645,67.27822484427132,50.2229921394432,1.339590135479674,0.8,both,False,3,2,"55.17862141548982,41.90050423078096,104.7555488865432","50.485703383384454,49.960280895501946",3548,558,CpG:,1389,3,2,10.3766;34.4448;22.7542,12.0781;20.116,105392854,105396402
