chr,start,end,exo_signal,endo_signal,enrichment,pvalue,binding_type,significant,exo_replicates_with_signal,endo_replicates_with_signal,exo_replicate_signals,endo_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,exo_replicates_with_peaks,endo_replicates_with_peaks,exo_peak_scores_by_rep,endo_peak_scores_by_rep,region_start,region_end
chr15,79834017,79834501,42.351584708178855,28.252464094732563,1.4990403869259303,0.2,both,False,3,2,"40.12967286502018,31.403925273399455,55.52115598611694","27.739141741369526,28.7657864480956",3393,484,CpG:,1194,3,2,11.4812;23.412;12.7883,10.1375;8.30158,79832255,79835648
chr15,79883409,79883635,113.52666511505272,108.37247495620332,1.0475599561690583,0.8,both,False,3,2,"106.94149742829354,110.22790442302728,123.41059349383735","97.68478800986874,119.06016190253789",2198,226,CpG:,1194,3,2,19.9942;46.599;15.6117,35.456;37.8678,79882613,79884811
chr15,79927777,79928048,31.21634100341718,23.31988352716209,1.3386147905523458,0.8,both,False,3,2,"29.867684484229585,23.024350129107123,40.756988396914835","14.952577612798034,31.687189441526147",3229,271,CpG:,1194,3,2,6.17333;10.9541;5.44103,8.29909;7.11448,79926704,79929933
chr15,79932385,79932801,26.060128661812783,22.698454022709765,1.1481014802038794,0.8,both,False,3,2,"37.78514451369217,22.712798485070284,17.6824429866759","17.53808442599011,27.85882361942942",2761,416,CpG:,1194,3,1,7.14788;8.4777;8.88764,9.03373,79930452,79933213
chr15,80001637,80001856,15.295775049979092,12.813855912012809,1.193690264273966,0.5,both,False,3,1,"13.1728416723477,25.381137341170508,7.333346136419067","0.0,25.627711824025617",1978,219,CpG:,1195,2,1,3.82037;2.92588,6.7798,80000706,80002684
chr15,80012334,80014805,18.336935998646965,15.897875110889865,1.1534205590837967,1.0,both,False,3,2,"15.226496071466695,23.39890566969424,16.385406254779955","0.3397851813403017,31.45596504043943",6833,2471,CpG:,1195,3,0,"6.48322,3.33654;6.46844;5.15575",,80009736,80016569
chr15,80083159,80083585,82.0872709383134,67.1558968942747,1.2223389863669836,0.4,both,False,3,2,"82.86660201051627,68.28734995438082,95.10786085004308","82.85037636607287,51.46141742247654",3984,426,CpG:,1195,3,2,12.4064;31.5214;22.328,16.1471;14.0204,80080594,80084578
chr15,80091111,80091883,14.838687985021588,28.70200439844306,0.5169913494204089,0.2,both,False,3,2,"12.364050106271181,18.611814070620852,13.540199778172735","25.57607224113063,31.827936555755493",3496,772,CpG:,1196,2,2,4.06682;6.97721,7.76965;5.38096,80089649,80093145
chr15,80133017,80133591,52.65550943647768,52.968717728623275,0.9940869194955735,0.8,both,False,3,2,"40.376322168021034,44.72364718177056,72.86655895964144","56.37599522662042,49.56144023062614",3940,574,CpG:,1196,3,2,6.25482;21.4271;6.93144,9.82226;12.7169,80131908,80135848
chr15,80173238,80174282,13.814060266585498,26.44001861981971,0.5224678721001481,0.4,both,False,3,2,"10.33995007021161,18.92653854943512,12.175692180109763","18.012378211641582,34.86765902799784",6897,1044,CpG:,1196,3,2,"4.60678;9.68127,6.72423;4.29791","10.2423;5.50629,6.32322",80168776,80175673
chr15,80211358,80211956,25.40072867784842,12.924799072382866,1.965270681238176,0.4,both,False,3,2,"16.590553905723716,32.91743469835345,26.694197429468094","2.552757605138528,23.296840539627205",1757,598,CpG:,1196,3,1,4.87024;4.5797;3.3499,4.27596,80211302,80213059
chr15,80212122,80212389,25.40072867784842,12.924799072382866,1.965270681238176,0.4,both,False,3,2,"16.590553905723716,32.91743469835345,26.694197429468094","2.552757605138528,23.296840539627205",1757,267,CpG:,1196,3,1,4.87024;4.5797;3.3499,4.27596,80211302,80213059
chr15,80233876,80234421,115.34754928628776,97.77147003010145,1.1797669529851096,0.8,both,False,3,2,"130.97640094560055,89.59920512393774,125.46704178932502","90.59577692885885,104.94716313134407",2517,545,CpG:,1197,3,2,24.4801;30.9743;24.9416,17.6737;18.881,80232069,80234586
chr15,80255094,80256136,142.32340176257324,93.5339512366572,1.5216228960804854,0.2,both,False,3,2,"103.85114273108083,125.42253487734745,197.69652767929145","89.82779319789296,97.24010927542145",3214,1042,CpG:,1197,3,2,20.3751;35.0334;12.9295,14.6708;23.1048,80253228,80256442
chr15,80263905,80264458,39.61667004200131,46.71633202803443,0.8480261253864576,0.8,both,False,3,2,"23.750744287609457,28.04166541313833,67.05760042525615","58.06061282571316,35.37205123035571",2203,553,CpG:,1197,3,2,6.85291;19.5363;5.58185,16.2721;10.1617,80262639,80264842
chr15,80287124,80288381,8.80759697917689,19.74445623195408,0.4460794906533223,0.8,both,False,3,2,"13.747240055008527,12.581752391186534,0.09379849133561458","33.402434144172304,6.086478319735852",1159,1257,CpG:,1197,2,1,4.7535;3.1761,3.53422,80286146,80287305
chr15,80372166,80372656,19.354799487940287,16.08776327833555,1.2030758504511476,0.8,both,False,3,2,"15.868740113622392,17.57248458806939,24.623173762129078","21.040491134577117,11.135035422093983",3445,490,CpG:,1198,2,1,3.42118;6.98707,5.45322,80371790,80375235
