chr,start,end,exo_signal,endo_signal,enrichment,pvalue,binding_type,significant,exo_replicates_with_signal,endo_replicates_with_signal,exo_replicate_signals,endo_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,exo_replicates_with_peaks,endo_replicates_with_peaks,exo_peak_scores_by_rep,endo_peak_scores_by_rep,region_start,region_end
chr4,117681897,117682403,21.382133640539106,34.78298793364312,0.614729639711535,0.4,both,False,3,2,"27.408213092537224,19.825441123907364,16.912746705172726","45.417195419757135,24.148780447529106",1802,506,CpG:,1482,3,2,5.21967;7.4788;5.8309,11.4675;6.20671,117681169,117682971
chr4,117835339,117836733,66.80990305288472,58.23116769548996,1.1473220561582382,0.4,both,False,3,2,"70.38497955414174,50.19600755189205,79.84872205262037","68.80524156695091,47.657093824029005",3611,1394,CpG:,1484,3,2,9.82463;11.755;11.1887,10.7369;7.92518,117833568,117837179
chr4,117867952,117868245,19.870844007133456,22.053683541906274,0.9010215445131876,0.8,both,False,3,2,"14.944603545628297,16.015152285306772,28.652776190465296","23.6851805212863,20.42218656252625",8498,293,CpG:,1484,2,2,6.43824;4.71126,7.19955;7.1553,117864931,117873429
chr4,117882948,117883469,19.868785522517953,17.457026456852994,1.1381540591478103,0.4,both,False,3,2,"22.970106154198557,16.100635641180403,20.535614772174892","19.357956641090603,15.556096272615385",5976,521,CpG:,1484,3,2,3.49381;7.38945;3.61619,9.27818;7.04652,117878359,117884335
chr4,117886857,117887462,25.427481203800493,21.59882650583732,1.17726216268872,0.5,both,False,3,1,"33.031837479086484,23.839471299948812,19.411134832366173","0.0,43.19765301167464",2975,605,CpG:,1484,3,1,6.80592;9.55466;5.74987,5.82413,117885442,117888417
chr4,117891595,117891862,20.473184119885186,12.603619330968613,1.624389279163653,0.4,both,False,3,2,"29.221944870714623,26.103577635782447,6.094029853158492","5.331750991602454,19.87548767033477",4602,267,CpG:,1484,3,2,11.4888;11.909;6.1565,12.0803;11.7667,117891137,117895739
chr4,117914815,117915305,57.79317297356403,55.26774155101092,1.045694492875599,0.8,both,False,3,2,"37.55505205077337,37.251220305833144,98.5732465640856","46.10776632580486,64.42771677621698",3291,490,CpG:,1484,3,2,6.57322;17.2982;8.37157,25.474;16.7114,117913543,117916834
chr4,117926606,117927224,18.918568663412287,36.17148189358929,0.5230244289981729,0.2,both,False,3,2,"19.960565175721733,22.122887850555966,14.672252963959163","49.052753223632315,23.290210563546264",3902,618,CpG:,1484,3,1,3.82164;3.15476;4.24406,4.82171,117925917,117929819
chr4,117929412,117929815,20.329602282678366,33.27755023262439,0.6109104228095428,0.4,both,False,3,2,"18.84475831783651,21.608845893255015,20.535202636943566","45.57223164936253,20.98286881588625",3733,403,CpG:,1484,2,1,3.82164;5.39795,5.79338,117926610,117930343
chr4,118134376,118135144,37.34474569386419,42.784076961239194,0.8728655225563745,0.8,both,False,3,2,"39.85904816359189,30.12424120744124,42.05094771055944","39.706749133496956,45.86140478898143",2911,768,CpG:,1486,3,2,13.214;16.8391;17.9135,8.92115;17.0215,118132755,118135666
chr4,118212042,118212247,25.16253501019682,6.8684091252013175,3.6635172063165777,0.2,both,False,3,2,"16.851761211392425,19.889655232636414,38.74618858656161","7.662770975443024,6.074047274959611",4033,205,CpG:,1486,3,0,3.55046;6.35748;6.017,,118208374,118212407
chr4,118260835,118261067,37.97515337986814,35.58889299127902,1.0670507056562246,1.0,both,False,3,2,"38.12755773651331,36.43206029300684,39.36584211008425","23.547374157613024,47.630411824945014",3814,232,CpG:,1487,3,1,5.22532;12.267;6.22982,13.4586,118259534,118263348
