gene,chr,cpg_start,cpg_end,mecp2_enrichment,exo_signal,endo_signal,binding_type,distance_to_gene,baseMean,log2FoldChange,padj,category
0610010F05Rik,chr11,23633135,23633766,4.945186751970673,277.859262251458,56.18781983121875,both,127,1746.055965,-0.581833564,1.41552e-14,down-regulated
1700025G04Rik,chr1,152089616,152090328,4.308943768538242,490.3244421757384,113.79225826891566,both,203,4371.787999,-1.300326548,2.5612e-109,down-regulated
1810022K09Rik,chr3,14611032,14611738,4.83221671982519,1288.8707112804873,266.72452541141683,both,453,2367.96833,-0.561218769,7.47365e-09,down-regulated
2810468N07Rik,chr17,25570143,25571451,7.538239161767684,451.45992711351096,59.88930802344637,both,668,113.9871373,-0.694954208,0.003691924,down-regulated
9430038I01Rik,chr7,137410453,137411112,2.737590614356777,2129.0958019321097,777.7261474986321,both,350,283.7992456,-0.978351231,2.72325e-09,down-regulated
A930033H14Rik,chr10,69212587,69213723,3.2691168756256896,268.3914456765459,82.09906708372957,both,625,107.0775306,-0.746341976,0.002045855,down-regulated
Abce1,chr8,79711304,79711930,5.4007874117076105,367.7667439563161,68.09502317367392,both,190,12337.90966,-0.593385324,2.64936e-19,down-regulated
Abracl,chr10,18022557,18023138,4.567402400820024,159.67512430814952,34.9597233384739,both,114,259.2855218,-1.687552074,5.68465e-22,down-regulated
Acly,chr11,100527205,100527972,2.566006751353075,587.633802804016,229.0071148465031,both,28,11884.89083,-0.500188133,1.85588e-21,down-regulated
Actr2,chr11,20112370,20113193,4.6767858776160205,179.6253226250731,38.40785687555074,both,280,11743.87146,-0.537641011,2.7242899999999997e-20,down-regulated
Actr6,chr10,89732032,89732462,4.086485150982157,307.59554368330333,75.271420871155,both,167,410.4573121,-0.941660178,5.28359e-12,down-regulated
Acyp2,chr11,30649110,30649612,5.57063211644876,387.58522587215856,69.57652520756325,both,25,158.2897278,-0.523555709,0.011235832,down-regulated
Adamtsl3,chr7,82335315,82336476,3.028890930719639,101.71520246813354,33.58166563097961,both,379,398.9711206,-1.4717603,6.71615e-23,down-regulated
Adh5,chr3,138442658,138443447,2.386569169341697,570.9816315189136,239.2478872407504,both,435,3058.420917,-0.745595909,2.83731e-21,down-regulated
Ak2,chr4,128993046,128993583,3.162787178613029,297.2348003966171,93.97875469033704,both,1088,1822.55084,-0.658743478,9.70778e-18,down-regulated
Alg10b,chr15,90224109,90224639,3.288400165894448,191.5388271117192,58.246812263987465,both,202,10527.53147,-0.66551353,9.883830000000001e-28,down-regulated
Alg6,chr4,99715351,99715891,2.497823767989528,295.95480678272924,118.485063107931,both,313,568.0916849,-0.681346847,1.30477e-10,down-regulated
Alkbh3,chr2,94010469,94010904,3.3367152714451707,203.9292856167728,61.11677773706133,both,97,374.0765402,-0.591425513,5.53846e-06,down-regulated
Arhgef39,chr4,43499500,43499853,2.7727804247049668,155.85439085150492,56.208702810677245,both,158,551.7316211,-1.223973809,2.0786299999999998e-27,down-regulated
Arl6,chr16,59639143,59639555,3.078838180649298,291.554953879591,94.69642013407304,both,164,1012.901599,-0.503488285,5.92088e-07,down-regulated
Arl6ip5,chr6,97210680,97210892,2.210766794478904,210.8153103541097,95.35845702070112,both,9,1004.901334,-0.651071734,2.36558e-09,down-regulated
Atp5c1,chr2,10080057,10080881,3.0335834763945977,358.68724571652865,118.2387920120224,both,371,8899.230121,-0.594142433,1.7676e-16,down-regulated
Avpi1,chr19,42128800,42129394,4.476966263377916,500.6288298079024,111.82323036541555,both,335,91.4858672,-0.740624422,0.004893587,down-regulated
B4galt7,chr13,55600014,55600221,2.717009294967098,252.72586177596085,93.01619329904474,both,118,267.5527116,-0.509726495,0.001308029,down-regulated
BC055324,chr1,163994433,163995154,3.524756343039601,195.3002717100209,55.40816235303296,both,358,1089.399425,-0.702342377,6.62736e-14,down-regulated
Bag2,chr1,33757611,33757949,2.372801431204443,136.0438675584392,57.3347039365965,both,154,420.8791018,-1.543188997,4.16536e-25,down-regulated
Bbs10,chr10,111298434,111298840,2.2626951299352185,386.134495447247,170.6524623395915,both,245,178.1072024,-0.590444775,0.002972402,down-regulated
Bcl7c,chr7,127708278,127708999,6.279356784538401,244.5545529551732,38.94579673468108,both,66,1180.68549,-0.502830847,5.19245e-10,down-regulated
Brinp2,chr1,158356039,158356243,9.215859166414024,334.944320929208,36.34434021625115,both,83,3923.959656,-0.955638756,1.3047299999999999e-31,down-regulated
Ccdc14,chr16,34690530,34691019,5.084471864300023,118.10886004415228,23.229327095590538,both,86,652.8704039,-0.509793406,2.47272e-06,down-regulated
Ccdc186,chr19,56821776,56822350,3.5394211936670024,444.6567656397183,125.629796881855,both,160,1566.681101,-0.518006567,1.82918e-11,down-regulated
Ccdc43,chr11,102697575,102697952,2.6900179746676884,326.2382382796846,121.27734511513307,both,170,857.7839216,-0.89859409,5.078550000000001e-23,down-regulated
Ccna2,chr3,36571391,36572316,4.0066958878550345,607.654775699878,151.65981963886534,both,166,9050.654237,-0.570550621,2.1557e-12,down-regulated
Cct6a,chr5,129787027,129787719,3.7744339685078425,686.4914762269351,181.8793180526424,both,29,10219.90781,-0.666672926,9.396750000000001e-24,down-regulated
Cdc16,chr8,13757502,13757876,5.877731745722148,208.9012794842536,35.541138745621275,both,174,4405.380826,-0.666163624,2.86674e-15,down-regulated
Cdk1,chr10,69352785,69353086,3.0184389776519693,173.16245721987232,57.36821532651114,both,148,5351.592653,-0.763402391,2.21396e-30,down-regulated
Cep55,chr19,38054624,38055351,2.2320805743310848,755.4947415668288,338.47108847906946,both,401,1778.921543,-1.068261207,4.81386e-50,down-regulated
Cep83,chr10,94688296,94689126,4.208313344303683,316.26490541316645,75.15241369591892,both,494,1317.645584,-0.826052782,7.34291e-25,down-regulated
Cfap20,chr8,95434408,95435087,2.123583499938132,336.49442446978003,158.45594226908597,both,218,2049.07178,-0.622586082,7.46762e-15,down-regulated
Chchd1,chr14,20702837,20703233,3.989737419688439,247.2354872714749,61.96785935120054,both,190,1068.382366,-1.441420773,8.0525700000000005e-56,down-regulated
Chchd3,chr6,33059887,33060308,4.943774695378784,732.6988106945668,148.20635159192437,both,48,3763.467672,-0.563326679,2.77707e-16,down-regulated
Chn2,chr6,54039433,54040338,3.130934237386671,267.8409249861273,85.54664668066896,both,121,1494.529167,-1.13169267,1.8534699999999999e-50,down-regulated
Chrac1,chr15,73090254,73090909,8.237330945364727,505.8840047059642,61.41358263511713,both,138,348.9934679,-1.001838692,5.61915e-14,down-regulated
Chst11,chr10,82985164,82985876,3.781715910731068,364.273440616846,96.32490890793169,both,334,1362.239951,-0.722504464,1.343e-14,down-regulated
Cib2,chr9,54559948,54560181,7.189193971376667,381.7453009236482,53.09987495726832,both,37,107.0377963,-0.701161734,0.007180637,down-regulated
Cisd1,chr10,71344489,71345106,2.448136727277092,97.95530471397537,40.01218707376889,both,152,1245.438561,-0.776912695,2.01231e-12,down-regulated
Cmc1,chr9,118149867,118150356,4.315346804795073,487.1928107995257,112.8977189639018,both,160,464.573377,-0.594690972,2.41279e-06,down-regulated
Cmc2,chr8,116921124,116922036,2.9445008512519544,1649.4730127785986,560.1876501673515,both,581,592.8920809,-0.891564831,2.18796e-12,down-regulated
