gene,chr,cpg_start,cpg_end,mecp2_enrichment,exo_signal,endo_signal
0610010F05Rik,chr11,23633135,23633766,4.945186751970673,277.859262251458,56.18781983121875
1110004E09Rik,chr16,90934297,90935370,4.550734202421283,528.8826933797178,116.2192010903028
1110008F13Rik,chr2,156862764,156863637,5.064090043397406,173.88851837000507,34.33756447453419
1110034G24Rik,chr2,132686949,132687166,2.1747861905128585,173.96622250121706,79.99233361887052
1190005I06Rik,chr8,120633711,120634631,18.352567227648503,572.2019563777192,31.178305971040697
1600014C23Rik,chr17,45733938,45734175,3.7206735304296927,441.1599359168334,118.56991276143616
1700001G17Rik,chr1,33669553,33670569,4.183198697793587,108.41655444587497,25.917141947634203
1700003G18Rik,chr7,116093081,116093523,2.213768311598501,1766.15275975051,797.8037947770694
1700018M17Rik,chr4,59548495,59549829,2.094826700956749,217.4481168981491,103.8024371175125
1700025G04Rik,chr1,152089616,152090328,4.308943768538242,490.3244421757384,113.79225826891566
1700034H15Rik,chr1,191906596,191907697,2.114292319684815,138.02642573686362,65.28256497542388
1700040D17Rik,chr3,94412490,94413511,2.625550637638848,502.26312563304754,191.2982055774524
1700086O06Rik,chr18,38250094,38250571,3.44864713740713,520.5971664145824,150.95692475107617
1700086P04Rik,chr4,129048635,129049248,2.981245137099576,266.7038644103968,89.46056165977359
1700096K18Rik,chr5,25529347,25530391,2.2115625627982056,396.56188343896457,179.31298445258992
1700113H08Rik,chr10,87058383,87058611,3.806065491447332,455.8756285125067,119.77608623312231
1810022K09Rik,chr3,14611032,14611738,4.83221671982519,1288.8707112804873,266.72452541141683
1810030O07Rik,chrX,12673296,12673657,4.0061256040972415,173.64389086511878,43.34459475946673
1810041H14Rik,chr14,121878311,121879163,2.5393556819816685,346.6151340553402,136.49727626373627
1810043G02Rik,chr10,77978272,77978826,2.3457820476793843,271.7974066411556,115.86643648758292
2010007H06Rik,chr9,51278564,51279283,3.669930825399813,744.6386470758321,202.9026383609585
2310057M21Rik,chr7,131362266,131363378,2.205232851835337,270.1848241113307,122.51986173998158
2410002F23Rik,chr7,44246334,44247152,2.6428009080080783,376.02800752741547,142.28389523705508
2410080I02Rik,chr19,23134891,23136424,7.579540157040556,324.83252955472784,42.85649562170263
2510009E07Rik,chr16,21694141,21695013,2.356665781804734,377.29276459462494,160.0959998263709
2610020H08Rik,chr7,119793770,119794341,7.420977015257834,269.5788969548465,36.326604488948185
2810405F17Rik,chr4,137388147,137388569,4.295375366707827,870.711957947707,202.7091659314191
2810468N07Rik,chr17,25570143,25571451,7.538239161767684,451.45992711351096,59.88930802344637
3010026O09Rik,chr11,50174662,50175016,2.5873612946905418,306.91642997861044,118.62140421147438
3110062M04Rik,chr6,34877803,34878253,4.834709703124927,322.2938672176702,66.66250654291709
4921524J17Rik,chr8,85432233,85432998,4.922780173965482,842.1058060967604,171.0630530589817
4921536K21Rik,chr11,3894617,3895477,2.247082829687614,248.2523002714813,110.47759209926096
4930412M03Rik,chr11,60115124,60115553,4.781051362312449,338.80176195466385,70.8634432638255
4930427A07Rik,chr12,113155977,113156611,2.155598636599951,1075.896194275585,499.1171250565494
4930524O07Rik,chr9,106891554,106892561,3.128551196654592,656.1231715067256,209.7210914139197
4930534D22Rik,chr3,131302583,131303345,21.03972320728465,434.186379740732,20.636506263086307
4930550C17Rik,chr13,56221627,56222549,2.491154641430606,124.76630042685156,50.08372356812081
4930570G19Rik,chr3,156560893,156561148,2.0326675058640538,151.21257924523113,74.39120210708201
4933427D14Rik,chr11,72206712,72207669,14.470471189599063,177.4172706444459,12.260642263810183
6330408A02Rik,chr7,13278477,13279091,3.944265245670336,313.1782509900429,79.40091030485898
6430548M08Rik,chr8,120113643,120114695,4.074878597156063,515.6253983765911,126.53760991467476
6430573P05Rik,chr3,79286440,79287592,5.065403230608186,306.5888262299404,60.52604546412967
6530402F18Rik,chr2,29251508,29253279,12.21975772170053,335.02763642874106,27.416880437308524
6530409C15Rik,chr6,28260940,28262310,3.0408655536336746,176.98897749227407,58.20348659636778
8030462N17Rik,chr18,77713202,77714572,2.931156998789608,164.73725029780795,56.20212440542576
9330136K24Rik,chr17,21532327,21532782,3.145343589329684,274.5757285892648,87.29594106053788
9430020K01Rik,chr18,4634916,4635554,13.521499694938608,262.8007679033351,19.435770723103087
9430038I01Rik,chr7,137410453,137411112,2.737590614356777,2129.0958019321097,777.7261474986321
9530052E02Rik,chr8,11006954,11009869,8.616028966819492,372.8939997013919,43.27910237273047
9930014A18Rik,chr15,60822970,60825075,14.021170531599257,748.7537988795415,53.40166123734738
9930021J03Rik,chr19,29805086,29806698,4.468014745656954,537.4418760484358,120.2865045534699
9930104L06Rik,chr4,124936500,124937161,7.238943141928744,422.7774834390376,58.40320543343744
A130006I12Rik,chr2,22895408,22896016,3.254870601094748,107.3232794833136,32.97313246407287
A130057D12Rik,chr9,75441314,75441983,2.331178849930731,313.41458713517324,134.4446768399971
A230020J21Rik,chr1,191025524,191026487,3.49199414637006,702.2366549040057,201.09903552787543
A330033J07Rik,chr13,48261040,48262467,3.940578863645091,887.5756207200257,225.2399080014873
A330040F15Rik,chr19,12595855,12596343,5.323116918152527,192.1055049020714,36.088913291941125
A430035B10Rik,chr6,8509075,8510376,2.617942786159696,505.5442427771358,193.10744507091653
A730013G03Rik,chr1,192834625,192835051,3.796830326952546,203.47330672033968,53.59030801980917
A830073O21Rik,chr7,73740237,73741012,6.305980575831962,149.23911618585262,23.66628225240976
A930002H24Rik,chr17,63863235,63864594,3.3651657466210096,235.818202092178,70.07625176530011
A930007I19Rik,chr19,29521968,29523214,5.322498983310252,272.43308656348955,51.18518339181602
A930033H14Rik,chr10,69212587,69213723,3.2691168756256896,268.3914456765459,82.09906708372957
A930035D04Rik,chr6,47453877,47455201,7.67460891210873,90.94886935886342,11.85061941271919
AA914427,chr16,17921791,17922241,3.426155001745037,320.98952629902595,93.68797562735398
AV356131,chr7,116443037,116444061,2.1665221205405656,180.69519718796684,83.40334745480553
Aacs,chr5,125475677,125476161,2.142329145760174,267.2198327527604,124.73332273969572
Aard,chr15,52040030,52040580,7.943588669344144,438.6632096213096,55.222296606846776
Aatf,chr11,84513298,84513787,2.865162014357515,182.85109697997348,63.81876349878109
Abat,chr16,8513265,8513607,4.279993020571183,408.0443161838173,95.3376125200695
